fecha,ultimo,apertura,maximo,minimo,vol,variacion
2020-03-31,"99,52","101,35","102,50","97,86","666,41K","-0,78%"
2020-03-30,"100,30","105,50","107,20","100,15","711,24K","-5,24%"
2020-03-27,"105,85","111,80","111,80","105,85","256,25K","-6,82%"
2020-03-26,"113,60","110,55","114,80","108,25","180,33K","3,23%"
2020-03-25,"110,05","111,35","112,00","102,00","283,37K","3,14%"
2020-03-24,"106,70","106,25","107,00","99,12","348,75K","4,45%"
2020-03-23,"102,15","113,80","125,80","101,90","420,26K","-18,93%"
2020-03-20,"126,00","124,90","126,25","112,80","596,66K","19,66%"
2020-03-19,"105,30","106,80","123,90","100,35","496,02K","-0,89%"
2020-03-18,"106,25","96,30","120,00","96,30","510,03K","7,82%"
2020-03-17,"98,54","96,38","103,00","89,50","483,51K","7,23%"
2020-03-16,"91,90","99,02","100,95","90,04","732,65K","-15,03%"
2020-03-13,"108,15","106,85","117,30","106,40","642,59K","4,24%"
2020-03-12,"103,75","114,05","116,15","103,60","734,94K","-15,34%"
2020-03-11,"122,55","123,75","124,65","120,30","586,53K","0,33%"
2020-03-10,"122,15","132,00","132,30","122,15","387,16K","-3,74%"
2020-03-09,"126,90","128,75","131,40","126,05","632,02K","-6,59%"
2020-03-06,"135,85","140,10","140,35","134,40","319,78K","-4,97%"
2020-03-05,"142,95","146,00","146,35","141,95","251,58K","-1,52%"
2020-03-04,"145,15","142,80","146,85","142,35","249,00K","1,50%"
2020-03-03,"143,00","143,30","146,85","142,10","612,50K","0,53%"
2020-03-02,"142,25","147,30","148,70","140,00","355,62K","-1,90%"
