fecha,ultimo,apertura,maximo,minimo,vol,variacion
2020-04-30,"115,50","116,00","117,30","114,00","206,32K","0,96%"
2020-04-29,"114,40","116,20","116,70","111,10","207,32K","-1,29%"
2020-04-28,"115,90","116,00","117,80","111,40","238,48K","0,96%"
2020-04-27,"114,80","114,60","116,30","112,50","151,47K","1,06%"
2020-04-24,"113,60","115,00","116,20","112,90","285,24K","-1,90%"
2020-04-23,"115,80","116,90","116,90","113,40","131,60K","1,67%"
2020-04-22,"113,90","113,00","115,00","110,70","150,06K","1,61%"
2020-04-21,"112,10","120,10","121,00","112,10","315,45K","-5,40%"
2020-04-20,"118,50","122,90","123,30","116,70","171,52K","-3,19%"
2020-04-17,"122,40","125,60","125,90","122,40","207,04K","0,74%"
2020-04-16,"121,50","121,70","125,40","121,50","256,42K","1,08%"
2020-04-15,"120,20","128,10","128,10","119,20","316,53K","-3,84%"
2020-04-14,"125,00","124,00","126,40","122,30","471,24K","2,88%"
2020-04-09,"121,50","118,50","121,50","118,00","449,73K","5,84%"
2020-04-08,"114,80","114,70","114,80","111,90","210,48K","-0,09%"
2020-04-07,"114,90","113,40","119,40","111,30","391,28K","4,55%"
2020-04-06,"109,90","106,00","110,90","106,00","340,49K","7,22%"
2020-04-03,"102,50","101,50","105,00","100,00","230,12K","1,99%"
2020-04-02,"100,50","107,70","107,70","98,50","281,45K","2,55%"
2020-04-01,"98,00","100,50","101,90","98,00","588,15K","-1,53%"
