per,precio_div_cash_flow,precio_valor_contable,roe,dividendo_neto_por_accion,rentabilidad_por_dividendo,b_neto,ebitda,bpa
"18,89","10,46","2,56","13,56","4,59",,"932,28","2.125,95","6,32"
