fecha,ultimo,apertura,maximo,minimo,vol,variacion
2020-03-31,"2,915","2,962","2,987","2,836","37,38M","-0,15%"
2020-03-30,"2,920","3,040","3,080","2,886","26,93M","-5,94%"
2020-03-27,"3,105","3,158","3,200","3,029","46,22M","-5,34%"
2020-03-26,"3,280","3,120","3,322","3,094","19,79M","0,49%"
2020-03-25,"3,263","3,389","3,450","3,010","33,89M","5,58%"
2020-03-24,"3,091","2,904","3,091","2,850","28,73M","11,01%"
2020-03-23,"2,784","2,707","2,940","2,690","28,91M","-3,52%"
2020-03-20,"2,886","2,924","3,000","2,723","47,09M","2,94%"
2020-03-19,"2,803","2,714","2,840","2,649","36,97M","3,53%"
2020-03-18,"2,708","2,779","2,973","2,660","44,61M","-3,97%"
2020-03-17,"2,820","2,881","2,890","2,644","67,53M","6,90%"
2020-03-16,"2,638","2,910","2,980","2,561","62,76M","-13,37%"
2020-03-13,"3,045","3,310","3,436","2,949","44,19M","1,23%"
2020-03-12,"3,008","3,341","3,402","2,954","71,57M","-15,08%"
2020-03-11,"3,542","3,538","3,715","3,465","48,94M","2,64%"
2020-03-10,"3,451","3,581","3,769","3,412","49,46M","-1,37%"
2020-03-09,"3,499","3,750","3,750","3,460","66,37M","-13,22%"
2020-03-06,"4,032","4,025","4,088","3,955","31,92M","-2,21%"
2020-03-05,"4,123","4,362","4,364","4,094","36,71M","-4,71%"
2020-03-04,"4,327","4,278","4,359","4,190","34,59M","1,84%"
2020-03-03,"4,249","4,370","4,454","4,226","36,43M","-0,86%"
2020-03-02,"4,286","4,420","4,431","4,142","41,82M","-1,13%"
