fecha,ultimo,apertura,maximo,minimo,vol,variacion
2020-05-29,"2,793","2,880","2,897","2,782","40,20M","-4,71%"
2020-05-28,"2,931","2,986","2,999","2,861","30,62M","0,34%"
2020-05-27,"2,921","2,850","2,978","2,842","52,07M","3,40%"
2020-05-26,"2,825","2,690","2,826","2,685","37,51M","6,60%"
2020-05-25,"2,650","2,640","2,653","2,590","13,93M","2,36%"
2020-05-22,"2,589","2,522","2,657","2,495","32,62M","0,90%"
2020-05-21,"2,566","2,544","2,618","2,505","21,85M","-0,66%"
2020-05-20,"2,583","2,547","2,599","2,457","35,36M","-0,62%"
2020-05-19,"2,599","2,800","2,820","2,532","42,37M","-4,52%"
2020-05-18,"2,722","2,619","2,744","2,601","23,86M","5,59%"
2020-05-15,"2,578","2,615","2,678","2,558","19,86M","-1,19%"
2020-05-14,"2,609","2,527","2,623","2,475","28,31M","2,68%"
2020-05-13,"2,541","2,620","2,641","2,541","35,93M","-4,55%"
2020-05-12,"2,662","2,628","2,729","2,618","16,54M","0,57%"
2020-05-11,"2,647","2,750","2,780","2,621","18,14M","-2,93%"
2020-05-08,"2,727","2,720","2,735","2,646","13,91M","1,26%"
2020-05-07,"2,693","2,738","2,744","2,672","18,70M","-0,96%"
2020-05-06,"2,719","2,801","2,820","2,698","27,12M","-2,89%"
2020-05-05,"2,800","2,858","2,908","2,754","24,41M","0,00%"
2020-05-04,"2,800","2,881","2,881","2,795","47,35M","-6,26%"
