fecha,ultimo,apertura,maximo,minimo,vol,variacion
2020-04-30,"2,987","3,050","3,114","2,929","52,46M","-5,53%"
2020-04-29,"3,162","2,924","3,162","2,903","37,33M","8,03%"
2020-04-28,"2,927","2,679","2,927","2,661","33,08M","8,97%"
2020-04-27,"2,686","2,690","2,706","2,621","20,91M","3,59%"
2020-04-24,"2,593","2,618","2,655","2,582","35,73M","-4,11%"
2020-04-23,"2,704","2,626","2,756","2,611","38,27M","4,60%"
2020-04-22,"2,585","2,508","2,585","2,483","29,27M","4,28%"
2020-04-21,"2,479","2,586","2,597","2,479","31,76M","-6,73%"
2020-04-20,"2,658","2,675","2,689","2,553","22,94M","-0,23%"
2020-04-17,"2,664","2,789","2,789","2,634","47,71M","1,52%"
2020-04-16,"2,624","2,785","2,820","2,607","246,18M","-3,92%"
2020-04-15,"2,731","2,906","2,906","2,713","252,45M","-6,95%"
2020-04-14,"2,935","3,044","3,050","2,919","32,08M","-2,30%"
2020-04-09,"3,004","3,015","3,068","2,923","22,52M","1,52%"
2020-04-08,"2,959","2,861","2,976","2,819","31,90M","1,09%"
2020-04-07,"2,927","2,930","3,066","2,839","28,05M","-1,48%"
2020-04-06,"2,971","2,886","2,995","2,830","31,79M","8,11%"
2020-04-03,"2,748","2,675","2,769","2,640","38,61M","2,77%"
2020-04-02,"2,674","2,750","2,760","2,604","286,13M","-1,94%"
2020-04-01,"2,727","2,780","2,798","2,714","272,03M","-6,47%"
