fecha,BBVA_ultimo,BBVA_per,BBVA_bpa,BBVA_rentabilidad_por_dividendo,BBVA_precio_valor_contable,BBVA_ebitda
2018-09-12,"5,215","4,26","0,70","5,99","0,42","0,00"
2018-09-13,"5,438","4,26","0,70","5,99","0,42","0,00"
2018-09-14,"5,449","4,26","0,70","5,99","0,42","0,00"
2018-09-17,"5,503","4,26","0,70","5,99","0,42","0,00"
2018-09-18,"5,486","4,26","0,70","5,99","0,42","0,00"
2018-09-19,"5,596","4,26","0,70","5,99","0,42","0,00"
2018-09-20,"5,678","4,26","0,70","5,99","0,42","0,00"
2018-09-21,"5,636","4,26","0,70","5,99","0,42","0,00"
2018-09-24,"5,593","4,26","0,70","5,99","0,42","0,00"
2018-09-25,"5,598","4,26","0,70","5,99","0,42","0,00"
2018-09-26,"5,577","4,26","0,70","5,99","0,42","0,00"
2018-09-27,"5,609","4,26","0,70","5,99","0,42","0,00"
2018-09-28,"5,490","4,26","0,70","5,99","0,42","0,00"
2018-10-01,"5,515","4,26","0,70","5,99","0,42","0,00"
2018-10-02,"5,369","4,26","0,70","5,99","0,42","0,00"
2018-10-03,"5,344","4,26","0,70","5,99","0,42","0,00"
2018-10-04,"5,297","4,26","0,70","5,99","0,42","0,00"
2018-10-05,"5,263","4,26","0,70","5,99","0,42","0,00"
2018-10-08,"5,215","4,26","0,70","5,99","0,42","0,00"
2018-10-09,"5,295","4,26","0,70","5,99","0,42","0,00"
2018-10-10,"5,293","4,26","0,70","5,99","0,42","0,00"
2018-10-11,"5,289","4,26","0,70","5,99","0,42","0,00"
2018-10-12,"5,264","4,26","0,70","5,99","0,42","0,00"
2018-10-15,"5,319","4,26","0,70","5,99","0,42","0,00"
2018-10-16,"5,361","4,26","0,70","5,99","0,42","0,00"
2018-10-17,"5,298","4,26","0,70","5,99","0,42","0,00"
2018-10-18,"5,155","4,26","0,70","5,99","0,42","0,00"
2018-10-19,"5,206","4,26","0,70","5,99","0,42","0,00"
2018-10-22,"5,095","4,26","0,70","5,99","0,42","0,00"
2018-10-23,"5,068","4,26","0,70","5,99","0,42","0,00"
2018-10-24,"4,965","4,26","0,70","5,99","0,42","0,00"
2018-10-25,"5,106","4,26","0,70","5,99","0,42","0,00"
2018-10-26,"5,088","4,26","0,70","5,99","0,42","0,00"
2018-10-29,"5,133","4,26","0,70","5,99","0,42","0,00"
2018-10-30,"4,972","4,26","0,70","5,99","0,42","0,00"
2018-10-31,"4,885","4,26","0,70","5,99","0,42","0,00"
2018-11-01,"5,032","4,26","0,70","5,99","0,42","0,00"
2018-11-02,"5,164","4,26","0,70","5,99","0,42","0,00"
2018-11-05,"5,207","4,26","0,70","5,99","0,42","0,00"
2018-11-06,"5,155","4,26","0,70","5,99","0,42","0,00"
2018-11-07,"5,244","4,26","0,70","5,99","0,42","0,00"
2018-11-08,"5,217","4,26","0,70","5,99","0,42","0,00"
2018-11-09,"4,912","4,26","0,70","5,99","0,42","0,00"
2018-11-12,"4,912","4,26","0,70","5,99","0,42","0,00"
2018-11-13,"5,000","4,26","0,70","5,99","0,42","0,00"
2018-11-14,"4,972","4,26","0,70","5,99","0,42","0,00"
2018-11-15,"4,977","4,26","0,70","5,99","0,42","0,00"
2018-11-16,"4,911","4,26","0,70","5,99","0,42","0,00"
2018-11-19,"4,910","4,26","0,70","5,99","0,42","0,00"
2018-11-20,"4,852","4,26","0,70","5,99","0,42","0,00"
2018-11-21,"4,938","4,26","0,70","5,99","0,42","0,00"
2018-11-22,"4,905","4,26","0,70","5,99","0,42","0,00"
2018-11-23,"4,915","4,26","0,70","5,99","0,42","0,00"
2018-11-26,"5,085","4,26","0,70","5,99","0,42","0,00"
2018-11-27,"4,918","4,26","0,70","5,99","0,42","0,00"
2018-11-28,"4,978","4,26","0,70","5,99","0,42","0,00"
2018-11-29,"4,990","4,26","0,70","5,99","0,42","0,00"
2018-11-30,"5,018","4,26","0,70","5,99","0,42","0,00"
2018-12-03,"5,091","4,26","0,70","5,99","0,42","0,00"
2018-12-04,"4,929","4,26","0,70","5,99","0,42","0,00"
2018-12-05,"4,865","4,26","0,70","5,99","0,42","0,00"
2018-12-06,"4,691","4,26","0,70","5,99","0,42","0,00"
2018-12-07,"4,691","4,26","0,70","5,99","0,42","0,00"
2018-12-10,"4,575","4,26","0,70","5,99","0,42","0,00"
2018-12-11,"4,537","4,26","0,70","5,99","0,42","0,00"
2018-12-12,"4,650","4,26","0,70","5,99","0,42","0,00"
2018-12-13,"4,737","4,26","0,70","5,99","0,42","0,00"
2018-12-14,"4,713","4,26","0,70","5,99","0,42","0,00"
2018-12-17,"4,706","4,26","0,70","5,99","0,42","0,00"
2018-12-18,"4,683","4,26","0,70","5,99","0,42","0,00"
2018-12-19,"4,728","4,26","0,70","5,99","0,42","0,00"
2018-12-20,"4,654","4,26","0,70","5,99","0,42","0,00"
2018-12-21,"4,619","4,26","0,70","5,99","0,42","0,00"
2018-12-24,"4,558","4,26","0,70","5,99","0,42","0,00"
2018-12-27,"4,545","4,26","0,70","5,99","0,42","0,00"
2018-12-28,"4,641","4,26","0,70","5,99","0,42","0,00"
2018-12-31,"4,636","4,26","0,70","5,99","0,42","0,00"
2019-01-02,"4,663","4,54","0,66","5,49","0,41","0,00"
2019-01-03,"4,676","4,54","0,66","5,49","0,41","0,00"
2019-01-04,"4,851","4,54","0,66","5,49","0,41","0,00"
2019-01-07,"4,833","4,54","0,66","5,49","0,41","0,00"
2019-01-08,"4,875","4,54","0,66","5,49","0,41","0,00"
2019-01-09,"4,941","4,54","0,66","5,49","0,41","0,00"
2019-01-10,"4,984","4,54","0,66","5,49","0,41","0,00"
2019-01-11,"5,036","4,54","0,66","5,49","0,41","0,00"
2019-01-14,"4,989","4,54","0,66","5,49","0,41","0,00"
2019-01-15,"4,989","4,54","0,66","5,49","0,41","0,00"
2019-01-16,"5,110","4,54","0,66","5,49","0,41","0,00"
2019-01-17,"5,037","4,54","0,66","5,49","0,41","0,00"
2019-01-18,"5,200","4,54","0,66","5,49","0,41","0,00"
2019-01-21,"5,206","4,54","0,66","5,49","0,41","0,00"
2019-01-22,"5,170","4,54","0,66","5,49","0,41","0,00"
2019-01-23,"5,227","4,54","0,66","5,49","0,41","0,00"
2019-01-24,"5,205","4,54","0,66","5,49","0,41","0,00"
2019-01-25,"5,304","4,54","0,66","5,49","0,41","0,00"
2019-01-28,"5,245","4,54","0,66","5,49","0,41","0,00"
2019-01-29,"5,260","4,54","0,66","5,49","0,41","0,00"
2019-01-30,"5,258","4,54","0,66","5,49","0,41","0,00"
2019-01-31,"5,170","4,54","0,66","5,49","0,41","0,00"
2019-02-01,"5,197","4,54","0,66","5,49","0,41","0,00"
2019-02-04,"5,171","4,54","0,66","5,49","0,41","0,00"
2019-02-05,"5,223","4,54","0,66","5,49","0,41","0,00"
2019-02-06,"5,241","4,54","0,66","5,49","0,41","0,00"
2019-02-07,"5,077","4,54","0,66","5,49","0,41","0,00"
2019-02-08,"5,058","4,54","0,66","5,49","0,41","0,00"
2019-02-11,"5,115","4,54","0,66","5,49","0,41","0,00"
2019-02-12,"5,201","4,54","0,66","5,49","0,41","0,00"
2019-02-13,"5,101","4,54","0,66","5,49","0,41","0,00"
2019-02-14,"5,028","4,54","0,66","5,49","0,41","0,00"
2019-02-15,"5,194","4,54","0,66","5,49","0,41","0,00"
2019-02-18,"5,227","4,54","0,66","5,49","0,41","0,00"
2019-02-19,"5,189","4,54","0,66","5,49","0,41","0,00"
2019-02-20,"5,237","4,54","0,66","5,49","0,41","0,00"
2019-02-21,"5,224","4,54","0,66","5,49","0,41","0,00"
2019-02-22,"5,227","4,54","0,66","5,49","0,41","0,00"
2019-02-25,"5,255","4,54","0,66","5,49","0,41","0,00"
2019-02-26,"5,249","4,54","0,66","5,49","0,41","0,00"
2019-02-27,"5,377","4,54","0,66","5,49","0,41","0,00"
2019-02-28,"5,474","4,54","0,66","5,49","0,41","0,00"
2019-03-01,"5,379","4,54","0,66","5,49","0,41","0,00"
2019-03-04,"5,336","4,54","0,66","5,49","0,41","0,00"
2019-03-05,"5,307","4,54","0,66","5,49","0,41","0,00"
2019-03-06,"5,372","4,54","0,66","5,49","0,41","0,00"
2019-03-07,"5,219","4,54","0,66","5,49","0,41","0,00"
2019-03-08,"5,136","4,54","0,66","5,49","0,41","0,00"
2019-03-11,"5,201","4,54","0,66","5,49","0,41","0,00"
2019-03-12,"5,181","4,54","0,66","5,49","0,41","0,00"
2019-03-13,"5,275","4,54","0,66","5,49","0,41","0,00"
2019-03-14,"5,282","4,54","0,66","5,49","0,41","0,00"
2019-03-15,"5,373","4,54","0,66","5,49","0,41","0,00"
2019-03-18,"5,421","4,54","0,66","5,49","0,41","0,00"
2019-03-19,"5,485","4,54","0,66","5,49","0,41","0,00"
2019-03-20,"5,419","4,54","0,66","5,49","0,41","0,00"
2019-03-21,"5,372","4,54","0,66","5,49","0,41","0,00"
2019-03-22,"5,188","4,54","0,66","5,49","0,41","0,00"
2019-03-25,"5,200","4,54","0,66","5,49","0,41","0,00"
2019-03-26,"5,143","4,54","0,66","5,49","0,41","0,00"
2019-03-27,"5,116","4,54","0,66","5,49","0,41","0,00"
2019-03-28,"5,047","4,54","0,66","5,49","0,41","0,00"
2019-03-29,"5,093","4,54","0,66","5,49","0,41","0,00"
2019-04-01,"5,306","4,54","0,66","5,49","0,41","0,00"
2019-04-02,"5,328","4,54","0,66","5,49","0,41","0,00"
2019-04-03,"5,413","4,54","0,66","5,49","0,41","0,00"
2019-04-04,"5,498","4,54","0,66","5,49","0,41","0,00"
2019-04-05,"5,495","4,54","0,66","5,49","0,41","0,00"
2019-04-08,"5,333","4,54","0,66","5,49","0,41","0,00"
2019-04-09,"5,346","4,54","0,66","5,49","0,41","0,00"
2019-04-10,"5,294","4,54","0,66","5,49","0,41","0,00"
2019-04-11,"5,370","4,54","0,66","5,49","0,41","0,00"
2019-04-12,"5,512","4,54","0,66","5,49","0,41","0,00"
2019-04-15,"5,481","4,54","0,66","5,49","0,41","0,00"
2019-04-16,"5,526","4,54","0,66","5,49","0,41","0,00"
2019-04-17,"5,599","4,54","0,66","5,49","0,41","0,00"
2019-04-18,"5,594","4,54","0,66","5,49","0,41","0,00"
2019-04-23,"5,476","4,54","0,66","5,49","0,41","0,00"
2019-04-24,"5,409","4,54","0,66","5,49","0,41","0,00"
2019-04-25,"5,364","4,54","0,66","5,49","0,41","0,00"
2019-04-26,"5,377","4,54","0,66","5,49","0,41","0,00"
2019-04-29,"5,415","4,54","0,66","5,49","0,41","0,00"
2019-04-30,"5,418","4,54","0,66","5,49","0,41","0,00"
2019-05-02,"5,349","4,54","0,66","5,49","0,41","0,00"
2019-05-03,"5,336","4,54","0,66","5,49","0,41","0,00"
2019-05-06,"5,279","4,54","0,66","5,49","0,41","0,00"
2019-05-07,"5,144","4,54","0,66","5,49","0,41","0,00"
2019-05-08,"5,200","4,54","0,66","5,49","0,41","0,00"
2019-05-09,"5,094","4,54","0,66","5,49","0,41","0,00"
2019-05-10,"5,078","4,54","0,66","5,49","0,41","0,00"
2019-05-13,"4,982","4,54","0,66","5,49","0,41","0,00"
2019-05-14,"5,083","4,54","0,66","5,49","0,41","0,00"
2019-05-15,"5,091","4,54","0,66","5,49","0,41","0,00"
2019-05-16,"5,192","4,54","0,66","5,49","0,41","0,00"
2019-05-17,"5,152","4,54","0,66","5,49","0,41","0,00"
2019-05-20,"5,074","4,54","0,66","5,49","0,41","0,00"
2019-05-21,"5,117","4,54","0,66","5,49","0,41","0,00"
2019-05-22,"5,026","4,54","0,66","5,49","0,41","0,00"
2019-05-23,"4,973","4,54","0,66","5,49","0,41","0,00"
2019-05-24,"5,024","4,54","0,66","5,49","0,41","0,00"
2019-05-27,"5,036","4,54","0,66","5,49","0,41","0,00"
2019-05-28,"5,047","4,54","0,66","5,49","0,41","0,00"
2019-05-29,"4,997","4,54","0,66","5,49","0,41","0,00"
2019-05-30,"5,075","4,54","0,66","5,49","0,41","0,00"
2019-05-31,"4,867","4,54","0,66","5,49","0,41","0,00"
2019-06-03,"4,862","4,54","0,66","5,49","0,41","0,00"
2019-06-04,"5,010","4,54","0,66","5,49","0,41","0,00"
2019-06-05,"4,980","4,54","0,66","5,49","0,41","0,00"
2019-06-06,"4,944","4,54","0,66","5,49","0,41","0,00"
2019-06-07,"4,923","4,54","0,66","5,49","0,41","0,00"
2019-06-10,"5,068","4,54","0,66","5,49","0,41","0,00"
2019-06-11,"5,000","4,54","0,66","5,49","0,41","0,00"
2019-06-12,"4,939","4,54","0,66","5,49","0,41","0,00"
2019-06-13,"4,915","4,54","0,66","5,49","0,41","0,00"
2019-06-14,"4,878","4,54","0,66","5,49","0,41","0,00"
2019-06-17,"4,867","4,54","0,66","5,49","0,41","0,00"
2019-06-18,"4,902","4,54","0,66","5,49","0,41","0,00"
2019-06-19,"5,010","4,54","0,66","5,49","0,41","0,00"
2019-06-20,"4,939","4,54","0,66","5,49","0,41","0,00"
2019-06-21,"4,918","4,54","0,66","5,49","0,41","0,00"
2019-06-24,"4,917","4,54","0,66","5,49","0,41","0,00"
2019-06-25,"4,878","4,54","0,66","5,49","0,41","0,00"
2019-06-26,"4,894","4,54","0,66","5,49","0,41","0,00"
2019-06-27,"4,903","4,54","0,66","5,49","0,41","0,00"
2019-06-28,"4,917","4,54","0,66","5,49","0,41","0,00"
2019-07-01,"4,973","4,54","0,66","5,49","0,41","0,00"
2019-07-02,"4,930","4,54","0,66","5,49","0,41","0,00"
2019-07-03,"5,027","4,54","0,66","5,49","0,41","0,00"
2019-07-04,"5,087","4,54","0,66","5,49","0,41","0,00"
2019-07-05,"5,078","4,54","0,66","5,49","0,41","0,00"
2019-07-08,"4,985","4,54","0,66","5,49","0,41","0,00"
2019-07-09,"4,951","4,54","0,66","5,49","0,41","0,00"
2019-07-10,"4,944","4,54","0,66","5,49","0,41","0,00"
2019-07-11,"4,930","4,54","0,66","5,49","0,41","0,00"
2019-07-12,"4,897","4,54","0,66","5,49","0,41","0,00"
2019-07-15,"4,926","4,54","0,66","5,49","0,41","0,00"
2019-07-16,"4,971","4,54","0,66","5,49","0,41","0,00"
2019-07-17,"4,905","4,54","0,66","5,49","0,41","0,00"
2019-07-18,"4,856","4,54","0,66","5,49","0,41","0,00"
2019-07-19,"4,780","4,54","0,66","5,49","0,41","0,00"
2019-07-22,"4,745","4,54","0,66","5,49","0,41","0,00"
2019-07-23,"4,880","4,54","0,66","5,49","0,41","0,00"
2019-07-24,"4,878","4,54","0,66","5,49","0,41","0,00"
2019-07-25,"4,894","4,54","0,66","5,49","0,41","0,00"
2019-07-26,"4,833","4,54","0,66","5,49","0,41","0,00"
2019-07-29,"4,802","4,54","0,66","5,49","0,41","0,00"
2019-07-30,"4,657","4,54","0,66","5,49","0,41","0,00"
2019-07-31,"4,599","4,54","0,66","5,49","0,41","0,00"
2019-08-01,"4,636","4,54","0,66","5,49","0,41","0,00"
2019-08-02,"4,522","4,54","0,66","5,49","0,41","0,00"
2019-08-05,"4,460","4,54","0,66","5,49","0,41","0,00"
2019-08-06,"4,414","4,54","0,66","5,49","0,41","0,00"
2019-08-07,"4,407","4,54","0,66","5,49","0,41","0,00"
2019-08-08,"4,518","4,54","0,66","5,49","0,41","0,00"
2019-08-09,"4,436","4,54","0,66","5,49","0,41","0,00"
2019-08-12,"4,276","4,54","0,66","5,49","0,41","0,00"
2019-08-13,"4,353","4,54","0,66","5,49","0,41","0,00"
2019-08-14,"4,244","4,54","0,66","5,49","0,41","0,00"
2019-08-15,"4,234","4,54","0,66","5,49","0,41","0,00"
2019-08-16,"4,365","4,54","0,66","5,49","0,41","0,00"
2019-08-19,"4,269","4,54","0,66","5,49","0,41","0,00"
2019-08-20,"4,207","4,54","0,66","5,49","0,41","0,00"
2019-08-21,"4,231","4,54","0,66","5,49","0,41","0,00"
2019-08-22,"4,325","4,54","0,66","5,49","0,41","0,00"
2019-08-23,"4,240","4,54","0,66","5,49","0,41","0,00"
2019-08-26,"4,276","4,54","0,66","5,49","0,41","0,00"
2019-08-27,"4,290","4,54","0,66","5,49","0,41","0,00"
2019-08-28,"4,274","4,54","0,66","5,49","0,41","0,00"
2019-08-29,"4,322","4,54","0,66","5,49","0,41","0,00"
2019-08-30,"4,309","4,54","0,66","5,49","0,41","0,00"
2019-09-02,"4,277","4,54","0,66","5,49","0,41","0,00"
2019-09-03,"4,286","4,54","0,66","5,49","0,41","0,00"
2019-09-04,"4,313","4,54","0,66","5,49","0,41","0,00"
2019-09-05,"4,496","4,54","0,66","5,49","0,41","0,00"
2019-09-06,"4,490","4,54","0,66","5,49","0,41","0,00"
2019-09-09,"4,602","4,54","0,66","5,49","0,41","0,00"
2019-09-10,"4,696","4,54","0,66","5,49","0,41","0,00"
2019-09-11,"4,676","4,54","0,66","5,49","0,41","0,00"
2019-09-12,"4,729","4,54","0,66","5,49","0,41","0,00"
2019-09-13,"4,865","4,54","0,66","5,49","0,41","0,00"
2019-09-16,"4,795","4,54","0,66","5,49","0,41","0,00"
2019-09-17,"4,697","4,54","0,66","5,49","0,41","0,00"
2019-09-18,"4,692","4,54","0,66","5,49","0,41","0,00"
2019-09-19,"4,785","4,54","0,66","5,49","0,41","0,00"
2019-09-20,"4,900","4,54","0,66","5,49","0,41","0,00"
2019-09-23,"4,686","4,54","0,66","5,49","0,41","0,00"
2019-09-24,"4,670","4,54","0,66","5,49","0,41","0,00"
2019-09-25,"4,676","4,54","0,66","5,49","0,41","0,00"
2019-09-26,"4,694","4,54","0,66","5,49","0,41","0,00"
2019-09-27,"4,747","4,54","0,66","5,49","0,41","0,00"
2019-09-30,"4,780","4,54","0,66","5,49","0,41","0,00"
2019-10-01,"4,700","4,54","0,66","5,49","0,41","0,00"
2019-10-02,"4,519","4,54","0,66","5,49","0,41","0,00"
2019-10-03,"4,519","4,54","0,66","5,49","0,41","0,00"
2019-10-04,"4,535","4,54","0,66","5,49","0,41","0,00"
2019-10-07,"4,587","4,54","0,66","5,49","0,41","0,00"
2019-10-08,"4,505","4,54","0,66","5,49","0,41","0,00"
2019-10-09,"4,506","4,54","0,66","5,49","0,41","0,00"
2019-10-10,"4,628","4,54","0,66","5,49","0,41","0,00"
2019-10-11,"4,716","4,54","0,66","5,49","0,41","0,00"
2019-10-14,"4,635","4,54","0,66","5,49","0,41","0,00"
2019-10-15,"4,749","4,54","0,66","5,49","0,41","0,00"
2019-10-16,"4,808","4,54","0,66","5,49","0,41","0,00"
2019-10-17,"4,727","4,54","0,66","5,49","0,41","0,00"
2019-10-18,"4,779","4,54","0,66","5,49","0,41","0,00"
2019-10-21,"4,892","4,54","0,66","5,49","0,41","0,00"
2019-10-22,"4,887","4,54","0,66","5,49","0,41","0,00"
2019-10-23,"4,908","4,54","0,66","5,49","0,41","0,00"
2019-10-24,"4,886","4,54","0,66","5,49","0,41","0,00"
2019-10-25,"4,885","4,54","0,66","5,49","0,41","0,00"
2019-10-28,"4,882","4,54","0,66","5,49","0,41","0,00"
2019-10-29,"4,856","4,54","0,66","5,49","0,41","0,00"
2019-10-30,"4,734","4,54","0,66","5,49","0,41","0,00"
2019-10-31,"4,723","4,54","0,66","5,49","0,41","0,00"
2019-11-01,"4,733","4,54","0,66","5,49","0,41","0,00"
2019-11-04,"4,878","4,54","0,66","5,49","0,41","0,00"
2019-11-05,"4,954","4,54","0,66","5,49","0,41","0,00"
2019-11-06,"4,904","4,54","0,66","5,49","0,41","0,00"
2019-11-07,"4,989","4,54","0,66","5,49","0,41","0,00"
2019-11-08,"4,958","4,54","0,66","5,49","0,41","0,00"
2019-11-11,"4,944","4,54","0,66","5,49","0,41","0,00"
2019-11-12,"4,917","4,54","0,66","5,49","0,41","0,00"
2019-11-13,"4,756","4,54","0,66","5,49","0,41","0,00"
2019-11-14,"4,740","4,54","0,66","5,49","0,41","0,00"
2019-11-15,"4,768","4,54","0,66","5,49","0,41","0,00"
2019-11-18,"4,736","4,54","0,66","5,49","0,41","0,00"
2019-11-19,"4,762","4,54","0,66","5,49","0,41","0,00"
2019-11-20,"4,726","4,54","0,66","5,49","0,41","0,00"
2019-11-21,"4,761","4,54","0,66","5,49","0,41","0,00"
2019-11-22,"4,798","4,54","0,66","5,49","0,41","0,00"
2019-11-25,"4,816","4,54","0,66","5,49","0,41","0,00"
2019-11-26,"4,792","4,54","0,66","5,49","0,41","0,00"
2019-11-27,"4,829","4,54","0,66","5,49","0,41","0,00"
2019-11-28,"4,807","4,54","0,66","5,49","0,41","0,00"
2019-11-29,"4,782","4,54","0,66","5,49","0,41","0,00"
2019-12-02,"4,694","4,54","0,66","5,49","0,41","0,00"
2019-12-03,"4,657","4,54","0,66","5,49","0,41","0,00"
2019-12-04,"4,729","4,54","0,66","5,49","0,41","0,00"
2019-12-05,"4,724","4,54","0,66","5,49","0,41","0,00"
2019-12-06,"4,783","4,54","0,66","5,49","0,41","0,00"
2019-12-09,"4,756","4,54","0,66","5,49","0,41","0,00"
2019-12-10,"4,760","4,54","0,66","5,49","0,41","0,00"
2019-12-11,"4,764","4,54","0,66","5,49","0,41","0,00"
2019-12-12,"4,921","4,54","0,66","5,49","0,41","0,00"
2019-12-13,"4,949","4,54","0,66","5,49","0,41","0,00"
2019-12-16,"5,065","4,54","0,66","5,49","0,41","0,00"
2019-12-17,"5,048","4,54","0,66","5,49","0,41","0,00"
2019-12-18,"5,095","4,54","0,66","5,49","0,41","0,00"
2019-12-19,"5,154","4,54","0,66","5,49","0,41","0,00"
2019-12-20,"5,142","4,54","0,66","5,49","0,41","0,00"
2019-12-23,"5,090","4,54","0,66","5,49","0,41","0,00"
2019-12-24,"5,061","4,54","0,66","5,49","0,41","0,00"
2019-12-27,"5,039","4,54","0,66","5,49","0,41","0,00"
2019-12-30,"5,005","4,54","0,66","5,49","0,41","0,00"
2019-12-31,"4,983","4,54","0,66","5,49","0,41","0,00"
2020-01-02,"5,110","11,10","0,27","8,64","0,43","0,00"
2020-01-03,"5,054","11,10","0,27","8,64","0,43","0,00"
2020-01-06,"5,032","11,10","0,27","8,64","0,43","0,00"
2020-01-07,"5,010","11,10","0,27","8,64","0,43","0,00"
2020-01-08,"5,058","11,10","0,27","8,64","0,43","0,00"
2020-01-09,"5,080","11,10","0,27","8,64","0,43","0,00"
2020-01-10,"4,997","11,10","0,27","8,64","0,43","0,00"
2020-01-13,"4,923","11,10","0,27","8,64","0,43","0,00"
2020-01-14,"4,859","11,10","0,27","8,64","0,43","0,00"
2020-01-15,"4,777","11,10","0,27","8,64","0,43","0,00"
2020-01-16,"4,787","11,10","0,27","8,64","0,43","0,00"
2020-01-17,"4,806","11,10","0,27","8,64","0,43","0,00"
2020-01-20,"4,764","11,10","0,27","8,64","0,43","0,00"
2020-01-21,"4,748","11,10","0,27","8,64","0,43","0,00"
2020-01-22,"4,698","11,10","0,27","8,64","0,43","0,00"
2020-01-23,"4,664","11,10","0,27","8,64","0,43","0,00"
2020-01-24,"4,607","11,10","0,27","8,64","0,43","0,00"
2020-01-27,"4,532","11,10","0,27","8,64","0,43","0,00"
2020-01-28,"4,601","11,10","0,27","8,64","0,43","0,00"
2020-01-29,"4,668","11,10","0,27","8,64","0,43","0,00"
2020-01-30,"4,708","11,10","0,27","8,64","0,43","0,00"
2020-01-31,"4,668","11,10","0,27","8,64","0,43","0,00"
2020-02-03,"4,665","11,10","0,27","8,64","0,43","0,00"
2020-02-04,"4,785","11,10","0,27","8,64","0,43","0,00"
2020-02-05,"4,927","11,10","0,27","8,64","0,43","0,00"
2020-02-06,"5,100","11,10","0,27","8,64","0,43","0,00"
2020-02-07,"5,227","11,10","0,27","8,64","0,43","0,00"
2020-02-10,"5,242","11,10","0,27","8,64","0,43","0,00"
2020-02-11,"5,233","11,10","0,27","8,64","0,43","0,00"
2020-02-12,"5,329","11,10","0,27","8,64","0,43","0,00"
2020-02-13,"5,298","11,10","0,27","8,64","0,43","0,00"
2020-02-14,"5,243","11,10","0,27","8,64","0,43","0,00"
2020-02-17,"5,228","11,10","0,27","8,64","0,43","0,00"
2020-02-18,"5,168","11,10","0,27","8,64","0,43","0,00"
2020-02-19,"5,174","11,10","0,27","8,64","0,43","0,00"
2020-02-20,"5,104","11,10","0,27","8,64","0,43","0,00"
2020-02-21,"5,110","11,10","0,27","8,64","0,43","0,00"
2020-02-24,"4,912","11,10","0,27","8,64","0,43","0,00"
2020-02-25,"4,754","11,10","0,27","8,64","0,43","0,00"
2020-02-26,"4,742","11,10","0,27","8,64","0,43","0,00"
2020-02-27,"4,547","11,10","0,27","8,64","0,43","0,00"
2020-02-28,"4,335","11,10","0,27","8,64","0,43","0,00"
2020-03-02,"4,286","11,10","0,27","8,64","0,43","0,00"
2020-03-03,"4,249","11,10","0,27","8,64","0,43","0,00"
2020-03-04,"4,327","11,10","0,27","8,64","0,43","0,00"
2020-03-05,"4,123","11,10","0,27","8,64","0,43","0,00"
2020-03-06,"4,032","11,10","0,27","8,64","0,43","0,00"
2020-03-09,"3,499","11,10","0,27","8,64","0,43","0,00"
2020-03-10,"3,451","11,10","0,27","8,64","0,43","0,00"
2020-03-11,"3,542","11,10","0,27","8,64","0,43","0,00"
2020-03-12,"3,008","11,10","0,27","8,64","0,43","0,00"
2020-03-13,"3,045","11,10","0,27","8,64","0,43","0,00"
2020-03-16,"2,638","11,10","0,27","8,64","0,43","0,00"
2020-03-17,"2,820","11,10","0,27","8,64","0,43","0,00"
2020-03-18,"2,708","11,10","0,27","8,64","0,43","0,00"
2020-03-19,"2,803","11,10","0,27","8,64","0,43","0,00"
2020-03-20,"2,886","11,10","0,27","8,64","0,43","0,00"
2020-03-23,"2,784","11,10","0,27","8,64","0,43","0,00"
2020-03-24,"3,091","11,10","0,27","8,64","0,43","0,00"
2020-03-25,"3,263","11,10","0,27","8,64","0,43","0,00"
2020-03-26,"3,280","11,10","0,27","8,64","0,43","0,00"
2020-03-27,"3,105","11,10","0,27","8,64","0,43","0,00"
2020-03-30,"2,920","11,10","0,27","8,64","0,43","0,00"
2020-03-31,"2,915","11,10","0,27","8,64","0,43","0,00"
2020-04-01,"2,727","11,10","0,27","8,64","0,43","0,00"
2020-04-02,"2,674","5,01","0,62","9,72","0,41",0.0
2020-04-03,"2,748","5,01","0,62","9,46","0,41",0.0
2020-04-06,"2,971","4,74","0,58","8,75","0,37",0.0
2020-04-07,"2,927","4,74","0,58","8,88","0,37",0.0
2020-04-08,"2,959","4,74","0,58","8,79","0,37",0.0
2020-04-09,"3,004","5,79","0,52","8,66","0,4",0.0
2020-04-14,"2,935","5,79","0,52","8,86","0,4",0.0
2020-04-15,"2,731","5,79","0,52","9,52","0,4",0.0
2020-04-16,"2,624","5,79","0,52","9,91","0,4",0.0
2020-04-17,"2,664","5,79","0,52","9,76","0,4",0.0
2020-04-20,"2,658","11,10","0,27","8,64","0,43","0,00"
2020-04-21,"2,479","6,83","0,39","10,49","0,36",0.0
2020-04-22,"2,585","6,83","0,39","10,06","0,36",0.0
2020-04-23,"2,704","6,83","0,39","9,62","0,36",0.0
2020-04-24,"2,593","6,83","0,39","10,03","0,36",0.0
2020-04-27,"2,686","7,8","0,33","9,68","0,35",0.0
2020-04-28,"2,927","7,8","0,33","8,88","0,35",0.0
2020-04-29,"3,162","7,8","0,33","8,22","0,35",0.0
2020-04-30,"2,987","7,8","0,33","8,70","0,35",0.0
2020-05-04,"2,800","8,98","0,33","9,29","0,4",0.0
2020-05-05,"2,800","8,98","0,33","9,29","0,4",0.0
2020-05-06,"2,719","8,98","0,33","9,56","0,4",0.0
2020-05-07,"2,693","8,98","0,33","9,65","0,4",0.0
2020-05-08,"2,727","11,10","0,27","8,64","0,43","0,00"
2020-05-11,"2,647","11,10","0,27","8,64","0,43","0,00"
