per,precio_div_cash_flow,precio_valor_contable,roe,dividendo_neto_por_accion,rentabilidad_por_dividendo,b_neto,ebitda,bpa
"17,02","7,24","1,54","9,08","0,43",,"3.726,00","11.239,83","0,59"
