fecha,ultimo,apertura,maximo,minimo,vol,variacion
2020-07-31,"10,955","10,980","11,100","10,915",,"0,27%"
2020-07-30,"10,925","11,060","11,105","10,810","18,91M","-1,53%"
2020-07-29,"11,095","11,100","11,140","11,040","10,16M","0,27%"
2020-07-28,"11,065","10,995","11,090","10,915","10,05M","0,59%"
2020-07-27,"11,000","11,000","11,115","10,895","11,38M","-0,41%"
2020-07-24,"11,045","10,905","11,090","10,800","12,43M","-0,36%"
2020-07-23,"11,085","11,100","11,185","10,995","15,47M","-0,23%"
2020-07-22,"11,110","11,160","11,245","11,060","10,24M","-1,42%"
2020-07-21,"11,270","11,310","11,515","11,260","13,88M","0,27%"
2020-07-20,"11,240","11,095","11,250","11,060","15,06M","1,40%"
2020-07-17,"11,085","11,050","11,150","11,030","11,45M","0,41%"
2020-07-16,"11,040","10,850","11,050","10,805","20,16M","0,36%"
2020-07-15,"11,000","10,850","11,000","10,745","15,30M","1,66%"
2020-07-14,"10,820","10,635","10,820","10,600","18,08M","0,19%"
2020-07-13,"10,800","10,785","10,840","10,685","8,76M","0,65%"
2020-07-10,"10,730","10,565","10,745","10,555","8,67M","1,23%"
2020-07-09,"10,600","10,695","10,760","10,560","19,44M","-1,12%"
2020-07-08,"10,720","10,570","10,775","10,515","12,18M","1,19%"
2020-07-07,"10,594","10,570","10,663","10,526","13,35M","0,14%"
2020-07-06,"10,580","10,643","10,702","10,511","9,07M","0,84%"
2020-07-03,"10,492","10,516","10,550","10,462","8,37M","0,09%"
2020-07-02,"10,482","10,174","10,496","10,174","13,88M","3,47%"
2020-07-01,"10,130","10,115","10,262","10,037","14,87M","0,39%"
