fecha,ultimo,apertura,maximo,minimo,vol,variacion
2020-05-29,"9,688","9,612","9,844","9,578","71,81M","0,73%"
2020-05-28,"9,618","9,590","9,660","9,502","17,42M","0,15%"
2020-05-27,"9,604","9,218","9,604","9,206","25,83M","3,80%"
2020-05-26,"9,252","9,300","9,314","9,172","13,69M","1,18%"
2020-05-25,"9,144","9,070","9,156","8,974","7,19M","1,17%"
2020-05-22,"9,038","8,820","9,068","8,774","13,37M","1,07%"
2020-05-21,"8,942","8,918","9,004","8,880","7,38M","-0,40%"
2020-05-20,"8,978","8,900","9,086","8,870","17,47M","0,76%"
2020-05-19,"8,910","9,056","9,072","8,818","19,81M","-0,60%"
2020-05-18,"8,964","8,610","8,984","8,550","18,86M","5,43%"
2020-05-15,"8,502","8,550","8,638","8,496","14,66M","-0,51%"
2020-05-14,"8,546","8,600","8,712","8,402","16,14M","-1,70%"
2020-05-13,"8,694","8,600","8,762","8,600","12,93M","-0,59%"
2020-05-12,"8,746","8,676","8,814","8,648","14,79M","1,13%"
2020-05-11,"8,648","8,814","8,854","8,626","12,35M","-1,73%"
2020-05-08,"8,800","8,854","8,904","8,772","18,51M","-0,43%"
2020-05-07,"8,838","8,962","8,964","8,812","13,93M","-0,63%"
2020-05-06,"8,894","8,884","9,034","8,858","28,06M","-0,78%"
2020-05-05,"8,964","8,970","9,028","8,812","31,09M","0,20%"
2020-05-04,"8,946","8,900","9,130","8,876","18,02M","-2,12%"
