fecha,ultimo,apertura,maximo,minimo,vol,variacion
2020-04-30,"9,140","9,374","9,398","9,086","16,04M","-2,23%"
2020-04-29,"9,348","8,910","9,396","8,906","16,59M","3,00%"
2020-04-28,"9,076","8,878","9,076","8,840","9,23M","1,89%"
2020-04-27,"8,908","8,890","8,910","8,772","7,51M","2,09%"
2020-04-24,"8,726","8,700","8,852","8,656","11,21M","-1,40%"
2020-04-23,"8,850","8,952","9,070","8,850","9,86M","-1,60%"
2020-04-22,"8,994","8,830","8,994","8,792","10,73M","2,86%"
2020-04-21,"8,744","8,900","8,984","8,744","10,81M","-2,69%"
2020-04-20,"8,986","9,000","9,026","8,836","8,41M","0,02%"
2020-04-17,"8,984","8,940","9,140","8,910","13,17M","1,03%"
2020-04-16,"8,892","9,032","9,072","8,872","8,88M","-0,09%"
2020-04-15,"8,900","9,010","9,104","8,812","27,55M","-2,03%"
2020-04-14,"9,084","9,220","9,220","8,960","17,00M","-0,26%"
2020-04-09,"9,108","8,928","9,158","8,780","11,18M","2,08%"
2020-04-08,"8,922","8,946","8,998","8,780","17,84M","-1,37%"
2020-04-07,"9,046","9,148","9,220","8,964","16,99M","-0,44%"
2020-04-06,"9,086","9,188","9,234","9,016","11,16M","0,40%"
2020-04-03,"9,050","8,888","9,058","8,792","39,81M","2,98%"
2020-04-02,"8,788","8,768","8,866","8,432","17,65M","0,21%"
2020-04-01,"8,770","8,754","8,912","8,688","22,07M","-2,38%"
