fecha,ultimo,apertura,maximo,minimo,vol,variacion
2020-04-30,"2,037","2,167","2,195","2,019","115,08M","-5,87%"
2020-04-29,"2,164","2,070","2,172","2,056","65,78M","4,87%"
2020-04-28,"2,064","1,945","2,107","1,941","76,53M","4,78%"
2020-04-27,"1,970","1,989","1,990","1,921","44,76M","3,46%"
2020-04-24,"1,904","1,935","1,974","1,904","53,20M","-4,66%"
2020-04-23,"1,997","1,943","2,017","1,928","95,17M","3,78%"
2020-04-22,"1,924","1,890","1,935","1,870","54,01M","2,88%"
2020-04-21,"1,870","1,900","1,910","1,865","56,51M","-4,13%"
2020-04-20,"1,951","1,994","1,994","1,887","76,46M","-0,43%"
2020-04-17,"1,959","2,060","2,060","1,952","81,73M","-0,47%"
2020-04-16,"1,969","2,040","2,062","1,951","71,58M","-1,62%"
2020-04-15,"2,001","2,121","2,123","2,001","125,24M","-5,66%"
2020-04-14,"2,121","2,217","2,220","2,105","78,50M","-2,03%"
2020-04-09,"2,165","2,263","2,264","2,165","92,43M","-2,24%"
2020-04-08,"2,214","2,184","2,236","2,165","53,61M","-1,49%"
2020-04-07,"2,248","2,290","2,359","2,185","74,97M","0,63%"
2020-04-06,"2,234","2,205","2,239","2,150","76,56M","6,53%"
2020-04-03,"2,097","2,110","2,130","2,070","71,74M","-2,53%"
2020-04-02,"2,151","2,180","2,221","2,100","68,90M","0,23%"
2020-04-01,"2,147","2,136","2,164","2,102","74,59M","-3,22%"
