fecha,ultimo,apertura,maximo,minimo,vol,variacion
2020-06-30,"2,174","2,192","2,209","2,128","52,38M","-1,47%"
2020-06-29,"2,207","2,131","2,221","2,106","49,77M","4,03%"
2020-06-26,"2,122","2,217","2,222","2,122","63,06M","-3,06%"
2020-06-25,"2,188","2,130","2,195","2,092","68,53M","2,51%"
2020-06-24,"2,135","2,218","2,264","2,135","44,83M","-4,45%"
2020-06-23,"2,234","2,159","2,272","2,138","82,74M","4,93%"
2020-06-22,"2,129","2,138","2,174","2,112","48,13M","-1,09%"
2020-06-19,"2,153","2,220","2,227","2,145","228,66M","-1,51%"
2020-06-18,"2,186","2,222","2,269","2,147","105,98M","-2,71%"
2020-06-17,"2,247","2,244","2,295","2,213","100,90M","-0,13%"
2020-06-16,"2,250","2,224","2,313","2,178","85,47M","4,63%"
2020-06-15,"2,151","2,102","2,177","2,100","87,92M","-2,82%"
2020-06-12,"2,213","2,172","2,288","2,162","100,22M","0,39%"
2020-06-11,"2,204","2,310","2,326","2,204","137,46M","-9,30%"
2020-06-10,"2,431","2,543","2,594","2,408","101,74M","-2,80%"
2020-06-09,"2,500","2,539","2,547","2,425","101,51M","-2,13%"
2020-06-08,"2,555","2,500","2,600","2,477","146,74M","1,11%"
2020-06-05,"2,527","2,330","2,530","2,328","165,19M","11,35%"
2020-06-04,"2,270","2,213","2,300","2,181","149,17M","1,66%"
2020-06-03,"2,233","2,197","2,247","2,174","99,95M","3,19%"
2020-06-02,"2,164","2,085","2,190","2,065","86,60M","4,39%"
