fecha,per,bpa,rentabilidad_por_dividendo,precio_div_cash_flow,precio_valor_contable,ebitda,b_neto
2020-07-01,"10,47","0,2","4,67",0,"0,36",0,"3.394,9"
2020-07-02,"10,47","0,2","4,38",0,"0,36",0,"3.394,9"
2020-07-07,"11,49","0,19","4,41",0,"0,38",0,3.385
2020-07-08,"11,49","0,19","4,51",0,"0,38",0,3.385
2020-07-09,"11,49","0,19","4,60",0,"0,38",0,3.385
2020-07-10,"11,49","0,19","4,50",0,"0,38",0,3.385
2020-07-14,"11,45","0,19","4,50",0,"0,38",0,3.385
2020-07-15,"11,45","0,19","4,41",0,"0,38",0,3.385
2020-07-20,"12,31","0,18","4,52",0,"0,37",0,"3.172,65"
2020-07-21,"12,31","0,18","4,55",0,"0,37",0,"3.172,65"
2020-07-22,"12,31","0,18","4,65",0,"0,37",0,"3.172,65"
2020-07-23,"12,31","0,18","4,72",0,"0,37",0,"3.172,65"
2020-07-27,"11,81","0,18","4,82",0,"0,36",0,"2.882,2"
2020-07-28,"11,81","0,18","4,76",0,"0,36",0,"2.882,2"
2020-07-29,"11,81","0,18","4,99",0,"0,36",0,"2.882,2"
2020-07-31,"11,81","0,18","5,53",0,"0,36",0,"2.882,2"
