fecha,per,bpa,rentabilidad_por_dividendo,precio_div_cash_flow,precio_valor_contable,ebitda,b_neto
2020-05-04,"8,35","0,24","5,10",0,"0,34",0,"3.637,09"
2020-05-05,"8,35","0,24","5,02",0,"0,34",0,"3.637,09"
2020-05-06,"8,35","0,24","5,16",0,"0,34",0,"3.637,09"
2020-05-07,"8,35","0,24","5,10",0,"0,34",0,"3.637,09"
2020-05-12,"8,19","0,24","5,12",0,"0,34",0,"3.399,45"
2020-05-13,"8,19","0,24","5,34",0,"0,34",0,"3.399,45"
2020-05-14,"8,19","0,24","5,34",0,"0,34",0,"3.399,45"
2020-05-15,"8,19","0,24","5,45",0,"0,34",0,"3.399,45"
2020-05-18,"8,19","0,24","5,18",0,"0,34",0,"3.399,45"
2020-05-19,"8,19","0,24","5,48",0,"0,34",0,"3.399,45"
2020-05-20,"8,19","0,24","5,31",0,"0,34",0,"3.399,45"
2020-05-21,"8,19","0,24","5,38",0,"0,34",0,"3.399,45"
2020-05-22,"8,19","0,24","5,27",0,"0,34",0,"3.399,45"
2020-05-26,"9,13","0,21","4,88",0,"0,32",0,"3.389,95"
2020-05-27,"9,13","0,21","4,65",0,"0,32",0,"3.389,95"
2020-05-28,"9,13","0,21","4,69",0,"0,32",0,"3.389,95"
2020-05-29,"9,13","0,21","4,91",0,"0,32",0,"3.389,95"
