fecha,ultimo,apertura,maximo,minimo,vol,variacion
2020-03-31,"2,218","2,240","2,282","2,197","84,04M","0,16%"
2020-03-30,"2,214","2,250","2,270","2,150","99,11M","-4,24%"
2020-03-27,"2,313","2,400","2,418","2,268","68,12M","-5,94%"
2020-03-26,"2,458","2,375","2,499","2,356","76,11M","-0,59%"
2020-03-25,"2,473","2,476","2,520","2,322","102,10M","4,39%"
2020-03-24,"2,369","2,210","2,369","2,182","90,21M","12,01%"
2020-03-23,"2,115","2,012","2,210","2,010","88,47M","0,28%"
2020-03-20,"2,109","2,120","2,160","2,009","142,86M","3,23%"
2020-03-19,"2,043","2,115","2,130","2,001","104,14M","0,15%"
2020-03-18,"2,040","2,131","2,180","2,000","126,86M","-6,21%"
2020-03-17,"2,175","2,220","2,220","1,958","148,56M","7,78%"
2020-03-16,"2,018","2,190","2,199","1,928","197,50M","-10,59%"
2020-03-13,"2,257","2,371","2,611","2,191","154,35M","-0,97%"
2020-03-12,"2,279","2,619","2,625","2,269","224,41M","-16,82%"
2020-03-11,"2,740","2,701","2,849","2,676","124,36M","3,32%"
2020-03-10,"2,652","2,747","2,894","2,621","134,40M","-1,04%"
2020-03-09,"2,680","2,900","2,901","2,635","199,00M","-11,99%"
2020-03-06,"3,045","3,053","3,087","2,982","123,94M","-2,62%"
2020-03-05,"3,127","3,325","3,325","3,097","113,38M","-5,13%"
2020-03-04,"3,296","3,260","3,313","3,191","78,46M","1,85%"
2020-03-03,"3,236","3,300","3,380","3,215","143,19M","-0,58%"
2020-03-02,"3,255","3,410","3,414","3,163","102,76M","-2,16%"
