per,precio_div_cash_flow,precio_valor_contable,roe,dividendo_neto_por_accion,rentabilidad_por_dividendo,b_neto,ebitda,bpa
"4,56","0,00","0,36","7,83","0,23","5,89","7.810,00","0,00","0,46"
