fecha,ultimo,apertura,maximo,minimo,vol,variacion
2020-04-30,"4,180","4,180","4,237","4,132","24,18M","0,00%"
2020-04-29,"4,180","4,050","4,180","4,042","11,49M","3,08%"
2020-04-28,"4,055","4,011","4,107","4,000","10,59M","0,72%"
2020-04-27,"4,026","4,076","4,079","4,011","7,92M","1,33%"
2020-04-24,"3,973","3,987","4,120","3,947","12,10M","-1,61%"
2020-04-23,"4,038","4,020","4,057","3,962","9,01M","0,65%"
2020-04-22,"4,012","3,960","4,060","3,937","16,08M","2,45%"
2020-04-21,"3,916","4,023","4,037","3,916","20,28M","-4,09%"
2020-04-20,"4,083","4,198","4,198","4,003","13,01M","-0,63%"
2020-04-17,"4,109","4,190","4,230","4,067","19,66M","0,29%"
2020-04-16,"4,097","4,190","4,200","4,060","14,32M","-0,92%"
2020-04-15,"4,135","4,311","4,338","4,105","15,89M","-4,33%"
2020-04-14,"4,322","4,478","4,478","4,251","30,89M","-0,05%"
2020-04-09,"4,324","4,412","4,420","4,232","14,65M","-1,01%"
2020-04-08,"4,368","4,320","4,387","4,245","9,53M","-0,64%"
2020-04-07,"4,396","4,449","4,510","4,320","19,01M","1,76%"
2020-04-06,"4,320","4,160","4,330","4,122","18,68M","6,80%"
2020-04-03,"4,045","4,055","4,078","3,980","21,19M","-0,59%"
2020-04-02,"4,069","4,050","4,094","3,872","19,96M","1,22%"
2020-04-01,"4,020","4,070","4,162","4,002","19,14M","-3,68%"
