fecha,per,bpa,rentabilidad_por_dividendo,precio_div_cash_flow,precio_valor_contable,ebitda,b_neto
2020-04-02,"7,06","0,59","9,83","1,65","1,14","16.684,86","3.139,62"
2020-04-03,"7,06","0,59","9,89","1,65","1,14","16.684,86","3.139,62"
2020-04-06,"6,91","0,59","9,26","1,62","1,11","16.345,3","3.139,62"
2020-04-07,"6,91","0,59","9,10","1,62","1,11","16.345,3","3.139,62"
2020-04-08,"6,91","0,59","9,16","1,62","1,11","16.345,3","3.139,62"
2020-04-09,"6,91","0,59","9,25","1,62","1,11","16.345,3","3.139,62"
2020-04-09,"7,39","0,59","9,25","1,73","1,19","16.345,3","3.139,62"
2020-04-14,"7,39","0,59","9,25","1,73","1,19","16.345,3","3.139,62"
2020-04-15,"7,39","0,59","9,67","1,73","1,19","16.345,3","3.139,62"
2020-04-16,"7,39","0,59","9,76","1,73","1,19","16.345,3","3.139,62"
2020-04-17,"7,39","0,59","9,73","1,73","1,19","16.345,3","3.139,62"
2020-04-21,"7,02","0,59","10,21","1,64","1,13","16.291,44","3.139,62"
2020-04-22,"7,02","0,59","9,97","1,64","1,13","16.291,44","3.139,62"
2020-04-23,"7,02","0,59","9,91","1,64","1,13","16.291,44","3.139,62"
2020-04-24,"7,02","0,59","10,07","1,64","1,13","16.291,44","3.139,62"
2020-04-27,"6,79","0,59","9,94","1,59","1,09","16.291,44","3.139,62"
2020-04-28,"6,79","0,59","9,86","1,59","1,09","16.291,44","3.139,62"
2020-04-29,"6,79","0,59","9,57","1,59","1,09","16.291,44","3.139,62"
2020-04-30,"6,79","0,59","9,57","1,59","1,09","16.291,44","3.139,62"
2020-04-30,"6,79","0,59","9,57","1,59","1,09","16.291,44","3.139,62"
