fecha,per,bpa,rentabilidad_por_dividendo,precio_div_cash_flow,precio_valor_contable,ebitda,b_neto
2020-08-03,"8,06","0,44","11,11","1,62","1,01","14.882,5",2.118
2020-08-04,"8,06","0,44","10,86","1,62","1,01","14.882,5",2.118
2020-08-06,"8,06","0,44","11,66","1,62","1,01","14.882,5",2.118
2020-08-10,"8,14","0,43","11,27","1,59","0,99",14.806,2.118
2020-08-11,"8,14","0,43","10,99","1,59","0,99",14.806,2.118
2020-08-12,"8,14","0,43","10,97","1,59","0,99",14.806,2.118
2020-08-19,"8,64","0,42","11,08","1,66","1,04",14.760,2.118
2020-08-24,"8,29","0,42","11,16","1,6","1,01",14.615,"2.103,14"
2020-08-25,"8,29","0,42","11,38","1,6","1,01",14.615,"2.103,14"
2020-08-26,"8,29","0,42","11,53","1,6","1,01",14.615,"2.103,14"
2020-08-27,"8,29","0,42","11,64","1,6","1,01",14.615,"2.103,14"
2020-08-28,"8,29","0,42","11,80","1,6","1,01",14.615,"2.103,14"
2020-08-31,"7,95","0,43","12,08","1,56","0,98",14.597,2.118
