fecha,TEF_ultimo,TEF_per,TEF_bpa,TEF_rentabilidad_por_dividendo,TEF_precio_valor_contable,TEF_ebitda
2017-11-13,"8,532","5,62","0,75","5,73","1,21","16.365,95"
2017-11-14,"8,475","5,62","0,75","5,73","1,21","16.365,95"
2017-11-15,"8,521","5,62","0,75","5,73","1,21","16.365,95"
2017-11-16,"8,567","5,62","0,75","5,73","1,21","16.365,95"
2017-11-17,"8,532","5,62","0,75","5,73","1,21","16.365,95"
2017-11-20,"8,577","5,62","0,75","5,73","1,21","16.365,95"
2017-11-21,"8,516","5,62","0,75","5,73","1,21","16.365,95"
2017-11-22,"8,497","5,62","0,75","5,73","1,21","16.365,95"
2017-11-23,"8,523","5,62","0,75","5,73","1,21","16.365,95"
2017-11-24,"8,537","5,62","0,75","5,73","1,21","16.365,95"
2017-11-27,"8,532","5,62","0,75","5,73","1,21","16.365,95"
2017-11-28,"8,441","5,62","0,75","5,73","1,21","16.365,95"
2017-11-29,"8,460","5,62","0,75","5,73","1,21","16.365,95"
2017-11-30,"8,405","5,62","0,75","5,73","1,21","16.365,95"
2017-12-01,"8,363","5,62","0,75","5,73","1,21","16.365,95"
2017-12-04,"8,373","5,62","0,75","5,73","1,21","16.365,95"
2017-12-05,"8,361","5,62","0,75","5,73","1,21","16.365,95"
2017-12-06,"8,357","5,62","0,75","5,73","1,21","16.365,95"
2017-12-07,"8,425","5,62","0,75","5,73","1,21","16.365,95"
2017-12-08,"8,425","5,62","0,75","5,73","1,21","16.365,95"
2017-12-11,"8,394","5,62","0,75","5,73","1,21","16.365,95"
2017-12-12,"8,394","5,62","0,75","5,73","1,21","16.365,95"
2017-12-13,"8,347","5,62","0,75","5,73","1,21","16.365,95"
2017-12-14,"8,239","5,62","0,75","5,73","1,21","16.365,95"
2017-12-15,"8,251","5,62","0,75","5,73","1,21","16.365,95"
2017-12-18,"8,361","5,62","0,75","5,73","1,21","16.365,95"
2017-12-19,"8,391","5,62","0,75","5,73","1,21","16.365,95"
2017-12-20,"8,324","5,62","0,75","5,73","1,21","16.365,95"
2017-12-21,"8,363","5,62","0,75","5,73","1,21","16.365,95"
2017-12-22,"8,255","5,62","0,75","5,73","1,21","16.365,95"
2017-12-27,"8,234","5,62","0,75","5,73","1,21","16.365,95"
2017-12-28,"8,195","5,62","0,75","5,73","1,21","16.365,95"
2017-12-29,"8,125","5,62","0,75","5,73","1,21","16.365,95"
2018-01-02,"8,191","5,20","0,81","5,98","1,21","15.571,00"
2018-01-03,"8,166","5,20","0,81","5,98","1,21","15.571,00"
2018-01-04,"8,295","5,20","0,81","5,98","1,21","15.571,00"
2018-01-05,"8,358","5,20","0,81","5,98","1,21","15.571,00"
2018-01-08,"8,370","5,20","0,81","5,98","1,21","15.571,00"
2018-01-09,"8,373","5,20","0,81","5,98","1,21","15.571,00"
2018-01-10,"8,274","5,20","0,81","5,98","1,21","15.571,00"
2018-01-11,"8,180","5,20","0,81","5,98","1,21","15.571,00"
2018-01-12,"8,199","5,20","0,81","5,98","1,21","15.571,00"
2018-01-15,"8,251","5,20","0,81","5,98","1,21","15.571,00"
2018-01-16,"8,316","5,20","0,81","5,98","1,21","15.571,00"
2018-01-17,"8,257","5,20","0,81","5,98","1,21","15.571,00"
2018-01-18,"8,215","5,20","0,81","5,98","1,21","15.571,00"
2018-01-19,"8,258","5,20","0,81","5,98","1,21","15.571,00"
2018-01-22,"8,417","5,20","0,81","5,98","1,21","15.571,00"
2018-01-23,"8,473","5,20","0,81","5,98","1,21","15.571,00"
2018-01-24,"8,423","5,20","0,81","5,98","1,21","15.571,00"
2018-01-25,"8,409","5,20","0,81","5,98","1,21","15.571,00"
2018-01-26,"8,503","5,20","0,81","5,98","1,21","15.571,00"
2018-01-29,"8,481","5,20","0,81","5,98","1,21","15.571,00"
2018-01-30,"8,344","5,20","0,81","5,98","1,21","15.571,00"
2018-01-31,"8,253","5,20","0,81","5,98","1,21","15.571,00"
2018-02-01,"8,197","5,20","0,81","5,98","1,21","15.571,00"
2018-02-02,"8,052","5,20","0,81","5,98","1,21","15.571,00"
2018-02-05,"7,895","5,20","0,81","5,98","1,21","15.571,00"
2018-02-06,"7,693","5,20","0,81","5,98","1,21","15.571,00"
2018-02-07,"7,885","5,20","0,81","5,98","1,21","15.571,00"
2018-02-08,"7,656","5,20","0,81","5,98","1,21","15.571,00"
2018-02-09,"7,522","5,20","0,81","5,98","1,21","15.571,00"
2018-02-12,"7,597","5,20","0,81","5,98","1,21","15.571,00"
2018-02-13,"7,487","5,20","0,81","5,98","1,21","15.571,00"
2018-02-14,"7,474","5,20","0,81","5,98","1,21","15.571,00"
2018-02-15,"7,489","5,20","0,81","5,98","1,21","15.571,00"
2018-02-16,"7,636","5,20","0,81","5,98","1,21","15.571,00"
2018-02-19,"7,610","5,20","0,81","5,98","1,21","15.571,00"
2018-02-20,"7,654","5,20","0,81","5,98","1,21","15.571,00"
2018-02-21,"7,640","5,20","0,81","5,98","1,21","15.571,00"
2018-02-22,"7,930","5,20","0,81","5,98","1,21","15.571,00"
2018-02-23,"8,021","5,20","0,81","5,98","1,21","15.571,00"
2018-02-26,"8,090","5,20","0,81","5,98","1,21","15.571,00"
2018-02-27,"8,020","5,20","0,81","5,98","1,21","15.571,00"
2018-02-28,"7,993","5,20","0,81","5,98","1,21","15.571,00"
2018-03-01,"7,947","5,20","0,81","5,98","1,21","15.571,00"
2018-03-02,"7,832","5,20","0,81","5,98","1,21","15.571,00"
2018-03-05,"7,929","5,20","0,81","5,98","1,21","15.571,00"
2018-03-06,"7,950","5,20","0,81","5,98","1,21","15.571,00"
2018-03-07,"7,902","5,20","0,81","5,98","1,21","15.571,00"
2018-03-08,"8,065","5,20","0,81","5,98","1,21","15.571,00"
2018-03-09,"8,170","5,20","0,81","5,98","1,21","15.571,00"
2018-03-12,"8,185","5,20","0,81","5,98","1,21","15.571,00"
2018-03-13,"8,040","5,20","0,81","5,98","1,21","15.571,00"
2018-03-14,"8,067","5,20","0,81","5,98","1,21","15.571,00"
2018-03-15,"8,054","5,20","0,81","5,98","1,21","15.571,00"
2018-03-16,"8,200","5,20","0,81","5,98","1,21","15.571,00"
2018-03-19,"8,120","5,20","0,81","5,98","1,21","15.571,00"
2018-03-20,"7,993","5,20","0,81","5,98","1,21","15.571,00"
2018-03-21,"7,930","5,20","0,81","5,98","1,21","15.571,00"
2018-03-22,"7,833","5,20","0,81","5,98","1,21","15.571,00"
2018-03-23,"7,787","5,20","0,81","5,98","1,21","15.571,00"
2018-03-26,"7,766","5,20","0,81","5,98","1,21","15.571,00"
2018-03-27,"7,893","5,20","0,81","5,98","1,21","15.571,00"
2018-03-28,"7,992","5,20","0,81","5,98","1,21","15.571,00"
2018-03-29,"8,028","5,20","0,81","5,98","1,21","15.571,00"
2018-04-03,"7,993","5,20","0,81","5,98","1,21","15.571,00"
2018-04-04,"7,938","5,20","0,81","5,98","1,21","15.571,00"
2018-04-05,"8,151","5,20","0,81","5,98","1,21","15.571,00"
2018-04-06,"8,140","5,20","0,81","5,98","1,21","15.571,00"
2018-04-09,"8,172","5,20","0,81","5,98","1,21","15.571,00"
2018-04-10,"8,196","5,20","0,81","5,98","1,21","15.571,00"
2018-04-11,"8,169","5,20","0,81","5,98","1,21","15.571,00"
2018-04-12,"8,190","5,20","0,81","5,98","1,21","15.571,00"
2018-04-13,"8,160","5,20","0,81","5,98","1,21","15.571,00"
2018-04-16,"8,153","5,20","0,81","5,98","1,21","15.571,00"
2018-04-17,"8,157","5,20","0,81","5,98","1,21","15.571,00"
2018-04-18,"8,164","5,20","0,81","5,98","1,21","15.571,00"
2018-04-19,"8,186","5,20","0,81","5,98","1,21","15.571,00"
2018-04-20,"8,249","5,20","0,81","5,98","1,21","15.571,00"
2018-04-23,"8,333","5,20","0,81","5,98","1,21","15.571,00"
2018-04-24,"8,304","5,20","0,81","5,98","1,21","15.571,00"
2018-04-25,"8,339","5,20","0,81","5,98","1,21","15.571,00"
2018-04-26,"8,405","5,20","0,81","5,98","1,21","15.571,00"
2018-04-27,"8,398","5,20","0,81","5,98","1,21","15.571,00"
2018-04-30,"8,433","5,20","0,81","5,98","1,21","15.571,00"
2018-05-02,"8,420","5,20","0,81","5,98","1,21","15.571,00"
2018-05-03,"8,367","5,20","0,81","5,98","1,21","15.571,00"
2018-05-04,"8,306","5,20","0,81","5,98","1,21","15.571,00"
2018-05-07,"8,283","5,20","0,81","5,98","1,21","15.571,00"
2018-05-08,"8,327","5,20","0,81","5,98","1,21","15.571,00"
2018-05-09,"8,336","5,20","0,81","5,98","1,21","15.571,00"
2018-05-10,"8,340","5,20","0,81","5,98","1,21","15.571,00"
2018-05-11,"8,348","5,20","0,81","5,98","1,21","15.571,00"
2018-05-14,"8,239","5,20","0,81","5,98","1,21","15.571,00"
2018-05-15,"8,052","5,20","0,81","5,98","1,21","15.571,00"
2018-05-16,"8,051","5,20","0,81","5,98","1,21","15.571,00"
2018-05-17,"8,067","5,20","0,81","5,98","1,21","15.571,00"
2018-05-18,"7,970","5,20","0,81","5,98","1,21","15.571,00"
2018-05-21,"7,893","5,20","0,81","5,98","1,21","15.571,00"
2018-05-22,"7,951","5,20","0,81","5,98","1,21","15.571,00"
2018-05-23,"7,894","5,20","0,81","5,98","1,21","15.571,00"
2018-05-24,"7,843","5,20","0,81","5,98","1,21","15.571,00"
2018-05-25,"7,777","5,20","0,81","5,98","1,21","15.571,00"
2018-05-28,"7,687","5,20","0,81","5,98","1,21","15.571,00"
2018-05-29,"7,612","5,20","0,81","5,98","1,21","15.571,00"
2018-05-30,"7,626","5,20","0,81","5,98","1,21","15.571,00"
2018-05-31,"7,547","5,20","0,81","5,98","1,21","15.571,00"
2018-06-01,"7,625","5,20","0,81","5,98","1,21","15.571,00"
2018-06-04,"7,730","5,20","0,81","5,98","1,21","15.571,00"
2018-06-05,"7,687","5,20","0,81","5,98","1,21","15.571,00"
2018-06-06,"7,748","5,20","0,81","5,98","1,21","15.571,00"
2018-06-07,"7,738","5,20","0,81","5,98","1,21","15.571,00"
2018-06-08,"7,582","5,20","0,81","5,98","1,21","15.571,00"
2018-06-11,"7,654","5,20","0,81","5,98","1,21","15.571,00"
2018-06-12,"7,681","5,20","0,81","5,98","1,21","15.571,00"
2018-06-13,"7,452","5,20","0,81","5,98","1,21","15.571,00"
2018-06-14,"7,549","5,20","0,81","5,98","1,21","15.571,00"
2018-06-15,"7,447","5,20","0,81","5,98","1,21","15.571,00"
2018-06-18,"7,400","5,20","0,81","5,98","1,21","15.571,00"
2018-06-19,"7,369","5,20","0,81","5,98","1,21","15.571,00"
2018-06-20,"7,432","5,20","0,81","5,98","1,21","15.571,00"
2018-06-21,"7,390","5,20","0,81","5,98","1,21","15.571,00"
2018-06-22,"7,456","5,20","0,81","5,98","1,21","15.571,00"
2018-06-25,"7,357","5,20","0,81","5,98","1,21","15.571,00"
2018-06-26,"7,351","5,20","0,81","5,98","1,21","15.571,00"
2018-06-27,"7,351","5,20","0,81","5,98","1,21","15.571,00"
2018-06-28,"7,286","5,20","0,81","5,98","1,21","15.571,00"
2018-06-29,"7,279","5,20","0,81","5,98","1,21","15.571,00"
2018-07-02,"7,247","5,20","0,81","5,98","1,21","15.571,00"
2018-07-03,"7,405","5,20","0,81","5,98","1,21","15.571,00"
2018-07-04,"7,588","5,20","0,81","5,98","1,21","15.571,00"
2018-07-05,"7,663","5,20","0,81","5,98","1,21","15.571,00"
2018-07-06,"7,710","5,20","0,81","5,98","1,21","15.571,00"
2018-07-09,"7,705","5,20","0,81","5,98","1,21","15.571,00"
2018-07-10,"7,669","5,20","0,81","5,98","1,21","15.571,00"
2018-07-11,"7,600","5,20","0,81","5,98","1,21","15.571,00"
2018-07-12,"7,582","5,20","0,81","5,98","1,21","15.571,00"
2018-07-13,"7,565","5,20","0,81","5,98","1,21","15.571,00"
2018-07-16,"7,518","5,20","0,81","5,98","1,21","15.571,00"
2018-07-17,"7,446","5,20","0,81","5,98","1,21","15.571,00"
2018-07-18,"7,462","5,20","0,81","5,98","1,21","15.571,00"
2018-07-19,"7,397","5,20","0,81","5,98","1,21","15.571,00"
2018-07-20,"7,404","5,20","0,81","5,98","1,21","15.571,00"
2018-07-23,"7,384","5,20","0,81","5,98","1,21","15.571,00"
2018-07-24,"7,388","5,20","0,81","5,98","1,21","15.571,00"
2018-07-25,"7,371","5,20","0,81","5,98","1,21","15.571,00"
2018-07-26,"7,629","5,20","0,81","5,98","1,21","15.571,00"
2018-07-27,"7,666","5,20","0,81","5,98","1,21","15.571,00"
2018-07-30,"7,710","5,20","0,81","5,98","1,21","15.571,00"
2018-07-31,"7,691","5,20","0,81","5,98","1,21","15.571,00"
2018-08-01,"7,661","5,20","0,81","5,98","1,21","15.571,00"
2018-08-02,"7,596","5,20","0,81","5,98","1,21","15.571,00"
2018-08-03,"7,622","5,20","0,81","5,98","1,21","15.571,00"
2018-08-06,"7,615","5,20","0,81","5,98","1,21","15.571,00"
2018-08-07,"7,656","5,20","0,81","5,98","1,21","15.571,00"
2018-08-08,"7,630","5,20","0,81","5,98","1,21","15.571,00"
2018-08-09,"7,594","5,20","0,81","5,98","1,21","15.571,00"
2018-08-10,"7,470","5,20","0,81","5,98","1,21","15.571,00"
2018-08-13,"7,453","5,20","0,81","5,98","1,21","15.571,00"
2018-08-14,"7,434","5,20","0,81","5,98","1,21","15.571,00"
2018-08-15,"7,372","5,20","0,81","5,98","1,21","15.571,00"
2018-08-16,"7,389","5,20","0,81","5,98","1,21","15.571,00"
2018-08-17,"7,313","5,20","0,81","5,98","1,21","15.571,00"
2018-08-20,"7,325","5,20","0,81","5,98","1,21","15.571,00"
2018-08-21,"7,341","5,20","0,81","5,98","1,21","15.571,00"
2018-08-22,"7,340","5,20","0,81","5,98","1,21","15.571,00"
2018-08-23,"7,333","5,20","0,81","5,98","1,21","15.571,00"
2018-08-24,"7,327","5,20","0,81","5,98","1,21","15.571,00"
2018-08-27,"7,341","5,20","0,81","5,98","1,21","15.571,00"
2018-08-28,"7,267","5,20","0,81","5,98","1,21","15.571,00"
2018-08-29,"7,260","5,20","0,81","5,98","1,21","15.571,00"
2018-08-30,"7,107","5,20","0,81","5,98","1,21","15.571,00"
2018-08-31,"6,987","5,20","0,81","5,98","1,21","15.571,00"
2018-09-03,"7,005","5,20","0,81","5,98","1,21","15.571,00"
2018-09-04,"6,926","5,20","0,81","5,98","1,21","15.571,00"
2018-09-05,"6,801","5,20","0,81","5,98","1,21","15.571,00"
2018-09-06,"6,742","5,20","0,81","5,98","1,21","15.571,00"
2018-09-07,"6,775","5,20","0,81","5,98","1,21","15.571,00"
2018-09-10,"6,806","5,20","0,81","5,98","1,21","15.571,00"
2018-09-11,"6,792","5,20","0,81","5,98","1,21","15.571,00"
2018-09-12,"6,682","5,20","0,81","5,98","1,21","15.571,00"
2018-09-13,"6,688","5,20","0,81","5,98","1,21","15.571,00"
2018-09-14,"6,682","5,20","0,81","5,98","1,21","15.571,00"
2018-09-17,"6,633","5,20","0,81","5,98","1,21","15.571,00"
2018-09-18,"6,707","5,20","0,81","5,98","1,21","15.571,00"
2018-09-19,"6,699","5,20","0,81","5,98","1,21","15.571,00"
2018-09-20,"6,859","5,20","0,81","5,98","1,21","15.571,00"
2018-09-21,"6,851","5,20","0,81","5,98","1,21","15.571,00"
2018-09-24,"6,830","5,20","0,81","5,98","1,21","15.571,00"
2018-09-25,"6,780","5,20","0,81","5,98","1,21","15.571,00"
2018-09-26,"6,888","5,20","0,81","5,98","1,21","15.571,00"
2018-09-27,"6,953","5,20","0,81","5,98","1,21","15.571,00"
2018-09-28,"6,818","5,20","0,81","5,98","1,21","15.571,00"
2018-10-01,"6,828","5,20","0,81","5,98","1,21","15.571,00"
2018-10-02,"6,753","5,20","0,81","5,98","1,21","15.571,00"
2018-10-03,"6,917","5,20","0,81","5,98","1,21","15.571,00"
2018-10-04,"6,960","5,20","0,81","5,98","1,21","15.571,00"
2018-10-05,"6,920","5,20","0,81","5,98","1,21","15.571,00"
2018-10-08,"6,978","5,20","0,81","5,98","1,21","15.571,00"
2018-10-09,"7,008","5,20","0,81","5,98","1,21","15.571,00"
2018-10-10,"7,085","5,20","0,81","5,98","1,21","15.571,00"
2018-10-11,"7,013","5,20","0,81","5,98","1,21","15.571,00"
2018-10-12,"6,950","5,20","0,81","5,98","1,21","15.571,00"
2018-10-15,"7,042","5,20","0,81","5,98","1,21","15.571,00"
2018-10-16,"7,029","5,20","0,81","5,98","1,21","15.571,00"
2018-10-17,"6,950","5,20","0,81","5,98","1,21","15.571,00"
2018-10-18,"6,875","5,20","0,81","5,98","1,21","15.571,00"
2018-10-19,"6,972","5,20","0,81","5,98","1,21","15.571,00"
2018-10-22,"6,940","5,20","0,81","5,98","1,21","15.571,00"
2018-10-23,"6,883","5,20","0,81","5,98","1,21","15.571,00"
2018-10-24,"6,863","5,20","0,81","5,98","1,21","15.571,00"
2018-10-25,"6,931","5,20","0,81","5,98","1,21","15.571,00"
2018-10-26,"6,848","5,20","0,81","5,98","1,21","15.571,00"
2018-10-29,"7,022","5,20","0,81","5,98","1,21","15.571,00"
2018-10-30,"7,041","5,20","0,81","5,98","1,21","15.571,00"
2018-10-31,"7,238","5,20","0,81","5,98","1,21","15.571,00"
2018-11-01,"7,347","5,20","0,81","5,98","1,21","15.571,00"
2018-11-02,"7,354","5,20","0,81","5,98","1,21","15.571,00"
2018-11-05,"7,427","5,20","0,81","5,98","1,21","15.571,00"
2018-11-06,"7,338","5,20","0,81","5,98","1,21","15.571,00"
2018-11-07,"7,442","5,20","0,81","5,98","1,21","15.571,00"
2018-11-08,"7,512","5,20","0,81","5,98","1,21","15.571,00"
2018-11-09,"7,469","5,20","0,81","5,98","1,21","15.571,00"
2018-11-12,"7,429","5,20","0,81","5,98","1,21","15.571,00"
2018-11-13,"7,514","5,20","0,81","5,98","1,21","15.571,00"
2018-11-14,"7,495","5,20","0,81","5,98","1,21","15.571,00"
2018-11-15,"7,500","5,20","0,81","5,98","1,21","15.571,00"
2018-11-16,"7,497","5,20","0,81","5,98","1,21","15.571,00"
2018-11-19,"7,467","5,20","0,81","5,98","1,21","15.571,00"
2018-11-20,"7,327","5,20","0,81","5,98","1,21","15.571,00"
2018-11-21,"7,404","5,20","0,81","5,98","1,21","15.571,00"
2018-11-22,"7,291","5,20","0,81","5,98","1,21","15.571,00"
2018-11-23,"7,334","5,20","0,81","5,98","1,21","15.571,00"
2018-11-26,"7,655","5,20","0,81","5,98","1,21","15.571,00"
2018-11-27,"7,698","5,20","0,81","5,98","1,21","15.571,00"
2018-11-28,"7,778","5,20","0,81","5,98","1,21","15.571,00"
2018-11-29,"7,804","5,20","0,81","5,98","1,21","15.571,00"
2018-11-30,"7,928","5,20","0,81","5,98","1,21","15.571,00"
2018-12-03,"7,959","5,20","0,81","5,98","1,21","15.571,00"
2018-12-04,"7,886","5,20","0,81","5,98","1,21","15.571,00"
2018-12-05,"7,857","5,20","0,81","5,98","1,21","15.571,00"
2018-12-06,"7,603","5,20","0,81","5,98","1,21","15.571,00"
2018-12-07,"7,680","5,20","0,81","5,98","1,21","15.571,00"
2018-12-10,"7,567","5,20","0,81","5,98","1,21","15.571,00"
2018-12-11,"7,624","5,20","0,81","5,98","1,21","15.571,00"
2018-12-12,"7,743","5,20","0,81","5,98","1,21","15.571,00"
2018-12-13,"7,830","5,20","0,81","5,98","1,21","15.571,00"
2018-12-14,"7,791","5,20","0,81","5,98","1,21","15.571,00"
2018-12-17,"7,827","5,20","0,81","5,98","1,21","15.571,00"
2018-12-18,"7,472","5,20","0,81","5,98","1,21","15.571,00"
2018-12-19,"7,600","5,20","0,81","5,98","1,21","15.571,00"
2018-12-20,"7,503","5,20","0,81","5,98","1,21","15.571,00"
2018-12-21,"7,491","5,20","0,81","5,98","1,21","15.571,00"
2018-12-24,"7,385","5,20","0,81","5,98","1,21","15.571,00"
2018-12-27,"7,310","5,20","0,81","5,98","1,21","15.571,00"
2018-12-28,"7,378","5,20","0,81","5,98","1,21","15.571,00"
2018-12-31,"7,339","5,20","0,81","5,98","1,21","15.571,00"
2019-01-02,"7,406","6,48","0,65","6,60","1,26","15.119,00"
2019-01-03,"7,529","6,48","0,65","6,60","1,26","15.119,00"
2019-01-04,"7,627","6,48","0,65","6,60","1,26","15.119,00"
2019-01-07,"7,696","6,48","0,65","6,60","1,26","15.119,00"
2019-01-08,"7,684","6,48","0,65","6,60","1,26","15.119,00"
2019-01-09,"7,527","6,48","0,65","6,60","1,26","15.119,00"
2019-01-10,"7,661","6,48","0,65","6,60","1,26","15.119,00"
2019-01-11,"7,670","6,48","0,65","6,60","1,26","15.119,00"
2019-01-14,"7,625","6,48","0,65","6,60","1,26","15.119,00"
2019-01-15,"7,593","6,48","0,65","6,60","1,26","15.119,00"
2019-01-16,"7,618","6,48","0,65","6,60","1,26","15.119,00"
2019-01-17,"7,567","6,48","0,65","6,60","1,26","15.119,00"
2019-01-18,"7,687","6,48","0,65","6,60","1,26","15.119,00"
2019-01-21,"7,704","6,48","0,65","6,60","1,26","15.119,00"
2019-01-22,"7,689","6,48","0,65","6,60","1,26","15.119,00"
2019-01-23,"7,728","6,48","0,65","6,60","1,26","15.119,00"
2019-01-24,"7,732","6,48","0,65","6,60","1,26","15.119,00"
2019-01-25,"7,714","6,48","0,65","6,60","1,26","15.119,00"
2019-01-28,"7,682","6,48","0,65","6,60","1,26","15.119,00"
2019-01-29,"7,630","6,48","0,65","6,60","1,26","15.119,00"
2019-01-30,"7,582","6,48","0,65","6,60","1,26","15.119,00"
2019-01-31,"7,495","6,48","0,65","6,60","1,26","15.119,00"
2019-02-01,"7,526","6,48","0,65","6,60","1,26","15.119,00"
2019-02-04,"7,460","6,48","0,65","6,60","1,26","15.119,00"
2019-02-05,"7,609","6,48","0,65","6,60","1,26","15.119,00"
2019-02-06,"7,614","6,48","0,65","6,60","1,26","15.119,00"
2019-02-07,"7,438","6,48","0,65","6,60","1,26","15.119,00"
2019-02-08,"7,307","6,48","0,65","6,60","1,26","15.119,00"
2019-02-11,"7,349","6,48","0,65","6,60","1,26","15.119,00"
2019-02-12,"7,352","6,48","0,65","6,60","1,26","15.119,00"
2019-02-13,"7,366","6,48","0,65","6,60","1,26","15.119,00"
2019-02-14,"7,315","6,48","0,65","6,60","1,26","15.119,00"
2019-02-15,"7,500","6,48","0,65","6,60","1,26","15.119,00"
2019-02-18,"7,562","6,48","0,65","6,60","1,26","15.119,00"
2019-02-19,"7,600","6,48","0,65","6,60","1,26","15.119,00"
2019-02-20,"7,680","6,48","0,65","6,60","1,26","15.119,00"
2019-02-21,"7,773","6,48","0,65","6,60","1,26","15.119,00"
2019-02-22,"7,768","6,48","0,65","6,60","1,26","15.119,00"
2019-02-25,"7,705","6,48","0,65","6,60","1,26","15.119,00"
2019-02-26,"7,600","6,48","0,65","6,60","1,26","15.119,00"
2019-02-27,"7,538","6,48","0,65","6,60","1,26","15.119,00"
2019-02-28,"7,589","6,48","0,65","6,60","1,26","15.119,00"
2019-03-01,"7,479","6,48","0,65","6,60","1,26","15.119,00"
2019-03-04,"7,424","6,48","0,65","6,60","1,26","15.119,00"
2019-03-05,"7,490","6,48","0,65","6,60","1,26","15.119,00"
2019-03-06,"7,527","6,48","0,65","6,60","1,26","15.119,00"
2019-03-07,"7,556","6,48","0,65","6,60","1,26","15.119,00"
2019-03-08,"7,576","6,48","0,65","6,60","1,26","15.119,00"
2019-03-11,"7,636","6,48","0,65","6,60","1,26","15.119,00"
2019-03-12,"7,570","6,48","0,65","6,60","1,26","15.119,00"
2019-03-13,"7,594","6,48","0,65","6,60","1,26","15.119,00"
2019-03-14,"7,609","6,48","0,65","6,60","1,26","15.119,00"
2019-03-15,"7,811","6,48","0,65","6,60","1,26","15.119,00"
2019-03-18,"7,825","6,48","0,65","6,60","1,26","15.119,00"
2019-03-19,"7,833","6,48","0,65","6,60","1,26","15.119,00"
2019-03-20,"7,723","6,48","0,65","6,60","1,26","15.119,00"
2019-03-21,"7,737","6,48","0,65","6,60","1,26","15.119,00"
2019-03-22,"7,600","6,48","0,65","6,60","1,26","15.119,00"
2019-03-25,"7,544","6,48","0,65","6,60","1,26","15.119,00"
2019-03-26,"7,574","6,48","0,65","6,60","1,26","15.119,00"
2019-03-27,"7,590","6,48","0,65","6,60","1,26","15.119,00"
2019-03-28,"7,392","6,48","0,65","6,60","1,26","15.119,00"
2019-03-29,"7,469","6,48","0,65","6,60","1,26","15.119,00"
2019-04-01,"7,511","6,48","0,65","6,60","1,26","15.119,00"
2019-04-02,"7,485","6,48","0,65","6,60","1,26","15.119,00"
2019-04-03,"7,553","6,48","0,65","6,60","1,26","15.119,00"
2019-04-04,"7,620","6,48","0,65","6,60","1,26","15.119,00"
2019-04-05,"7,508","6,48","0,65","6,60","1,26","15.119,00"
2019-04-08,"7,420","6,48","0,65","6,60","1,26","15.119,00"
2019-04-09,"7,388","6,48","0,65","6,60","1,26","15.119,00"
2019-04-10,"7,394","6,48","0,65","6,60","1,26","15.119,00"
2019-04-11,"7,436","6,48","0,65","6,60","1,26","15.119,00"
2019-04-12,"7,432","6,48","0,65","6,60","1,26","15.119,00"
2019-04-15,"7,467","6,48","0,65","6,60","1,26","15.119,00"
2019-04-16,"7,404","6,48","0,65","6,60","1,26","15.119,00"
2019-04-17,"7,500","6,48","0,65","6,60","1,26","15.119,00"
2019-04-18,"7,508","6,48","0,65","6,60","1,26","15.119,00"
2019-04-23,"7,432","6,48","0,65","6,60","1,26","15.119,00"
2019-04-24,"7,343","6,48","0,65","6,60","1,26","15.119,00"
2019-04-25,"7,384","6,48","0,65","6,60","1,26","15.119,00"
2019-04-26,"7,463","6,48","0,65","6,60","1,26","15.119,00"
2019-04-29,"7,510","6,48","0,65","6,60","1,26","15.119,00"
2019-04-30,"7,432","6,48","0,65","6,60","1,26","15.119,00"
2019-05-02,"7,321","6,48","0,65","6,60","1,26","15.119,00"
2019-05-03,"7,293","6,48","0,65","6,60","1,26","15.119,00"
2019-05-06,"7,288","6,48","0,65","6,60","1,26","15.119,00"
2019-05-07,"7,221","6,48","0,65","6,60","1,26","15.119,00"
2019-05-08,"7,180","6,48","0,65","6,60","1,26","15.119,00"
2019-05-09,"7,119","6,48","0,65","6,60","1,26","15.119,00"
2019-05-10,"7,107","6,48","0,65","6,60","1,26","15.119,00"
2019-05-13,"7,024","6,48","0,65","6,60","1,26","15.119,00"
2019-05-14,"7,111","6,48","0,65","6,60","1,26","15.119,00"
2019-05-15,"7,150","6,48","0,65","6,60","1,26","15.119,00"
2019-05-16,"7,217","6,48","0,65","6,60","1,26","15.119,00"
2019-05-17,"7,176","6,48","0,65","6,60","1,26","15.119,00"
2019-05-20,"7,177","6,48","0,65","6,60","1,26","15.119,00"
2019-05-21,"7,202","6,48","0,65","6,60","1,26","15.119,00"
2019-05-22,"7,228","6,48","0,65","6,60","1,26","15.119,00"
2019-05-23,"7,184","6,48","0,65","6,60","1,26","15.119,00"
2019-05-24,"7,204","6,48","0,65","6,60","1,26","15.119,00"
2019-05-27,"7,243","6,48","0,65","6,60","1,26","15.119,00"
2019-05-28,"7,252","6,48","0,65","6,60","1,26","15.119,00"
2019-05-29,"7,190","6,48","0,65","6,60","1,26","15.119,00"
2019-05-30,"7,216","6,48","0,65","6,60","1,26","15.119,00"
2019-05-31,"7,178","6,48","0,65","6,60","1,26","15.119,00"
2019-06-03,"7,195","6,48","0,65","6,60","1,26","15.119,00"
2019-06-04,"7,317","6,48","0,65","6,60","1,26","15.119,00"
2019-06-05,"7,394","6,48","0,65","6,60","1,26","15.119,00"
2019-06-06,"7,398","6,48","0,65","6,60","1,26","15.119,00"
2019-06-07,"7,470","6,48","0,65","6,60","1,26","15.119,00"
