fecha,per,bpa,rentabilidad_por_dividendo,precio_div_cash_flow,precio_valor_contable,ebitda,b_neto
2020-07-01,"8,48","0,5","4,73","1,82","1,16","15.160,37","2.538,88"
2020-07-02,"8,48","0,5","4,68","1,82","1,16","15.160,37","2.538,88"
2020-07-07,"8,65","0,48","9,82","1,8","1,19",15.155,"2.442,94"
2020-07-08,"8,65","0,48","10,00","1,8","1,19",15.155,"2.442,94"
2020-07-09,"8,65","0,48","10,13","1,8","1,19",15.155,"2.442,94"
2020-07-10,"8,65","0,48","10,00","1,8","1,19",15.155,"2.442,94"
2020-07-14,"8,33","0,48","9,60","1,73","1,14",15.070,"2.442,94"
2020-07-15,"8,33","0,48","9,72","1,73","1,14",15.070,"2.442,94"
2020-07-20,"8,61","0,48","9,62","1,86","1,18",15.027,"2.232,5"
2020-07-21,"8,61","0,48","9,74","1,86","1,18",15.027,"2.232,5"
2020-07-22,"8,61","0,48","9,90","1,86","1,18",15.027,"2.232,5"
2020-07-23,"8,61","0,48","10,06","1,86","1,18",15.027,"2.232,5"
2020-07-27,"8,4","0,46","10,71","1,74","1,1","14.991,01","2.198,23"
2020-07-28,"8,4","0,46","10,57","1,74","1,1","14.991,01","2.198,23"
2020-07-29,"8,4","0,46","10,46","1,74","1,1","14.991,01","2.198,23"
2020-07-31,"8,4","0,46","11,27","1,74","1,1","14.991,01","2.198,23"
