fecha,ultimo,apertura,maximo,minimo,vol,variacion
2020-08-31,"3,311","3,413","3,419","3,301","19,54M","-2,33%"
2020-08-28,"3,390","3,443","3,470","3,383","12,44M","-1,31%"
2020-08-27,"3,435","3,451","3,465","3,333","22,67M","-0,95%"
2020-08-26,"3,468","3,502","3,549","3,445","10,42M","-1,34%"
2020-08-25,"3,515","3,590","3,660","3,515","19,12M","-1,95%"
2020-08-24,"3,585","3,509","3,588","3,485","9,72M","2,96%"
2020-08-21,"3,482","3,514","3,538","3,473","30,90M","-0,85%"
2020-08-20,"3,512","3,570","3,570","3,481","13,67M","-2,71%"
2020-08-19,"3,610","3,532","3,610","3,510","14,16M","2,41%"
2020-08-18,"3,525","3,557","3,613","3,514","12,29M","-1,54%"
2020-08-17,"3,580","3,611","3,634","3,559","14,14M","-1,40%"
2020-08-14,"3,631","3,642","3,655","3,554","12,53M","-0,68%"
2020-08-13,"3,656","3,631","3,715","3,624","23,17M","0,30%"
2020-08-12,"3,645","3,641","3,730","3,635","13,52M","0,11%"
2020-08-11,"3,641","3,600","3,700","3,596","20,58M","2,62%"
2020-08-10,"3,548","3,516","3,548","3,449","14,33M","2,22%"
2020-08-07,"3,471","3,450","3,482","3,404","15,47M","1,17%"
2020-08-06,"3,431","3,570","3,570","3,426","25,75M","-3,92%"
2020-08-05,"3,571","3,720","3,758","3,558","16,00M","-3,04%"
2020-08-04,"3,683","3,600","3,707","3,595","15,08M","2,31%"
2020-08-03,"3,600","3,550","3,609","3,496","22,04M","1,47%"
