fecha,REP_ultimo,REP_per,REP_bpa,REP_rentabilidad_por_dividendo,REP_precio_valor_contable,REP_ebitda
2015-10-02,"10,036",,,,,
2015-10-05,"10,727",,,,,
2015-10-06,"11,009",,,,,
2015-10-07,"11,245",,,,,
2015-10-08,"11,213",,,,,
2015-10-09,"11,477",,,,,
2015-10-12,"11,241",,,,,
2015-10-13,"10,963",,,,,
2015-10-14,"11,054",,,,,
2015-10-15,"10,582",,,,,
2015-10-16,"10,745",,,,,
2015-10-19,"10,386",,,,,
2015-10-20,"10,227",,,,,
2015-10-21,"10,273",,,,,
2015-10-22,"10,582",,,,,
2015-10-23,"10,523",,,,,
2015-10-26,"10,482",,,,,
2015-10-27,"10,073",,,,,
2015-10-28,"10,523",,,,,
2015-10-29,"10,436",,,,,
2015-10-30,"10,432",,,,,
2015-11-02,"10,518",,,,,
2015-11-03,"11,291",,,,,
2015-11-04,"11,414",,,,,
2015-11-05,"11,173",,,,,
2015-11-06,"11,177",,,,,
2015-11-09,"11,068",,,,,
2015-11-10,"11,104",,,,,
2015-11-11,"11,009",,,,,
2015-11-12,"10,209",,,,,
2015-11-13,"10,136",,,,,
2015-11-16,"10,309",,,,,
2015-11-17,"10,827",,,,,
2015-11-18,"11,014",,,,,
2015-11-19,"11,141",,,,,
2015-11-20,"10,705",,,,,
2015-11-23,"10,736",,,,,
2015-11-24,"11,004",,,,,
2015-11-25,"10,941",,,,,
2015-11-26,"11,143",,,,,
2015-11-27,"11,022",,,,,
2015-11-30,"11,035",,,,,
2015-12-01,"10,973",,,,,
2015-12-02,"10,749",,,,,
2015-12-03,"10,436",,,,,
2015-12-04,"10,298",,,,,
2015-12-07,"9,726",,,,,
2015-12-08,"9,534",,,,,
2015-12-09,"9,761",,,,,
2015-12-10,"9,824",,,,,
2015-12-11,"9,529",,,,,
2015-12-14,"9,158",,,,,
2015-12-15,"9,480",,,,,
2015-12-16,"9,565",,,,,
2015-12-17,"9,614",,,,,
2015-12-18,"9,578",,,,,
2015-12-21,"9,163",,,,,
2015-12-22,"9,268",,,,,
2015-12-23,"9,885",,,,,
2015-12-24,"10,069",,,,,
2015-12-28,"9,655",,,,,
2015-12-29,"9,645",,,,,
2015-12-30,"9,480",,,,,
2015-12-31,"9,314",,,,,
2016-01-04,"9,259",,,,,
2016-01-05,"9,177",,,,,
2016-01-06,"8,915",,,,,
2016-01-07,"8,561",,,,,
2016-01-08,"8,218",,,,,
2016-01-11,"8,040",,,,,
2016-01-12,"7,925",,,,,
2016-01-13,"8,124",,,,,
2016-01-14,"8,344",,,,,
2016-01-15,"7,944",,,,,
2016-01-18,"7,764",,,,,
2016-01-19,"7,823",,,,,
2016-01-20,"7,384",,,,,
2016-01-21,"7,694",,,,,
2016-01-22,"8,225",,,,,
2016-01-25,"7,964",,,,,
2016-01-26,"8,306",,,,,
2016-01-27,"8,125",,,,,
2016-01-28,"8,556",,,,,
2016-01-29,"8,736",,,,,
2016-02-01,"8,473",,,,,
2016-02-02,"7,982",,,,,
2016-02-03,"7,939",,,,,
2016-02-04,"8,474",,,,,
2016-02-05,"8,755",,,,,
2016-02-08,"8,236",,,,,
2016-02-09,"7,945",,,,,
2016-02-10,"8,014",,,,,
2016-02-11,"7,579",,,,,
2016-02-12,"8,088",,,,,
2016-02-15,"8,254",,,,,
2016-02-16,"8,072",,,,,
2016-02-17,"8,513",,,,,
2016-02-18,"8,341",,,,,
2016-02-19,"8,144",,,,,
2016-02-22,"8,504",,,,,
2016-02-23,"8,223",,,,,
2016-02-24,"7,897",,,,,
2016-02-25,"8,113",,,,,
2016-02-26,"8,721",,,,,
2016-02-29,"8,765",,,,,
2016-03-01,"9,118",,,,,
2016-03-02,"9,392",,,,,
2016-03-03,"9,714",,,,,
2016-03-04,"9,793",,,,,
2016-03-07,"10,055",,,,,
2016-03-08,"9,765",,,,,
2016-03-09,"9,756",,,,,
2016-03-10,"9,411",,,,,
2016-03-11,"9,714",,,,,
2016-03-14,"9,756",,,,,
2016-03-15,"9,535",,,,,
2016-03-16,"9,599",,,,,
2016-03-17,"9,838",,,,,
2016-03-18,"9,700",,,,,
2016-03-21,"9,622",,,,,
2016-03-22,"9,581",,,,,
2016-03-23,"9,323",,,,,
2016-03-24,"9,155",,,,,
2016-03-29,"9,084",,,,,
2016-03-30,"9,268",,,,,
2016-03-31,"9,130",,,,,
2016-04-01,"8,853",,,,,
2016-04-04,"8,819",,,,,
2016-04-05,"8,579",,,,,
2016-04-06,"8,578",,,,,
2016-04-07,"8,477",,,,,
2016-04-08,"8,718",,,,,
2016-04-11,"8,841",,,,,
2016-04-12,"9,131",,,,,
2016-04-13,"9,723",,,,,
2016-04-14,"9,737",,,,,
2016-04-15,"9,664",,,,,
2016-04-18,"9,710",,,,,
2016-04-19,"10,046",,,,,
2016-04-20,"10,326",,,,,
2016-04-21,"10,446",,,,,
2016-04-22,"10,428",,,,,
2016-04-25,"10,207",,,,,
2016-04-26,"10,487",,,,,
2016-04-27,"10,731",,,,,
2016-04-28,"10,823",,,,,
2016-04-29,"10,533",,,,,
2016-05-02,"10,446",,,,,
2016-05-03,"9,977",,,,,
2016-05-04,"9,940",,,,,
2016-05-05,"10,405",,,,,
2016-05-06,"10,506",,,,,
2016-05-09,"10,193",,,,,
2016-05-10,"10,386",,,,,
2016-05-11,"10,349",,,,,
2016-05-12,"10,501",,,,,
2016-05-13,"10,602",,,,,
2016-05-16,"10,694",,,,,
2016-05-17,"10,694",,,,,
2016-05-18,"10,768",,,,,
2016-05-19,"10,303",,,,,
2016-05-20,"10,400",,,,,
2016-05-23,"10,308",,,,,
2016-05-24,"10,593",,,,,
2016-05-25,"10,984",,,,,
2016-05-26,"10,925",,,,,
2016-05-27,"10,897",,,,,
2016-05-30,"10,934",,,,,
2016-05-31,"10,653",,,,,
2016-06-01,"10,515",,,,,
2016-06-02,"10,524",,,,,
2016-06-03,"10,391",,,,,
2016-06-06,"10,722",,,,,
2016-06-07,"10,938",,,,,
2016-06-08,"10,966",,,,,
2016-06-09,"10,727",,,,,
2016-06-10,"10,446",,,,,
2016-06-13,"10,280",,,,,
2016-06-14,"10,023",,,,,
2016-06-15,"10,101",,,,,
2016-06-16,"10,020",,,,,
2016-06-17,"10,287",,,,,
2016-06-20,"10,563",,,,,
2016-06-21,"10,647",,,,,
2016-06-22,"10,656",,,,,
2016-06-23,"10,946",,,,,
2016-06-24,"9,749",,,,,
2016-06-27,"9,548",,,,,
2016-06-28,"9,828",,,,,
2016-06-29,"10,553",,,,,
2016-06-30,"10,675",,,,,
2016-07-01,"10,923",,,,,
2016-07-04,"10,829",,,,,
2016-07-05,"10,652",,,,,
2016-07-06,"10,460",,,,,
2016-07-07,"10,656",,,,,
2016-07-08,"10,899",,,,,
2016-07-11,"10,974",,,,,
2016-07-12,"11,363",,,,,
2016-07-13,"11,227",,,,,
2016-07-14,"11,400",,,,,
2016-07-15,"11,363",,,,,
2016-07-18,"11,264",,,,,
2016-07-19,"11,063",,,,,
2016-07-20,"11,044",,,,,
2016-07-21,"11,297",,,,,
2016-07-22,"11,208",,,,,
2016-07-25,"11,007",,,,,
2016-07-26,"10,801",,,,,
2016-07-27,"10,899",,,,,
2016-07-28,"10,516",,,,,
2016-07-29,"10,549",,,,,
2016-08-01,"10,394",,,,,
2016-08-02,"10,188",,,,,
2016-08-03,"10,263",,,,,
2016-08-04,"10,614",,,,,
2016-08-05,"10,759",,,,,
2016-08-08,"10,881",,,,,
2016-08-09,"10,979",,,,,
2016-08-10,"10,960",,,,,
2016-08-11,"11,124",,,,,
2016-08-12,"11,152",,,,,
2016-08-15,"11,311",,,,,
2016-08-16,"11,428",,,,,
2016-08-17,"11,255",,,,,
2016-08-18,"11,381",,,,,
2016-08-19,"11,232",,,,,
2016-08-22,"11,152",,,,,
2016-08-23,"11,227",,,,,
2016-08-24,"11,227",,,,,
2016-08-25,"11,204",,,,,
2016-08-26,"11,306",,,,,
2016-08-29,"11,157",,,,,
2016-08-30,"11,311",,,,,
2016-08-31,"11,264",,,,,
2016-09-01,"11,395",,,,,
2016-09-02,"11,718",,,,,
2016-09-05,"11,713",,,,,
2016-09-06,"11,564",,,,,
2016-09-07,"11,802",,,,,
2016-09-08,"11,961",,,,,
2016-09-09,"11,784",,,,,
2016-09-12,"11,611",,,,,
2016-09-13,"11,325",,,,,
2016-09-14,"11,194",,,,,
2016-09-15,"11,255",,,,,
2016-09-16,"11,012",,,,,
2016-09-19,"11,166",,,,,
2016-09-20,"11,021",,,,,
2016-09-21,"11,101",,,,,
2016-09-22,"11,208",,,,,
2016-09-23,"11,213",,,,,
2016-09-26,"11,077",,,,,
2016-09-27,"10,811",,,,,
2016-09-28,"10,918",,,,,
2016-09-29,"11,325",,,,,
2016-09-30,"11,297",,,,,
2016-10-03,"11,269",,,,,
2016-10-04,"11,414",,,,,
2016-10-05,"11,508",,,,,
2016-10-06,"11,494",,,,,
2016-10-07,"11,522",,,,,
2016-10-10,"11,868",,,,,
2016-10-11,"11,779",,,,,
2016-10-12,"11,845",,,,,
2016-10-13,"11,854",,,,,
2016-10-14,"11,873",,,,,
2016-10-17,"11,671",,,,,
2016-10-18,"11,849",,,,,
2016-10-19,"12,022",,,,,
2016-10-20,"12,163",,,,,
2016-10-21,"12,139",,,,,
2016-10-24,"12,223",,,,,
2016-10-25,"12,116",,,,,
2016-10-26,"12,078",,,,,
2016-10-27,"12,106",,,,,
2016-10-28,"12,134",,,,,
2016-10-31,"11,943",,,,,
2016-11-01,"11,840",,,,,
2016-11-02,"11,559",,,,,
2016-11-03,"11,695",,,,,
2016-11-04,"11,606",,,,,
2016-11-07,"11,676",,,,,
2016-11-08,"11,713",,,,,
2016-11-09,"11,821",,,,,
2016-11-10,"11,685",,,,,
2016-11-11,"11,372",,,,,
2016-11-14,"11,339",,,,,
2016-11-15,"11,564",,,,,
2016-11-16,"11,540",,,,,
2016-11-17,"11,601",,,,,
2016-11-18,"11,381",,,,,
2016-11-21,"11,498",,,,,
2016-11-22,"11,517",,,,,
2016-11-23,"11,489",,,,,
2016-11-24,"11,508",,,,,
2016-11-25,"11,400",,,,,
2016-11-28,"10,815",,,,,
2016-11-29,"10,784",,,,,
2016-11-30,"11,248",,,,,
2016-12-01,"11,512",,,,,
2016-12-02,"11,387",,,,,
2016-12-05,"11,521",,,,,
2016-12-06,"11,516",,,,,
2016-12-07,"11,592",,,,,
2016-12-08,"11,708",,,,,
2016-12-09,"11,521",,,,,
2016-12-12,"11,708",,,,,
2016-12-13,"11,775",,,,,
2016-12-14,"11,784",,,,,
2016-12-15,"11,869",,,,,
2016-12-16,"12,342",,,,,
2016-12-19,"12,186",,,,,
2016-12-20,"12,396",,,,,
2016-12-21,"12,277",,,,,
2016-12-22,"12,232",,,,,
2016-12-23,"12,245",,,,,
2016-12-27,"12,282",,,,,
2016-12-28,"12,213",,,,,
2016-12-29,"12,286",,,,,
2016-12-30,"12,232",,,,,
2017-01-02,"12,327","4,96","1,57","6,19","0,40","6.487,00"
2017-01-03,"12,423","4,96","1,57","6,19","0,40","6.487,00"
2017-01-04,"12,450","4,96","1,57","6,19","0,40","6.487,00"
2017-01-05,"12,469","4,96","1,57","6,19","0,40","6.487,00"
2017-01-06,"12,487","4,96","1,57","6,19","0,40","6.487,00"
2017-01-09,"12,368","4,96","1,57","6,19","0,40","6.487,00"
2017-01-10,"12,505","4,96","1,57","6,19","0,40","6.487,00"
2017-01-11,"12,669","4,96","1,57","6,19","0,40","6.487,00"
2017-01-12,"12,788","4,96","1,57","6,19","0,40","6.487,00"
2017-01-13,"12,952","4,96","1,57","6,19","0,40","6.487,00"
2017-01-16,"12,856","4,96","1,57","6,19","0,40","6.487,00"
2017-01-17,"12,856","4,96","1,57","6,19","0,40","6.487,00"
2017-01-18,"12,879","4,96","1,57","6,19","0,40","6.487,00"
2017-01-19,"12,851","4,96","1,57","6,19","0,40","6.487,00"
2017-01-20,"12,938","4,96","1,57","6,19","0,40","6.487,00"
2017-01-23,"12,760","4,96","1,57","6,19","0,40","6.487,00"
2017-01-24,"12,833","4,96","1,57","6,19","0,40","6.487,00"
2017-01-25,"12,988","4,96","1,57","6,19","0,40","6.487,00"
2017-01-26,"12,943","4,96","1,57","6,19","0,40","6.487,00"
2017-01-27,"12,842","4,96","1,57","6,19","0,40","6.487,00"
2017-01-30,"12,546","4,96","1,57","6,19","0,40","6.487,00"
2017-01-31,"12,450","4,96","1,57","6,19","0,40","6.487,00"
2017-02-01,"12,455","4,96","1,57","6,19","0,40","6.487,00"
2017-02-02,"12,533","4,96","1,57","6,19","0,40","6.487,00"
2017-02-03,"12,687","4,96","1,57","6,19","0,40","6.487,00"
2017-02-06,"12,628","4,96","1,57","6,19","0,40","6.487,00"
2017-02-07,"12,446","4,96","1,57","6,19","0,40","6.487,00"
2017-02-08,"12,341","4,96","1,57","6,19","0,40","6.487,00"
2017-02-09,"12,505","4,96","1,57","6,19","0,40","6.487,00"
2017-02-10,"12,469","4,96","1,57","6,19","0,40","6.487,00"
2017-02-13,"12,715","4,96","1,57","6,19","0,40","6.487,00"
2017-02-14,"12,697","4,96","1,57","6,19","0,40","6.487,00"
2017-02-15,"12,692","4,96","1,57","6,19","0,40","6.487,00"
2017-02-16,"12,665","4,96","1,57","6,19","0,40","6.487,00"
2017-02-17,"12,419","4,96","1,57","6,19","0,40","6.487,00"
2017-02-20,"12,505","4,96","1,57","6,19","0,40","6.487,00"
2017-02-21,"12,569","4,96","1,57","6,19","0,40","6.487,00"
2017-02-22,"12,482","4,96","1,57","6,19","0,40","6.487,00"
2017-02-23,"12,660","4,96","1,57","6,19","0,40","6.487,00"
2017-02-24,"12,596","4,96","1,57","6,19","0,40","6.487,00"
2017-02-27,"12,573","4,96","1,57","6,19","0,40","6.487,00"
2017-02-28,"12,760","4,96","1,57","6,19","0,40","6.487,00"
2017-03-01,"13,029","4,96","1,57","6,19","0,40","6.487,00"
2017-03-02,"13,029","4,96","1,57","6,19","0,40","6.487,00"
2017-03-03,"13,029","4,96","1,57","6,19","0,40","6.487,00"
2017-03-06,"13,047","4,96","1,57","6,19","0,40","6.487,00"
2017-03-07,"13,066","4,96","1,57","6,19","0,40","6.487,00"
2017-03-08,"12,979","4,96","1,57","6,19","0,40","6.487,00"
2017-03-09,"12,829","4,96","1,57","6,19","0,40","6.487,00"
2017-03-10,"13,148","4,96","1,57","6,19","0,40","6.487,00"
2017-03-13,"13,130","4,96","1,57","6,19","0,40","6.487,00"
2017-03-14,"12,851","4,96","1,57","6,19","0,40","6.487,00"
2017-03-15,"13,011","4,96","1,57","6,19","0,40","6.487,00"
2017-03-16,"13,202","4,96","1,57","6,19","0,40","6.487,00"
2017-03-17,"13,271","4,96","1,57","6,19","0,40","6.487,00"
2017-03-20,"13,180","4,96","1,57","6,19","0,40","6.487,00"
2017-03-21,"13,193","4,96","1,57","6,19","0,40","6.487,00"
2017-03-22,"13,175","4,96","1,57","6,19","0,40","6.487,00"
2017-03-23,"13,266","4,96","1,57","6,19","0,40","6.487,00"
2017-03-24,"13,098","4,96","1,57","6,19","0,40","6.487,00"
2017-03-27,"13,029","4,96","1,57","6,19","0,40","6.487,00"
2017-03-28,"13,066","4,96","1,57","6,19","0,40","6.487,00"
2017-03-29,"13,116","4,96","1,57","6,19","0,40","6.487,00"
2017-03-30,"13,307","4,96","1,57","6,19","0,40","6.487,00"
2017-03-31,"13,193","4,96","1,57","6,19","0,40","6.487,00"
2017-04-03,"13,038","4,96","1,57","6,19","0,40","6.487,00"
2017-04-04,"13,116","4,96","1,57","6,19","0,40","6.487,00"
2017-04-05,"13,353","4,96","1,57","6,19","0,40","6.487,00"
2017-04-06,"13,512","4,96","1,57","6,19","0,40","6.487,00"
2017-04-07,"13,667","4,96","1,57","6,19","0,40","6.487,00"
2017-04-10,"13,617","4,96","1,57","6,19","0,40","6.487,00"
2017-04-11,"13,540","4,96","1,57","6,19","0,40","6.487,00"
2017-04-12,"13,521","4,96","1,57","6,19","0,40","6.487,00"
2017-04-13,"13,417","4,96","1,57","6,19","0,40","6.487,00"
2017-04-18,"13,120","4,96","1,57","6,19","0,40","6.487,00"
2017-04-19,"13,111","4,96","1,57","6,19","0,40","6.487,00"
2017-04-20,"13,134","4,96","1,57","6,19","0,40","6.487,00"
2017-04-21,"13,029","4,96","1,57","6,19","0,40","6.487,00"
2017-04-24,"13,376","4,96","1,57","6,19","0,40","6.487,00"
2017-04-25,"13,467","4,96","1,57","6,19","0,40","6.487,00"
2017-04-26,"13,503","4,96","1,57","6,19","0,40","6.487,00"
2017-04-27,"13,271","4,96","1,57","6,19","0,40","6.487,00"
2017-04-28,"13,248","4,96","1,57","6,19","0,40","6.487,00"
2017-05-02,"13,335","4,96","1,57","6,19","0,40","6.487,00"
2017-05-03,"13,271","4,96","1,57","6,19","0,40","6.487,00"
2017-05-04,"13,189","4,96","1,57","6,19","0,40","6.487,00"
2017-05-05,"13,298","4,96","1,57","6,19","0,40","6.487,00"
2017-05-08,"13,316","4,96","1,57","6,19","0,40","6.487,00"
2017-05-09,"13,357","4,96","1,57","6,19","0,40","6.487,00"
2017-05-10,"13,435","4,96","1,57","6,19","0,40","6.487,00"
2017-05-11,"13,376","4,96","1,57","6,19","0,40","6.487,00"
2017-05-12,"13,344","4,96","1,57","6,19","0,40","6.487,00"
2017-05-15,"13,489","4,96","1,57","6,19","0,40","6.487,00"
2017-05-16,"13,654","4,96","1,57","6,19","0,40","6.487,00"
2017-05-17,"13,489","4,96","1,57","6,19","0,40","6.487,00"
2017-05-18,"13,348","4,96","1,57","6,19","0,40","6.487,00"
2017-05-19,"13,161","4,96","1,57","6,19","0,40","6.487,00"
2017-05-22,"13,166","4,96","1,57","6,19","0,40","6.487,00"
2017-05-23,"13,379","4,96","1,57","6,19","0,40","6.487,00"
2017-05-24,"13,370","4,96","1,57","6,19","0,40","6.487,00"
2017-05-25,"13,357","4,96","1,57","6,19","0,40","6.487,00"
2017-05-26,"13,263","4,96","1,57","6,19","0,40","6.487,00"
2017-05-29,"13,312","4,96","1,57","6,19","0,40","6.487,00"
2017-05-30,"13,303","4,96","1,57","6,19","0,40","6.487,00"
2017-05-31,"13,228","4,96","1,57","6,19","0,40","6.487,00"
2017-06-01,"13,294","4,96","1,57","6,19","0,40","6.487,00"
2017-06-02,"13,144","4,96","1,57","6,19","0,40","6.487,00"
2017-06-05,"13,175","4,96","1,57","6,19","0,40","6.487,00"
2017-06-06,"13,210","4,96","1,57","6,19","0,40","6.487,00"
2017-06-07,"13,197","4,96","1,57","6,19","0,40","6.487,00"
2017-06-08,"13,175","4,96","1,57","6,19","0,40","6.487,00"
2017-06-09,"13,153","4,96","1,57","6,19","0,40","6.487,00"
2017-06-12,"13,036","4,96","1,57","6,19","0,40","6.487,00"
2017-06-13,"13,036","4,96","1,57","6,19","0,40","6.487,00"
2017-06-14,"12,796","4,96","1,57","6,19","0,40","6.487,00"
2017-06-15,"12,529","4,96","1,57","6,19","0,40","6.487,00"
2017-06-16,"12,579","4,96","1,57","6,19","0,40","6.487,00"
2017-06-19,"12,742","4,96","1,57","6,19","0,40","6.487,00"
2017-06-20,"12,465","4,96","1,57","6,19","0,40","6.487,00"
2017-06-21,"12,416","4,96","1,57","6,19","0,40","6.487,00"
2017-06-22,"12,302","4,96","1,57","6,19","0,40","6.487,00"
2017-06-23,"12,248","4,96","1,57","6,19","0,40","6.487,00"
2017-06-26,"12,289","4,96","1,57","6,19","0,40","6.487,00"
2017-06-27,"12,320","4,96","1,57","6,19","0,40","6.487,00"
2017-06-28,"12,366","4,96","1,57","6,19","0,40","6.487,00"
2017-06-29,"12,244","4,96","1,57","6,19","0,40","6.487,00"
2017-06-30,"12,130","4,96","1,57","6,19","0,40","6.487,00"
2017-07-03,"12,461","4,96","1,57","6,19","0,40","6.487,00"
2017-07-04,"12,483","4,96","1,57","6,19","0,40","6.487,00"
2017-07-05,"12,271","4,96","1,57","6,19","0,40","6.487,00"
2017-07-06,"12,307","4,96","1,57","6,19","0,40","6.487,00"
2017-07-07,"12,167","4,96","1,57","6,19","0,40","6.487,00"
2017-07-10,"12,198","4,96","1,57","6,19","0,40","6.487,00"
2017-07-11,"12,198","4,96","1,57","6,19","0,40","6.487,00"
2017-07-12,"12,320","4,96","1,57","6,19","0,40","6.487,00"
2017-07-13,"12,520","4,96","1,57","6,19","0,40","6.487,00"
2017-07-14,"12,592","4,96","1,57","6,19","0,40","6.487,00"
2017-07-17,"12,551","4,96","1,57","6,19","0,40","6.487,00"
2017-07-18,"12,402","4,96","1,57","6,19","0,40","6.487,00"
2017-07-19,"12,483","4,96","1,57","6,19","0,40","6.487,00"
2017-07-20,"12,533","4,96","1,57","6,19","0,40","6.487,00"
2017-07-21,"12,398","4,96","1,57","6,19","0,40","6.487,00"
2017-07-24,"12,348","4,96","1,57","6,19","0,40","6.487,00"
2017-07-25,"12,569","4,96","1,57","6,19","0,40","6.487,00"
2017-07-26,"12,674","4,96","1,57","6,19","0,40","6.487,00"
2017-07-27,"12,764","4,96","1,57","6,19","0,40","6.487,00"
2017-07-28,"12,800","4,96","1,57","6,19","0,40","6.487,00"
2017-07-31,"12,818","4,96","1,57","6,19","0,40","6.487,00"
2017-08-01,"13,008","4,96","1,57","6,19","0,40","6.487,00"
2017-08-02,"13,027","4,96","1,57","6,19","0,40","6.487,00"
2017-08-03,"13,045","4,96","1,57","6,19","0,40","6.487,00"
2017-08-04,"13,171","4,96","1,57","6,19","0,40","6.487,00"
2017-08-07,"13,181","4,96","1,57","6,19","0,40","6.487,00"
2017-08-08,"13,217","4,96","1,57","6,19","0,40","6.487,00"
2017-08-09,"13,063","4,96","1,57","6,19","0,40","6.487,00"
2017-08-10,"12,959","4,96","1,57","6,19","0,40","6.487,00"
2017-08-11,"12,714","4,96","1,57","6,19","0,40","6.487,00"
2017-08-14,"12,836","4,96","1,57","6,19","0,40","6.487,00"
2017-08-15,"12,787","4,96","1,57","6,19","0,40","6.487,00"
2017-08-16,"12,904","4,96","1,57","6,19","0,40","6.487,00"
2017-08-17,"12,791","4,96","1,57","6,19","0,40","6.487,00"
2017-08-18,"12,723","4,96","1,57","6,19","0,40","6.487,00"
2017-08-21,"12,728","4,96","1,57","6,19","0,40","6.487,00"
2017-08-22,"12,828","4,96","1,57","6,19","0,40","6.487,00"
2017-08-23,"12,800","4,96","1,57","6,19","0,40","6.487,00"
2017-08-24,"12,791","4,96","1,57","6,19","0,40","6.487,00"
2017-08-25,"12,773","4,96","1,57","6,19","0,40","6.487,00"
2017-08-28,"12,710","4,96","1,57","6,19","0,40","6.487,00"
2017-08-29,"12,637","4,96","1,57","6,19","0,40","6.487,00"
2017-08-30,"12,841","4,96","1,57","6,19","0,40","6.487,00"
2017-08-31,"13,063","4,96","1,57","6,19","0,40","6.487,00"
2017-09-01,"13,153","4,96","1,57","6,19","0,40","6.487,00"
2017-09-04,"13,076","4,96","1,57","6,19","0,40","6.487,00"
2017-09-05,"13,316","4,96","1,57","6,19","0,40","6.487,00"
2017-09-06,"13,316","4,96","1,57","6,19","0,40","6.487,00"
2017-09-07,"13,262","4,96","1,57","6,19","0,40","6.487,00"
2017-09-08,"13,162","4,96","1,57","6,19","0,40","6.487,00"
2017-09-11,"13,375","4,96","1,57","6,19","0,40","6.487,00"
2017-09-12,"13,448","4,96","1,57","6,19","0,40","6.487,00"
2017-09-13,"13,588","4,96","1,57","6,19","0,40","6.487,00"
2017-09-14,"13,733","4,96","1,57","6,19","0,40","6.487,00"
2017-09-15,"13,597","4,96","1,57","6,19","0,40","6.487,00"
2017-09-18,"13,669","4,96","1,57","6,19","0,40","6.487,00"
2017-09-19,"13,814","4,96","1,57","6,19","0,40","6.487,00"
2017-09-20,"13,891","4,96","1,57","6,19","0,40","6.487,00"
2017-09-21,"13,932","4,96","1,57","6,19","0,40","6.487,00"
2017-09-22,"14,000","4,96","1,57","6,19","0,40","6.487,00"
2017-09-25,"14,122","4,96","1,57","6,19","0,40","6.487,00"
2017-09-26,"14,063","4,96","1,57","6,19","0,40","6.487,00"
2017-09-27,"14,104","4,96","1,57","6,19","0,40","6.487,00"
2017-09-28,"14,013","4,96","1,57","6,19","0,40","6.487,00"
2017-09-29,"14,113","4,96","1,57","6,19","0,40","6.487,00"
2017-10-02,"14,031","4,96","1,57","6,19","0,40","6.487,00"
2017-10-03,"14,036","4,96","1,57","6,19","0,40","6.487,00"
2017-10-04,"13,688","4,96","1,57","6,19","0,40","6.487,00"
2017-10-05,"13,868","4,96","1,57","6,19","0,40","6.487,00"
2017-10-06,"13,828","4,96","1,57","6,19","0,40","6.487,00"
2017-10-09,"13,828","4,96","1,57","6,19","0,40","6.487,00"
2017-10-10,"13,832","4,96","1,57","6,19","0,40","6.487,00"
2017-10-11,"13,941","4,96","1,57","6,19","0,40","6.487,00"
2017-10-12,"13,896","4,96","1,57","6,19","0,40","6.487,00"
2017-10-13,"13,982","4,96","1,57","6,19","0,40","6.487,00"
2017-10-16,"13,932","4,96","1,57","6,19","0,40","6.487,00"
2017-10-17,"13,900","4,96","1,57","6,19","0,40","6.487,00"
2017-10-18,"13,837","4,96","1,57","6,19","0,40","6.487,00"
2017-10-19,"13,837","4,96","1,57","6,19","0,40","6.487,00"
2017-10-20,"13,841","4,96","1,57","6,19","0,40","6.487,00"
2017-10-23,"13,828","4,96","1,57","6,19","0,40","6.487,00"
2017-10-24,"13,995","4,96","1,57","6,19","0,40","6.487,00"
2017-10-25,"13,868","4,96","1,57","6,19","0,40","6.487,00"
2017-10-26,"14,000","4,96","1,57","6,19","0,40","6.487,00"
2017-10-27,"14,072","4,96","1,57","6,19","0,40","6.487,00"
2017-10-30,"14,475","4,96","1,57","6,19","0,40","6.487,00"
2017-10-31,"14,561","4,96","1,57","6,19","0,40","6.487,00"
2017-11-01,"14,624","4,96","1,57","6,19","0,40","6.487,00"
2017-11-02,"14,624","4,96","1,57","6,19","0,40","6.487,00"
2017-11-03,"14,407","4,96","1,57","6,19","0,40","6.487,00"
2017-11-06,"14,330","4,96","1,57","6,19","0,40","6.487,00"
2017-11-07,"14,430","4,96","1,57","6,19","0,40","6.487,00"
2017-11-08,"14,357","4,96","1,57","6,19","0,40","6.487,00"
2017-11-09,"14,344","4,96","1,57","6,19","0,40","6.487,00"
2017-11-10,"14,353","4,96","1,57","6,19","0,40","6.487,00"
2017-11-13,"14,253","4,96","1,57","6,19","0,40","6.487,00"
2017-11-14,"14,022","4,96","1,57","6,19","0,40","6.487,00"
2017-11-15,"13,588","4,96","1,57","6,19","0,40","6.487,00"
2017-11-16,"13,475","4,96","1,57","6,19","0,40","6.487,00"
2017-11-17,"13,497","4,96","1,57","6,19","0,40","6.487,00"
2017-11-20,"13,583","4,96","1,57","6,19","0,40","6.487,00"
2017-11-21,"13,624","4,96","1,57","6,19","0,40","6.487,00"
2017-11-22,"13,719","4,96","1,57","6,19","0,40","6.487,00"
2017-11-23,"13,683","4,96","1,57","6,19","0,40","6.487,00"
2017-11-24,"13,592","4,96","1,57","6,19","0,40","6.487,00"
2017-11-27,"13,565","4,96","1,57","6,19","0,40","6.487,00"
2017-11-28,"13,819","4,96","1,57","6,19","0,40","6.487,00"
2017-11-29,"13,959","4,96","1,57","6,19","0,40","6.487,00"
2017-11-30,"13,959","4,96","1,57","6,19","0,40","6.487,00"
2017-12-01,"13,891","4,96","1,57","6,19","0,40","6.487,00"
2017-12-04,"14,108","4,96","1,57","6,19","0,40","6.487,00"
2017-12-05,"14,199","4,96","1,57","6,19","0,40","6.487,00"
2017-12-06,"14,031","4,96","1,57","6,19","0,40","6.487,00"
2017-12-07,"14,022","4,96","1,57","6,19","0,40","6.487,00"
2017-12-08,"14,009","4,96","1,57","6,19","0,40","6.487,00"
