fecha,ultimo,apertura,maximo,minimo,vol,variacion
2020-04-30,"8,314","8,600","8,770","8,284","10,43M","-2,21%"
2020-04-29,"8,502","7,978","8,502","7,928","11,56M","7,46%"
2020-04-28,"7,912","7,600","7,918","7,532","8,94M","1,28%"
2020-04-27,"7,812","7,940","7,960","7,626","5,50M","0,90%"
2020-04-24,"7,742","7,800","8,054","7,528","7,31M","-1,25%"
2020-04-23,"7,840","7,580","7,944","7,498","18,31M","6,03%"
2020-04-22,"7,394","7,302","7,590","7,210","11,30M","1,59%"
2020-04-21,"7,278","7,340","7,500","7,240","14,55M","-5,90%"
2020-04-20,"7,734","7,634","7,766","7,500","8,18M","-0,67%"
2020-04-17,"7,786","7,522","7,786","7,498","9,63M","6,19%"
2020-04-16,"7,332","7,520","7,644","7,124","9,76M","-1,40%"
2020-04-15,"7,436","8,000","8,002","7,436","13,99M","-7,56%"
2020-04-14,"8,044","8,722","8,722","8,044","12,79M","-2,92%"
2020-04-09,"8,286","8,600","8,620","8,252","10,81M","-0,91%"
2020-04-08,"8,362","8,490","8,502","8,206","5,88M","-1,21%"
2020-04-07,"8,464","8,440","8,588","8,180","11,03M","3,35%"
2020-04-06,"8,190","8,800","8,800","8,190","12,50M","-0,75%"
2020-04-03,"8,252","8,540","8,678","8,080","13,32M","-3,91%"
2020-04-02,"8,588","8,450","8,970","8,330","17,39M","6,02%"
2020-04-01,"8,100","8,218","8,400","8,020","11,63M","-2,78%"
