fecha,per,bpa,rentabilidad_por_dividendo,precio_div_cash_flow,precio_valor_contable,ebitda,b_neto
2020-08-03,"17,6","0,37","13,68","2,83","0,43","4.220,3","530,73"
2020-08-04,"17,6","0,37","13,24","2,83","0,43","4.220,3","530,73"
2020-08-06,"17,6","0,37","13,47","2,83","0,43","4.220,3","530,73"
2020-08-10,"18,04","0,37","13,47","2,87","0,44","4.218,65","530,73"
2020-08-11,"18,04","0,37","12,86","2,87","0,44","4.218,65","530,73"
2020-08-12,"18,04","0,37","12,73","2,87","0,44","4.218,65","530,73"
2020-08-19,"21,18","0,33","13,43","3,18","0,47","4.218,65",478
2020-08-24,"20,05","0,33","13,21","3,01","0,44","4.218,65",478
2020-08-25,"20,05","0,33","13,49","3,01","0,44","4.218,65",478
2020-08-26,"20,05","0,33","13,36","3,01","0,44","4.218,65",478
2020-08-27,"20,05","0,33","13,31","3,01","0,44","4.218,65",478
2020-08-28,"20,05","0,33","13,27","3,01","0,44","4.218,65",478
