fecha,ultimo,apertura,maximo,minimo,vol,variacion
2020-07-31,"6,580","6,840","6,870","6,568",,"-3,06%"
2020-07-30,"6,788","7,000","7,030","6,722","11,50M","-3,52%"
2020-07-29,"7,036","7,100","7,122","6,956","6,03M","-0,37%"
2020-07-28,"7,062","7,196","7,274","7,062","7,31M","-1,40%"
2020-07-27,"7,162","7,360","7,360","7,120","7,34M","-3,09%"
2020-07-24,"7,390","7,500","7,544","7,390","7,69M","-2,51%"
2020-07-23,"7,580","7,870","7,870","7,534","6,49M","-1,17%"
2020-07-22,"7,670","7,850","7,924","7,638","7,35M","-3,25%"
2020-07-21,"7,928","7,858","7,928","7,702","6,56M","2,46%"
2020-07-20,"7,738","7,828","7,828","7,682","3,94M","-1,73%"
2020-07-17,"7,874","7,988","8,012","7,836","7,51M","-1,75%"
2020-07-16,"8,014","7,982","8,076","7,910","5,05M","1,37%"
2020-07-15,"7,906","8,000","8,072","7,872","6,64M","-1,00%"
2020-07-14,"7,986","7,700","7,986","7,684","5,16M","2,60%"
2020-07-13,"7,784","7,764","7,854","7,674","3,50M","2,10%"
2020-07-10,"7,624","7,500","7,698","7,456","5,86M","1,22%"
2020-07-09,"7,532","7,788","7,840","7,510","6,41M","-2,69%"
2020-07-08,"7,740","7,800","7,852","7,710","6,81M","-1,65%"
2020-07-07,"7,870","7,940","7,972","7,830","11,01M","-1,30%"
2020-07-06,"7,974","8,000","8,136","7,924","5,88M","2,02%"
2020-07-03,"7,816","8,030","8,044","7,780","8,37M","-2,74%"
2020-07-02,"8,036","7,956","8,110","7,926","7,75M","1,90%"
2020-07-01,"7,886","7,828","8,008","7,716","6,93M","1,28%"
