per,precio_div_cash_flow,precio_valor_contable,roe,dividendo_neto_por_accion,rentabilidad_por_dividendo,b_neto,ebitda,bpa
"7,19","2,43","0,50","6,89","1,00",,"1.508,00","6.015,00","1,08"
