per,precio_div_cash_flow,precio_valor_contable,roe,dividendo_neto_por_accion,rentabilidad_por_dividendo,b_neto,ebitda,bpa
"5,80","2,21","0,48","8,21","0,95","6,87","2.042,00","7.201,00","1,34"
