fecha,ultimo,apertura,maximo,minimo,vol,variacion
2020-05-29,"8,370","8,750","8,758","8,352","18,37M","-5,64%"
2020-05-28,"8,870","8,980","8,980","8,718","5,86M","-0,07%"
2020-05-27,"8,876","8,640","9,170","8,628","15,15M","3,02%"
2020-05-26,"8,616","8,496","8,642","8,468","7,24M","2,60%"
2020-05-25,"8,398","8,432","8,440","8,306","3,55M","1,28%"
2020-05-22,"8,292","8,360","8,498","8,168","6,86M","-1,82%"
2020-05-21,"8,446","8,580","8,690","8,392","6,85M","-3,34%"
2020-05-20,"8,738","8,540","8,750","8,308","7,96M","2,25%"
2020-05-19,"8,546","8,700","8,720","8,432","9,36M","-1,09%"
2020-05-18,"8,640","8,446","8,640","8,364","7,27M","6,61%"
2020-05-15,"8,104","8,350","8,428","8,040","6,99M","-0,86%"
2020-05-14,"8,174","8,028","8,174","7,704","14,50M","1,29%"
2020-05-13,"8,070","8,326","8,338","8,070","6,89M","-3,45%"
2020-05-12,"8,358","8,474","8,566","8,328","7,24M","-1,72%"
2020-05-11,"8,504","8,822","8,822","8,450","8,69M","-1,51%"
2020-05-08,"8,634","8,950","8,950","8,562","13,93M","-1,60%"
2020-05-07,"8,774","8,590","8,890","8,540","7,92M","3,15%"
2020-05-06,"8,506","8,650","9,150","8,450","18,17M","-1,98%"
2020-05-05,"8,678","8,390","8,780","8,080","17,63M","13,20%"
2020-05-04,"7,666","8,050","8,050","7,632","18,19M","-7,79%"
