fecha,ultimo,apertura,maximo,minimo,vol,variacion
2020-05-29,"1,679","1,728","1,758","1,663","26,84M","-4,92%"
2020-05-28,"1,766","1,828","1,832","1,734","19,09M","-1,31%"
2020-05-27,"1,790","1,735","1,810","1,731","35,94M","4,22%"
2020-05-26,"1,717","1,616","1,727","1,605","31,63M","8,02%"
2020-05-25,"1,590","1,579","1,594","1,562","7,66M","2,09%"
2020-05-22,"1,558","1,526","1,607","1,513","19,15M","0,52%"
2020-05-21,"1,549","1,540","1,587","1,528","12,97M","-0,64%"
2020-05-20,"1,559","1,543","1,567","1,500","19,07M","0,71%"
2020-05-19,"1,548","1,645","1,652","1,523","23,94M","-4,18%"
2020-05-18,"1,616","1,551","1,619","1,544","11,73M","6,18%"
2020-05-15,"1,522","1,586","1,594","1,516","18,29M","-2,81%"
2020-05-14,"1,566","1,551","1,586","1,520","15,33M","0,71%"
2020-05-13,"1,555","1,617","1,617","1,555","21,93M","-4,54%"
2020-05-12,"1,629","1,640","1,670","1,629","10,87M","-1,57%"
2020-05-11,"1,655","1,670","1,684","1,617","9,44M","0,30%"
2020-05-08,"1,650","1,645","1,659","1,621","7,54M","0,52%"
2020-05-07,"1,641","1,580","1,641","1,561","11,62M","4,02%"
2020-05-06,"1,578","1,596","1,634","1,562","34,61M","-1,13%"
2020-05-05,"1,596","1,630","1,648","1,585","10,36M","0,06%"
2020-05-04,"1,595","1,604","1,625","1,575","15,35M","-2,80%"
