fecha,per,bpa,rentabilidad_por_dividendo,precio_div_cash_flow,precio_valor_contable,ebitda,b_neto
2020-04-02,"5,36","0,33","6,12",0,"0,41",0,"2.056,76"
2020-04-03,"5,36","0,33","6,17",0,"0,41",0,"2.056,76"
2020-04-06,"5,4","0,3","5,85",0,"0,38",0,1.904
2020-04-07,"5,4","0,3","5,74",0,"0,38",0,1.904
2020-04-08,"5,4","0,3","5,64",0,"0,38",0,1.904
2020-04-09,"5,4","0,3","5,73",0,"0,38",0,1.904
2020-04-09,"6,01","0,29","5,73",0,"0,4",0,1.904
2020-04-14,"6,01","0,29",,0,"0,4",0,1.904
2020-04-15,"6,01","0,29","4,37",0,"0,4",0,1.904
2020-04-16,"6,01","0,29","4,40",0,"0,4",0,1.904
2020-04-17,"6,01","0,29","4,35",0,"0,4",0,1.904
2020-04-21,"7,11","0,23","4,52",0,"0,37",0,"1.403,32"
2020-04-22,"7,11","0,23","4,56",0,"0,37",0,"1.403,32"
2020-04-23,"7,11","0,23","4,41",0,"0,37",0,"1.403,32"
2020-04-24,"7,11","0,23","4,55",0,"0,37",0,"1.403,32"
2020-04-27,"9,62","0,16","4,56",0,"0,36",0,1.129
2020-04-28,"9,62","0,16","4,44",0,"0,36",0,1.129
2020-04-29,"9,62","0,16","4,09",0,"0,36",0,1.129
2020-04-30,"9,62","0,16","4,27",0,"0,36",0,1.129
2020-04-30,"9,62","0,16","4,27",0,"0,36",0,1.129
