per,precio_div_cash_flow,precio_valor_contable,roe,dividendo_neto_por_accion,rentabilidad_por_dividendo,b_neto,ebitda,bpa
"5,77","0,00","0,46","7,95","0,17","5,01","1.985,00","0,00","0,32"
