fecha,per,bpa,rentabilidad_por_dividendo,precio_div_cash_flow,precio_valor_contable,ebitda,b_neto
2020-08-03,"15,17","0,12","3,67",0,"0,43",0,"742,65"
2020-08-04,"15,17","0,12","3,55",0,"0,43",0,"742,65"
2020-08-06,"15,17","0,12","3,66",0,"0,43",0,"742,65"
2020-08-10,"14,22","0,14","3,49",0,"0,46",0,772
2020-08-11,"14,22","0,14","3,38",0,"0,46",0,772
2020-08-12,"14,22","0,14","3,40",0,"0,46",0,772
2020-08-19,"14,9","0,14","3,53",0,"0,48",0,772
2020-08-24,"14,67","0,13","3,62",0,"0,45",0,"765,5"
2020-08-25,"14,67","0,13","3,67",0,"0,45",0,"765,5"
2020-08-26,"14,67","0,13","3,71",0,"0,45",0,"765,5"
2020-08-27,"14,67","0,13","3,78",0,"0,45",0,"765,5"
2020-08-28,"14,67","0,13","3,69",0,"0,45",0,"765,5"
