fecha,per,bpa,rentabilidad_por_dividendo,precio_div_cash_flow,precio_valor_contable,ebitda,b_neto
2020-05-04,"10,94","0,15","4,39",0,"0,39",0,"934,85"
2020-05-05,"10,94","0,15","4,39",0,"0,39",0,"934,85"
2020-05-06,"10,94","0,15","4,44",0,"0,39",0,"934,85"
2020-05-07,"10,94","0,15","4,26",0,"0,39",0,"934,85"
2020-05-12,"11,79","0,14","4,30",0,"0,39",0,"864,03"
2020-05-13,"11,79","0,14","4,50",0,"0,39",0,"864,03"
2020-05-14,"11,79","0,14","4,47",0,"0,39",0,"864,03"
2020-05-15,"11,79","0,14","4,60",0,"0,39",0,"864,03"
2020-05-18,"11,79","0,14","4,33",0,"0,39",0,"864,03"
2020-05-19,"11,79","0,14","4,52",0,"0,39",0,"864,03"
2020-05-20,"11,79","0,14","4,49",0,"0,39",0,"864,03"
2020-05-21,"11,79","0,14","4,52",0,"0,39",0,"864,03"
2020-05-22,"11,79","0,14","4,49",0,"0,39",0,"864,03"
2020-05-26,"12,2","0,13","4,08",0,"0,37",0,834
2020-05-27,"12,2","0,13","3,91",0,"0,37",0,834
2020-05-28,"12,2","0,13","3,96",0,"0,37",0,834
2020-05-29,"12,2","0,13","4,17",0,"0,37",0,834
