fecha,per,bpa,rentabilidad_por_dividendo,precio_div_cash_flow,precio_valor_contable,ebitda,b_neto
2020-07-01,"215,51","0,22","2,61","27,8","4,75",794,"31,7"
2020-07-02,"215,51","0,22","2,47","27,8","4,75",794,"31,7"
2020-07-07,"273,02","0,18","2,52","28,79","4,92","770,33","21,36"
2020-07-08,"273,02","0,18","2,60","28,79","4,92","770,33","21,36"
2020-07-09,"273,02","0,18","2,72","28,79","4,92","770,33","21,36"
2020-07-10,"273,02","0,18","2,68","28,79","4,92","770,33","21,36"
2020-07-14,"538,12","0,09","1,20","28,98","4,67",748,"21,71"
2020-07-15,"538,12","0,09","1,13","28,98","4,67",748,"21,71"
2020-07-20,"998,85","0,05","1,17","38,89","4,91","720,32","- 28,87"
2020-07-21,"998,85","0,05","1,16","38,89","4,91","720,32","- 28,87"
2020-07-22,"998,85","0,05","1,20","38,89","4,91","720,32","- 28,87"
2020-07-23,"998,85","0,05","1,21","38,89","4,91","720,32","- 28,87"
2020-07-27,1.541,"0,03","1,24","37,81","4,78","656,82","- 42,13"
2020-07-28,1.541,"0,03","1,22","37,81","4,78","656,82","- 42,13"
2020-07-29,1.541,"0,03","1,24","37,81","4,78","656,82","- 42,13"
2020-07-31,1.541,"0,03","1,32","37,81","4,78","656,82","- 42,13"
