fecha,AMS_ultimo,AMS_per,AMS_bpa,AMS_rentabilidad_por_dividendo,AMS_precio_valor_contable,AMS_ebitda
2015-06-26,"36,855",,,,,
2015-06-29,"36,120",,,,,
2015-06-30,"35,755",,,,,
2015-07-01,"36,245",,,,,
2015-07-02,"36,210",,,,,
2015-07-03,"35,945",,,,,
2015-07-06,"35,890",,,,,
2015-07-07,"35,350",,,,,
2015-07-08,"35,870",,,,,
2015-07-09,"36,525",,,,,
2015-07-10,"37,280",,,,,
2015-07-13,"37,850",,,,,
2015-07-14,"38,155",,,,,
2015-07-15,"38,600",,,,,
2015-07-16,"39,170",,,,,
2015-07-17,"38,975",,,,,
2015-07-20,"39,250",,,,,
2015-07-21,"38,635",,,,,
2015-07-22,"39,100",,,,,
2015-07-23,"39,345",,,,,
2015-07-24,"39,390",,,,,
2015-07-27,"38,905",,,,,
2015-07-28,"38,850",,,,,
2015-07-29,"39,730",,,,,
2015-07-30,"39,860",,,,,
2015-07-31,"39,710",,,,,
2015-08-03,"39,955",,,,,
2015-08-04,"39,995",,,,,
2015-08-05,"40,280",,,,,
2015-08-06,"39,460",,,,,
2015-08-07,"39,080",,,,,
2015-08-10,"39,685",,,,,
2015-08-11,"39,075",,,,,
2015-08-12,"37,760",,,,,
2015-08-13,"38,600",,,,,
2015-08-14,"38,615",,,,,
2015-08-17,"38,475",,,,,
2015-08-18,"38,500",,,,,
2015-08-19,"38,240",,,,,
2015-08-20,"37,695",,,,,
2015-08-21,"36,915",,,,,
2015-08-24,"35,785",,,,,
2015-08-25,"36,515",,,,,
2015-08-26,"35,890",,,,,
2015-08-27,"36,750",,,,,
2015-08-28,"37,110",,,,,
2015-08-31,"37,310",,,,,
2015-09-01,"36,500",,,,,
2015-09-02,"35,730",,,,,
2015-09-03,"36,160",,,,,
2015-09-04,"35,380",,,,,
2015-09-07,"35,545",,,,,
2015-09-08,"35,675",,,,,
2015-09-09,"36,020",,,,,
2015-09-10,"36,130",,,,,
2015-09-11,"35,960",,,,,
2015-09-14,"35,645",,,,,
2015-09-15,"35,675",,,,,
2015-09-16,"36,655",,,,,
2015-09-17,"37,035",,,,,
2015-09-18,"36,830",,,,,
2015-09-21,"37,380",,,,,
2015-09-22,"36,455",,,,,
2015-09-23,"36,605",,,,,
2015-09-24,"36,155",,,,,
2015-09-25,"37,730",,,,,
2015-09-28,"37,950",,,,,
2015-09-29,"37,310",,,,,
2015-09-30,"38,225",,,,,
2015-10-01,"38,250",,,,,
2015-10-02,"38,440",,,,,
2015-10-05,"39,610",,,,,
2015-10-06,"39,430",,,,,
2015-10-07,"38,415",,,,,
2015-10-08,"38,795",,,,,
2015-10-09,"38,500",,,,,
2015-10-12,"38,260",,,,,
2015-10-13,"38,710",,,,,
2015-10-14,"38,540",,,,,
2015-10-15,"39,470",,,,,
2015-10-16,"38,950",,,,,
2015-10-19,"39,400",,,,,
2015-10-20,"39,425",,,,,
2015-10-21,"39,720",,,,,
2015-10-22,"39,365",,,,,
2015-10-23,"40,050",,,,,
2015-10-26,"40,270",,,,,
2015-10-27,"39,460",,,,,
2015-10-28,"39,795",,,,,
2015-10-29,"39,975",,,,,
2015-10-30,"38,760",,,,,
2015-11-02,"39,030",,,,,
2015-11-03,"39,040",,,,,
2015-11-04,"38,375",,,,,
2015-11-05,"38,500",,,,,
2015-11-06,"38,315",,,,,
2015-11-09,"37,430",,,,,
2015-11-10,"36,950",,,,,
2015-11-11,"37,545",,,,,
2015-11-12,"37,645",,,,,
2015-11-13,"37,250",,,,,
2015-11-16,"37,355",,,,,
2015-11-17,"37,930",,,,,
2015-11-18,"37,795",,,,,
2015-11-19,"38,295",,,,,
2015-11-20,"38,450",,,,,
2015-11-23,"38,130",,,,,
2015-11-24,"37,240",,,,,
2015-11-25,"37,365",,,,,
2015-11-26,"37,445",,,,,
2015-11-27,"37,465",,,,,
2015-11-30,"37,965",,,,,
2015-12-01,"38,080",,,,,
2015-12-02,"38,905",,,,,
2015-12-03,"38,370",,,,,
2015-12-04,"38,020",,,,,
2015-12-07,"38,285",,,,,
2015-12-08,"38,230",,,,,
2015-12-09,"37,925",,,,,
2015-12-10,"37,915",,,,,
2015-12-11,"37,620",,,,,
2015-12-14,"37,155",,,,,
2015-12-15,"38,875",,,,,
2015-12-16,"39,005",,,,,
2015-12-17,"39,795",,,,,
2015-12-18,"39,705",,,,,
2015-12-21,"39,405",,,,,
2015-12-22,"39,610",,,,,
2015-12-23,"40,345",,,,,
2015-12-24,"40,300",,,,,
2015-12-28,"40,535",,,,,
2015-12-29,"41,185",,,,,
2015-12-30,"40,970",,,,,
2015-12-31,"40,685",,,,,
2016-01-04,"39,745",,,,,
2016-01-05,"39,930",,,,,
2016-01-06,"40,030",,,,,
2016-01-07,"39,035",,,,,
2016-01-08,"38,470",,,,,
2016-01-11,"38,820",,,,,
2016-01-12,"39,075",,,,,
2016-01-13,"39,150",,,,,
2016-01-14,"38,320",,,,,
2016-01-15,"36,715",,,,,
2016-01-18,"36,575",,,,,
2016-01-19,"37,545",,,,,
2016-01-20,"36,625",,,,,
2016-01-21,"36,875",,,,,
2016-01-22,"37,585",,,,,
2016-01-25,"37,745",,,,,
2016-01-26,"37,565",,,,,
2016-01-27,"37,545",,,,,
2016-01-28,"36,440",,,,,
2016-01-29,"37,515",,,,,
2016-02-01,"37,620",,,,,
2016-02-02,"36,835",,,,,
2016-02-03,"36,145",,,,,
2016-02-04,"36,215",,,,,
2016-02-05,"35,415",,,,,
2016-02-08,"32,955",,,,,
2016-02-09,"33,145",,,,,
2016-02-10,"34,170",,,,,
2016-02-11,"33,330",,,,,
2016-02-12,"34,150",,,,,
2016-02-15,"35,035",,,,,
2016-02-16,"35,240",,,,,
2016-02-17,"35,665",,,,,
2016-02-18,"35,640",,,,,
2016-02-19,"35,585",,,,,
2016-02-22,"36,240",,,,,
2016-02-23,"36,570",,,,,
2016-02-24,"36,000",,,,,
2016-02-25,"36,915",,,,,
2016-02-26,"37,115",,,,,
2016-02-29,"37,165",,,,,
2016-03-01,"38,220",,,,,
2016-03-02,"37,875",,,,,
2016-03-03,"37,510",,,,,
2016-03-04,"37,750",,,,,
2016-03-07,"37,435",,,,,
2016-03-08,"37,360",,,,,
2016-03-09,"37,500",,,,,
2016-03-10,"36,915",,,,,
2016-03-11,"36,855",,,,,
2016-03-14,"37,250",,,,,
2016-03-15,"37,055",,,,,
2016-03-16,"37,060",,,,,
2016-03-17,"37,010",,,,,
2016-03-18,"37,150",,,,,
2016-03-21,"37,380",,,,,
2016-03-22,"37,350",,,,,
2016-03-23,"37,475",,,,,
2016-03-24,"37,245",,,,,
2016-03-29,"37,545",,,,,
2016-03-30,"37,745",,,,,
2016-03-31,"37,690",,,,,
2016-04-01,"37,930",,,,,
2016-04-04,"38,055",,,,,
2016-04-05,"37,820",,,,,
2016-04-06,"37,890",,,,,
2016-04-07,"37,755",,,,,
2016-04-08,"38,150",,,,,
2016-04-11,"38,265",,,,,
2016-04-12,"38,320",,,,,
2016-04-13,"39,070",,,,,
2016-04-14,"39,430",,,,,
2016-04-15,"39,400",,,,,
2016-04-18,"39,235",,,,,
2016-04-19,"39,705",,,,,
2016-04-20,"39,690",,,,,
2016-04-21,"39,575",,,,,
2016-04-22,"39,750",,,,,
2016-04-25,"39,700",,,,,
2016-04-26,"39,650",,,,,
2016-04-27,"40,100",,,,,
2016-04-28,"39,780",,,,,
2016-04-29,"39,740",,,,,
2016-05-02,"39,940",,,,,
2016-05-03,"39,700",,,,,
2016-05-04,"39,400",,,,,
2016-05-05,"39,600",,,,,
2016-05-06,"39,420",,,,,
2016-05-09,"40,315",,,,,
2016-05-10,"40,140",,,,,
2016-05-11,"39,960",,,,,
2016-05-12,"39,750",,,,,
2016-05-13,"39,795",,,,,
2016-05-16,"39,715",,,,,
2016-05-17,"39,810",,,,,
2016-05-18,"39,735",,,,,
2016-05-19,"39,165",,,,,
2016-05-20,"39,865",,,,,
2016-05-23,"39,855",,,,,
2016-05-24,"40,515",,,,,
2016-05-25,"40,350",,,,,
2016-05-26,"41,245",,,,,
2016-05-27,"41,115",,,,,
2016-05-30,"41,335",,,,,
2016-05-31,"41,635",,,,,
2016-06-01,"41,470",,,,,
2016-06-02,"41,900",,,,,
2016-06-03,"40,820",,,,,
2016-06-06,"40,885",,,,,
2016-06-07,"41,190",,,,,
2016-06-08,"41,190",,,,,
2016-06-09,"40,920",,,,,
2016-06-10,"40,045",,,,,
2016-06-13,"39,525",,,,,
2016-06-14,"39,105",,,,,
2016-06-15,"39,075",,,,,
2016-06-16,"38,680",,,,,
2016-06-17,"38,775",,,,,
2016-06-20,"40,385",,,,,
2016-06-21,"40,350",,,,,
2016-06-22,"40,505",,,,,
2016-06-23,"41,115",,,,,
2016-06-24,"39,085",,,,,
2016-06-27,"37,320",,,,,
2016-06-28,"38,400",,,,,
2016-06-29,"39,300",,,,,
2016-06-30,"39,275",,,,,
2016-07-01,"39,570",,,,,
2016-07-04,"39,165",,,,,
2016-07-05,"38,100",,,,,
2016-07-06,"37,475",,,,,
2016-07-07,"37,850",,,,,
2016-07-08,"38,370",,,,,
2016-07-11,"39,135",,,,,
2016-07-12,"38,820",,,,,
2016-07-13,"38,815",,,,,
2016-07-14,"39,065",,,,,
2016-07-15,"38,810",,,,,
2016-07-18,"39,010",,,,,
2016-07-19,"39,205",,,,,
2016-07-20,"40,075",,,,,
2016-07-21,"39,385",,,,,
2016-07-22,"39,815",,,,,
2016-07-25,"39,825",,,,,
2016-07-26,"40,100",,,,,
2016-07-27,"40,265",,,,,
2016-07-28,"39,890",,,,,
2016-07-29,"41,995",,,,,
2016-08-01,"42,760",,,,,
2016-08-02,"41,635",,,,,
2016-08-03,"40,860",,,,,
2016-08-04,"41,385",,,,,
2016-08-05,"41,560",,,,,
2016-08-08,"41,560",,,,,
2016-08-09,"42,500",,,,,
2016-08-10,"42,295",,,,,
2016-08-11,"42,590",,,,,
2016-08-12,"42,525",,,,,
2016-08-15,"42,835",,,,,
2016-08-16,"42,295",,,,,
2016-08-17,"41,955",,,,,
2016-08-18,"42,045",,,,,
2016-08-19,"41,780",,,,,
2016-08-22,"42,055",,,,,
2016-08-23,"41,965",,,,,
2016-08-24,"41,905",,,,,
2016-08-25,"41,695",,,,,
2016-08-26,"42,005",,,,,
2016-08-29,"41,885",,,,,
2016-08-30,"41,950",,,,,
2016-08-31,"41,195",,,,,
2016-09-01,"41,715",,,,,
2016-09-02,"42,305",,,,,
2016-09-05,"42,240",,,,,
2016-09-06,"42,380",,,,,
2016-09-07,"43,005",,,,,
2016-09-08,"43,800",,,,,
2016-09-09,"43,605",,,,,
2016-09-12,"43,465",,,,,
2016-09-13,"43,495",,,,,
2016-09-14,"43,675",,,,,
2016-09-15,"44,050",,,,,
2016-09-16,"43,730",,,,,
2016-09-19,"43,950",,,,,
2016-09-20,"43,940",,,,,
2016-09-21,"43,925",,,,,
2016-09-22,"44,500",,,,,
2016-09-23,"44,490",,,,,
2016-09-26,"44,255",,,,,
2016-09-27,"44,200",,,,,
2016-09-28,"44,575",,,,,
2016-09-29,"44,350",,,,,
2016-09-30,"44,470",,,,,
2016-10-03,"44,645",,,,,
2016-10-04,"44,930",,,,,
2016-10-05,"44,310",,,,,
2016-10-06,"44,235",,,,,
2016-10-07,"43,735",,,,,
2016-10-10,"43,700",,,,,
2016-10-11,"43,355",,,,,
2016-10-12,"43,150",,,,,
2016-10-13,"43,080",,,,,
2016-10-14,"43,010",,,,,
2016-10-17,"43,035",,,,,
2016-10-18,"44,000",,,,,
2016-10-19,"44,040",,,,,
2016-10-20,"44,315",,,,,
2016-10-21,"43,810",,,,,
2016-10-24,"43,640",,,,,
2016-10-25,"43,225",,,,,
2016-10-26,"43,000",,,,,
2016-10-27,"42,805",,,,,
2016-10-28,"42,965",,,,,
2016-10-31,"43,000",,,,,
2016-11-01,"42,640",,,,,
2016-11-02,"41,880",,,,,
2016-11-03,"40,955",,,,,
2016-11-04,"41,570",,,,,
2016-11-07,"41,805",,,,,
2016-11-08,"41,735",,,,,
2016-11-09,"42,085",,,,,
2016-11-10,"40,290",,,,,
2016-11-11,"40,305",,,,,
2016-11-14,"39,995",,,,,
2016-11-15,"40,300",,,,,
2016-11-16,"40,950",,,,,
2016-11-17,"41,600",,,,,
2016-11-18,"41,800",,,,,
2016-11-21,"42,125",,,,,
2016-11-22,"41,905",,,,,
2016-11-23,"41,630",,,,,
2016-11-24,"42,315",,,,,
2016-11-25,"42,495",,,,,
2016-11-28,"42,575",,,,,
2016-11-29,"42,875",,,,,
2016-11-30,"42,760",,,,,
2016-12-01,"41,500",,,,,
2016-12-02,"41,590",,,,,
2016-12-05,"41,820",,,,,
2016-12-06,"42,010",,,,,
2016-12-07,"41,830",,,,,
2016-12-08,"42,060",,,,,
2016-12-09,"42,550",,,,,
2016-12-12,"42,115",,,,,
2016-12-13,"42,320",,,,,
2016-12-14,"42,380",,,,,
2016-12-15,"42,940",,,,,
2016-12-16,"42,865",,,,,
2016-12-19,"43,010",,,,,
2016-12-20,"43,440",,,,,
2016-12-21,"43,120",,,,,
2016-12-22,"42,740",,,,,
2016-12-23,"43,180",,,,,
2016-12-27,"43,475",,,,,
2016-12-28,"43,290",,,,,
2016-12-29,"43,475",,,,,
2016-12-30,"43,170",,,,,
2017-01-02,"43,430","18,34","2,54","0,94","7,71","1.865,10"
2017-01-03,"43,505","18,34","2,54","0,94","7,71","1.865,10"
2017-01-04,"43,505","18,34","2,54","0,94","7,71","1.865,10"
2017-01-05,"43,875","18,34","2,54","0,94","7,71","1.865,10"
2017-01-06,"43,620","18,34","2,54","0,94","7,71","1.865,10"
2017-01-09,"43,715","18,34","2,54","0,94","7,71","1.865,10"
2017-01-10,"43,805","18,34","2,54","0,94","7,71","1.865,10"
2017-01-11,"43,750","18,34","2,54","0,94","7,71","1.865,10"
2017-01-12,"44,080","18,34","2,54","0,94","7,71","1.865,10"
2017-01-13,"43,750","18,34","2,54","0,94","7,71","1.865,10"
2017-01-16,"43,520","18,34","2,54","0,94","7,71","1.865,10"
2017-01-17,"43,250","18,34","2,54","0,94","7,71","1.865,10"
2017-01-18,"43,635","18,34","2,54","0,94","7,71","1.865,10"
2017-01-19,"43,565","18,34","2,54","0,94","7,71","1.865,10"
2017-01-20,"43,130","18,34","2,54","0,94","7,71","1.865,10"
2017-01-23,"43,175","18,34","2,54","0,94","7,71","1.865,10"
2017-01-24,"42,975","18,34","2,54","0,94","7,71","1.865,10"
2017-01-25,"43,270","18,34","2,54","0,94","7,71","1.865,10"
2017-01-26,"43,870","18,34","2,54","0,94","7,71","1.865,10"
2017-01-27,"43,770","18,34","2,54","0,94","7,71","1.865,10"
2017-01-30,"42,805","18,34","2,54","0,94","7,71","1.865,10"
2017-01-31,"42,745","18,34","2,54","0,94","7,71","1.865,10"
2017-02-01,"42,580","18,34","2,54","0,94","7,71","1.865,10"
2017-02-02,"43,395","18,34","2,54","0,94","7,71","1.865,10"
2017-02-03,"43,810","18,34","2,54","0,94","7,71","1.865,10"
2017-02-06,"43,595","18,34","2,54","0,94","7,71","1.865,10"
2017-02-07,"43,210","18,34","2,54","0,94","7,71","1.865,10"
2017-02-08,"43,230","18,34","2,54","0,94","7,71","1.865,10"
2017-02-09,"43,100","18,34","2,54","0,94","7,71","1.865,10"
2017-02-10,"42,920","18,34","2,54","0,94","7,71","1.865,10"
2017-02-13,"43,070","18,34","2,54","0,94","7,71","1.865,10"
2017-02-14,"43,105","18,34","2,54","0,94","7,71","1.865,10"
2017-02-15,"42,960","18,34","2,54","0,94","7,71","1.865,10"
2017-02-16,"42,935","18,34","2,54","0,94","7,71","1.865,10"
2017-02-17,"43,300","18,34","2,54","0,94","7,71","1.865,10"
2017-02-20,"43,405","18,34","2,54","0,94","7,71","1.865,10"
2017-02-21,"44,035","18,34","2,54","0,94","7,71","1.865,10"
2017-02-22,"44,210","18,34","2,54","0,94","7,71","1.865,10"
2017-02-23,"43,910","18,34","2,54","0,94","7,71","1.865,10"
2017-02-24,"43,330","18,34","2,54","0,94","7,71","1.865,10"
2017-02-27,"43,750","18,34","2,54","0,94","7,71","1.865,10"
2017-02-28,"43,905","18,34","2,54","0,94","7,71","1.865,10"
2017-03-01,"44,610","18,34","2,54","0,94","7,71","1.865,10"
2017-03-02,"44,550","18,34","2,54","0,94","7,71","1.865,10"
2017-03-03,"44,540","18,34","2,54","0,94","7,71","1.865,10"
2017-03-06,"44,520","18,34","2,54","0,94","7,71","1.865,10"
2017-03-07,"44,575","18,34","2,54","0,94","7,71","1.865,10"
2017-03-08,"44,865","18,34","2,54","0,94","7,71","1.865,10"
2017-03-09,"44,990","18,34","2,54","0,94","7,71","1.865,10"
2017-03-10,"44,855","18,34","2,54","0,94","7,71","1.865,10"
2017-03-13,"45,050","18,34","2,54","0,94","7,71","1.865,10"
2017-03-14,"44,985","18,34","2,54","0,94","7,71","1.865,10"
2017-03-15,"45,520","18,34","2,54","0,94","7,71","1.865,10"
2017-03-16,"45,835","18,34","2,54","0,94","7,71","1.865,10"
2017-03-17,"46,200","18,34","2,54","0,94","7,71","1.865,10"
2017-03-20,"45,900","18,34","2,54","0,94","7,71","1.865,10"
2017-03-21,"45,870","18,34","2,54","0,94","7,71","1.865,10"
2017-03-22,"45,960","18,34","2,54","0,94","7,71","1.865,10"
2017-03-23,"46,260","18,34","2,54","0,94","7,71","1.865,10"
2017-03-24,"46,705","18,34","2,54","0,94","7,71","1.865,10"
2017-03-27,"46,545","18,34","2,54","0,94","7,71","1.865,10"
2017-03-28,"46,980","18,34","2,54","0,94","7,71","1.865,10"
2017-03-29,"47,005","18,34","2,54","0,94","7,71","1.865,10"
2017-03-30,"47,025","18,34","2,54","0,94","7,71","1.865,10"
2017-03-31,"47,560","18,34","2,54","0,94","7,71","1.865,10"
2017-04-03,"47,010","18,34","2,54","0,94","7,71","1.865,10"
2017-04-04,"47,480","18,34","2,54","0,94","7,71","1.865,10"
2017-04-05,"47,830","18,34","2,54","0,94","7,71","1.865,10"
2017-04-06,"48,265","18,34","2,54","0,94","7,71","1.865,10"
2017-04-07,"46,835","18,34","2,54","0,94","7,71","1.865,10"
2017-04-10,"46,625","18,34","2,54","0,94","7,71","1.865,10"
2017-04-11,"46,650","18,34","2,54","0,94","7,71","1.865,10"
2017-04-12,"46,705","18,34","2,54","0,94","7,71","1.865,10"
2017-04-13,"46,700","18,34","2,54","0,94","7,71","1.865,10"
2017-04-18,"46,300","18,34","2,54","0,94","7,71","1.865,10"
2017-04-19,"46,760","18,34","2,54","0,94","7,71","1.865,10"
2017-04-20,"46,880","18,34","2,54","0,94","7,71","1.865,10"
2017-04-21,"46,750","18,34","2,54","0,94","7,71","1.865,10"
2017-04-24,"47,815","18,34","2,54","0,94","7,71","1.865,10"
2017-04-25,"48,140","18,34","2,54","0,94","7,71","1.865,10"
2017-04-26,"48,720","18,34","2,54","0,94","7,71","1.865,10"
2017-04-27,"49,205","18,34","2,54","0,94","7,71","1.865,10"
2017-04-28,"49,500","18,34","2,54","0,94","7,71","1.865,10"
2017-05-02,"50,000","18,34","2,54","0,94","7,71","1.865,10"
2017-05-03,"49,950","18,34","2,54","0,94","7,71","1.865,10"
2017-05-04,"50,690","18,34","2,54","0,94","7,71","1.865,10"
2017-05-05,"51,070","18,34","2,54","0,94","7,71","1.865,10"
2017-05-08,"51,580","18,34","2,54","0,94","7,71","1.865,10"
2017-05-09,"52,450","18,34","2,54","0,94","7,71","1.865,10"
2017-05-10,"52,120","18,34","2,54","0,94","7,71","1.865,10"
2017-05-11,"51,900","18,34","2,54","0,94","7,71","1.865,10"
2017-05-12,"51,910","18,34","2,54","0,94","7,71","1.865,10"
2017-05-15,"51,850","18,34","2,54","0,94","7,71","1.865,10"
2017-05-16,"51,860","18,34","2,54","0,94","7,71","1.865,10"
2017-05-17,"51,140","18,34","2,54","0,94","7,71","1.865,10"
2017-05-18,"51,140","18,34","2,54","0,94","7,71","1.865,10"
2017-05-19,"51,720","18,34","2,54","0,94","7,71","1.865,10"
2017-05-22,"51,730","18,34","2,54","0,94","7,71","1.865,10"
2017-05-23,"52,030","18,34","2,54","0,94","7,71","1.865,10"
2017-05-24,"51,970","18,34","2,54","0,94","7,71","1.865,10"
2017-05-25,"52,430","18,34","2,54","0,94","7,71","1.865,10"
2017-05-26,"50,310","18,34","2,54","0,94","7,71","1.865,10"
2017-05-29,"48,955","18,34","2,54","0,94","7,71","1.865,10"
2017-05-30,"51,000","18,34","2,54","0,94","7,71","1.865,10"
2017-05-31,"51,850","18,34","2,54","0,94","7,71","1.865,10"
2017-06-01,"52,200","18,34","2,54","0,94","7,71","1.865,10"
2017-06-02,"52,620","18,34","2,54","0,94","7,71","1.865,10"
2017-06-05,"52,360","18,34","2,54","0,94","7,71","1.865,10"
2017-06-06,"52,500","18,34","2,54","0,94","7,71","1.865,10"
2017-06-07,"52,680","18,34","2,54","0,94","7,71","1.865,10"
2017-06-08,"52,840","18,34","2,54","0,94","7,71","1.865,10"
2017-06-09,"53,380","18,34","2,54","0,94","7,71","1.865,10"
2017-06-12,"52,540","18,34","2,54","0,94","7,71","1.865,10"
2017-06-13,"53,290","18,34","2,54","0,94","7,71","1.865,10"
2017-06-14,"53,470","18,34","2,54","0,94","7,71","1.865,10"
2017-06-15,"53,080","18,34","2,54","0,94","7,71","1.865,10"
2017-06-16,"54,040","18,34","2,54","0,94","7,71","1.865,10"
2017-06-19,"54,260","18,34","2,54","0,94","7,71","1.865,10"
2017-06-20,"54,590","18,34","2,54","0,94","7,71","1.865,10"
2017-06-21,"53,700","18,34","2,54","0,94","7,71","1.865,10"
2017-06-22,"53,490","18,34","2,54","0,94","7,71","1.865,10"
2017-06-23,"53,780","18,34","2,54","0,94","7,71","1.865,10"
2017-06-26,"53,940","18,34","2,54","0,94","7,71","1.865,10"
2017-06-27,"52,750","18,34","2,54","0,94","7,71","1.865,10"
2017-06-28,"52,530","18,34","2,54","0,94","7,71","1.865,10"
2017-06-29,"51,890","18,34","2,54","0,94","7,71","1.865,10"
2017-06-30,"52,350","18,34","2,54","0,94","7,71","1.865,10"
2017-07-03,"52,460","18,34","2,54","0,94","7,71","1.865,10"
2017-07-04,"52,390","18,34","2,54","0,94","7,71","1.865,10"
2017-07-05,"52,710","18,34","2,54","0,94","7,71","1.865,10"
2017-07-06,"52,460","18,34","2,54","0,94","7,71","1.865,10"
2017-07-07,"53,300","18,34","2,54","0,94","7,71","1.865,10"
2017-07-10,"53,670","18,34","2,54","0,94","7,71","1.865,10"
2017-07-11,"53,260","18,34","2,54","0,94","7,71","1.865,10"
2017-07-12,"54,040","18,34","2,54","0,94","7,71","1.865,10"
2017-07-13,"53,870","18,34","2,54","0,94","7,71","1.865,10"
2017-07-14,"54,270","18,34","2,54","0,94","7,71","1.865,10"
2017-07-17,"55,000","18,34","2,54","0,94","7,71","1.865,10"
2017-07-18,"54,490","18,34","2,54","0,94","7,71","1.865,10"
2017-07-19,"55,200","18,34","2,54","0,94","7,71","1.865,10"
2017-07-20,"54,750","18,34","2,54","0,94","7,71","1.865,10"
2017-07-21,"54,260","18,34","2,54","0,94","7,71","1.865,10"
2017-07-24,"53,690","18,34","2,54","0,94","7,71","1.865,10"
2017-07-25,"53,500","18,34","2,54","0,94","7,71","1.865,10"
2017-07-26,"54,170","18,34","2,54","0,94","7,71","1.865,10"
2017-07-27,"54,660","18,34","2,54","0,94","7,71","1.865,10"
2017-07-28,"52,760","18,34","2,54","0,94","7,71","1.865,10"
2017-07-31,"52,060","18,34","2,54","0,94","7,71","1.865,10"
2017-08-01,"52,270","18,34","2,54","0,94","7,71","1.865,10"
2017-08-02,"51,950","18,34","2,54","0,94","7,71","1.865,10"
2017-08-03,"51,680","18,34","2,54","0,94","7,71","1.865,10"
2017-08-04,"51,880","18,34","2,54","0,94","7,71","1.865,10"
2017-08-07,"51,930","18,34","2,54","0,94","7,71","1.865,10"
2017-08-08,"52,080","18,34","2,54","0,94","7,71","1.865,10"
2017-08-09,"51,850","18,34","2,54","0,94","7,71","1.865,10"
2017-08-10,"51,400","18,34","2,54","0,94","7,71","1.865,10"
2017-08-11,"50,440","18,34","2,54","0,94","7,71","1.865,10"
2017-08-14,"51,200","18,34","2,54","0,94","7,71","1.865,10"
2017-08-15,"51,100","18,34","2,54","0,94","7,71","1.865,10"
2017-08-16,"52,010","18,34","2,54","0,94","7,71","1.865,10"
2017-08-17,"51,830","18,34","2,54","0,94","7,71","1.865,10"
2017-08-18,"51,500","18,34","2,54","0,94","7,71","1.865,10"
2017-08-21,"51,750","18,34","2,54","0,94","7,71","1.865,10"
2017-08-22,"52,060","18,34","2,54","0,94","7,71","1.865,10"
2017-08-23,"51,550","18,34","2,54","0,94","7,71","1.865,10"
2017-08-24,"51,080","18,34","2,54","0,94","7,71","1.865,10"
2017-08-25,"50,510","18,34","2,54","0,94","7,71","1.865,10"
2017-08-28,"50,450","18,34","2,54","0,94","7,71","1.865,10"
2017-08-29,"49,615","18,34","2,54","0,94","7,71","1.865,10"
2017-08-30,"50,070","18,34","2,54","0,94","7,71","1.865,10"
2017-08-31,"52,070","18,34","2,54","0,94","7,71","1.865,10"
2017-09-01,"52,470","18,34","2,54","0,94","7,71","1.865,10"
2017-09-04,"52,310","18,34","2,54","0,94","7,71","1.865,10"
2017-09-05,"52,500","18,34","2,54","0,94","7,71","1.865,10"
2017-09-06,"52,220","18,34","2,54","0,94","7,71","1.865,10"
2017-09-07,"52,570","18,34","2,54","0,94","7,71","1.865,10"
2017-09-08,"52,700","18,34","2,54","0,94","7,71","1.865,10"
2017-09-11,"53,370","18,34","2,54","0,94","7,71","1.865,10"
2017-09-12,"53,300","18,34","2,54","0,94","7,71","1.865,10"
2017-09-13,"54,190","18,34","2,54","0,94","7,71","1.865,10"
2017-09-14,"54,370","18,34","2,54","0,94","7,71","1.865,10"
2017-09-15,"53,970","18,34","2,54","0,94","7,71","1.865,10"
2017-09-18,"54,340","18,34","2,54","0,94","7,71","1.865,10"
2017-09-19,"54,380","18,34","2,54","0,94","7,71","1.865,10"
2017-09-20,"54,470","18,34","2,54","0,94","7,71","1.865,10"
2017-09-21,"54,940","18,34","2,54","0,94","7,71","1.865,10"
2017-09-22,"55,060","18,34","2,54","0,94","7,71","1.865,10"
2017-09-25,"54,740","18,34","2,54","0,94","7,71","1.865,10"
2017-09-26,"54,520","18,34","2,54","0,94","7,71","1.865,10"
2017-09-27,"54,750","18,34","2,54","0,94","7,71","1.865,10"
2017-09-28,"54,420","18,34","2,54","0,94","7,71","1.865,10"
2017-09-29,"54,990","18,34","2,54","0,94","7,71","1.865,10"
2017-10-02,"55,050","18,34","2,54","0,94","7,71","1.865,10"
2017-10-03,"55,250","18,34","2,54","0,94","7,71","1.865,10"
2017-10-04,"53,910","18,34","2,54","0,94","7,71","1.865,10"
2017-10-05,"55,050","18,34","2,54","0,94","7,71","1.865,10"
2017-10-06,"56,070","18,34","2,54","0,94","7,71","1.865,10"
2017-10-09,"56,000","18,34","2,54","0,94","7,71","1.865,10"
2017-10-10,"56,310","18,34","2,54","0,94","7,71","1.865,10"
2017-10-11,"56,770","18,34","2,54","0,94","7,71","1.865,10"
2017-10-12,"57,440","18,34","2,54","0,94","7,71","1.865,10"
2017-10-13,"56,920","18,34","2,54","0,94","7,71","1.865,10"
2017-10-16,"56,840","18,34","2,54","0,94","7,71","1.865,10"
2017-10-17,"56,730","18,34","2,54","0,94","7,71","1.865,10"
2017-10-18,"57,140","18,34","2,54","0,94","7,71","1.865,10"
2017-10-19,"57,060","18,34","2,54","0,94","7,71","1.865,10"
2017-10-20,"56,320","18,34","2,54","0,94","7,71","1.865,10"
2017-10-23,"56,660","18,34","2,54","0,94","7,71","1.865,10"
