fecha,ultimo,apertura,maximo,minimo,vol,variacion
2020-05-29,"46,940","47,900","48,450","46,940","2,86M","-2,96%"
2020-05-28,"48,370","50,740","50,960","48,080","2,09M","-3,45%"
2020-05-27,"50,100","47,500","50,680","47,430","3,46M","6,05%"
2020-05-26,"47,240","46,620","47,630","46,030","2,25M","3,12%"
2020-05-25,"45,810","44,340","46,630","44,270","1,31M","4,73%"
2020-05-22,"43,740","43,660","44,670","42,610","2,10M","-0,59%"
2020-05-21,"44,000","42,600","44,790","42,000","2,08M","1,10%"
2020-05-20,"43,520","42,570","44,060","41,440","2,59M","1,26%"
2020-05-19,"42,980","41,320","42,980","40,970","4,45M","6,18%"
2020-05-18,"40,480","36,000","40,480","35,570","4,79M","14,93%"
2020-05-15,"35,220","37,360","38,100","35,220","1,91M","-5,12%"
2020-05-14,"37,120","36,860","37,120","34,900","2,54M","-0,75%"
2020-05-13,"37,400","37,800","39,300","37,170","1,71M","-2,91%"
2020-05-12,"38,520","40,720","40,720","37,440","2,21M","-1,63%"
2020-05-11,"39,160","41,690","41,690","38,810","1,48M","-3,76%"
2020-05-08,"40,690","40,410","41,630","40,310","2,02M","1,88%"
2020-05-07,"39,940","39,560","39,940","39,130","1,34M","1,06%"
2020-05-06,"39,520","40,580","40,730","39,310","1,55M","-3,61%"
2020-05-05,"41,000","41,630","42,150","40,070","2,16M","-2,15%"
2020-05-04,"41,900","42,430","42,910","41,360","3,04M","-4,60%"
