fecha,per,bpa,rentabilidad_por_dividendo,precio_div_cash_flow,precio_valor_contable,ebitda,b_neto
2020-08-03,"11,48","- 0,32",,"38,7","2,68",797,- 54
2020-08-04,"11,48","- 0,32",,"38,7","2,68",797,- 54
2020-08-06,"11,48","- 0,32",,"38,7","2,68",797,- 54
2020-08-10,"12,07","- 0,3",,"41,73","2,83",784,"- 121,8"
2020-08-11,"12,07","- 0,3",,"41,73","2,83",784,"- 121,8"
2020-08-12,"12,07","- 0,3",,"41,73","2,83",784,"- 121,8"
2020-08-19,"12,49","- 0,31",,"43,9","2,99",797,"- 149,9"
2020-08-24,"12,34","- 0,31",,"43,2","2,94",797,"- 87,38"
2020-08-25,"12,34","- 0,31",,"43,2","2,94",797,"- 87,38"
2020-08-26,"12,34","- 0,31",,"43,2","2,94",797,"- 87,38"
2020-08-27,"12,34","- 0,31",,"43,2","2,94",797,"- 87,38"
2020-08-28,"12,34","- 0,31",,"43,2","2,94",797,"- 87,38"
