fecha,per,bpa,rentabilidad_por_dividendo,precio_div_cash_flow,precio_valor_contable,ebitda,b_neto
2020-04-02,"11,76",9,"6,90","8,41","2,42",2.725,"1.305,34"
2020-04-03,"11,76",9,"6,76","8,41","2,42",2.725,"1.305,34"
2020-04-06,"14,62","7,01","6,31","9,12","2,31","2.102,59","937,47"
2020-04-07,"14,62","7,01","6,03","9,12","2,31","2.102,59","937,47"
2020-04-08,"14,62","7,01","6,04","9,12","2,31","2.102,59","937,47"
2020-04-09,"14,62","7,01","5,70","9,12","2,31","2.102,59","937,47"
2020-04-09,"19,45","6,25","5,70","11,25","2,78","2.087,96","876,49"
2020-04-14,"19,45","6,25","5,54","11,25","2,78","2.087,96","876,49"
2020-04-15,"19,45","6,25","5,77","11,25","2,78","2.087,96","876,49"
2020-04-16,"19,45","6,25","5,70","11,25","2,78","2.087,96","876,49"
2020-04-17,"19,45","6,25","5,66","11,25","2,78","2.087,96","876,49"
2020-04-21,"28,94","4,23","6,18","12,94","2,8",1.714,"628,5"
2020-04-22,"28,94","4,23",,"12,94","2,8",1.714,"628,5"
2020-04-23,"28,94","4,23",,"12,94","2,8",1.714,"628,5"
2020-04-24,"28,94","4,23",,"12,94","2,8",1.714,"628,5"
2020-04-27,"31,91","3,56",,"12,01","2,59",1.615,"577,28"
2020-04-28,"31,91","3,56",,"12,01","2,59",1.615,"577,28"
2020-04-29,"31,91","3,56",,"12,01","2,59",1.615,"577,28"
2020-04-30,"31,91","3,56",,"12,01","2,59",1.615,"577,28"
2020-04-30,"31,91","3,56",,"12,01","2,59",1.615,"577,28"
