fecha,ultimo,apertura,maximo,minimo,vol,variacion
2020-05-29,"128,20","130,00","132,30","127,80","442,13K","-2,88%"
2020-05-28,"132,00","135,40","135,50","129,80","281,21K","-1,12%"
2020-05-27,"133,50","130,00","136,30","129,30","549,20K","3,89%"
2020-05-26,"128,50","123,30","129,30","122,70","258,25K","5,50%"
2020-05-25,"121,80","119,60","123,30","118,60","185,96K","4,91%"
2020-05-22,"116,10","116,00","116,80","112,20","357,04K","1,49%"
2020-05-21,"114,40","111,60","116,40","110,50","234,51K","2,05%"
2020-05-20,"112,10","112,30","112,30","109,20","222,84K","0,09%"
2020-05-19,"112,00","113,60","113,60","108,60","315,73K","-0,18%"
2020-05-18,"112,20","106,00","114,30","105,30","278,54K","7,68%"
2020-05-15,"104,20","104,00","105,30","103,50","258,45K","1,36%"
2020-05-14,"102,80","103,90","106,60","99,25","398,95K","0,78%"
2020-05-13,"102,00","104,40","105,80","102,00","167,30K","-2,49%"
2020-05-12,"104,60","105,30","106,50","104,60","196,18K","-1,04%"
2020-05-11,"105,70","108,00","109,20","105,20","373,18K","-2,04%"
2020-05-08,"107,90","110,50","110,50","107,10","131,46K","-0,92%"
2020-05-07,"108,90","109,00","110,40","107,80","128,09K","0,55%"
2020-05-06,"108,30","107,60","109,60","106,10","317,57K","-0,28%"
2020-05-05,"108,60","110,50","112,10","108,20","580,75K","-0,82%"
2020-05-04,"109,50","111,10","112,40","109,50","256,58K","-5,19%"
