fecha,AENA_ultimo,AENA_per,AENA_bpa,AENA_rentabilidad_por_dividendo,AENA_precio_valor_contable,AENA_ebitda
2015-11-18,"104,00",,,,,
2015-11-19,"104,45",,,,,
2015-11-20,"105,35",,,,,
2015-11-23,"106,55",,,,,
2015-11-24,"103,30",,,,,
2015-11-25,"103,00",,,,,
2015-11-26,"104,45",,,,,
2015-11-27,"104,15",,,,,
2015-11-30,"107,35",,,,,
2015-12-01,"105,80",,,,,
2015-12-02,"104,70",,,,,
2015-12-03,"104,05",,,,,
2015-12-04,"104,65",,,,,
2015-12-07,"105,10",,,,,
2015-12-08,"105,00",,,,,
2015-12-09,"105,50",,,,,
2015-12-10,"106,20",,,,,
2015-12-11,"104,70",,,,,
2015-12-14,"105,10",,,,,
2015-12-15,"106,60",,,,,
2015-12-16,"107,95",,,,,
2015-12-17,"110,10",,,,,
2015-12-18,"108,95",,,,,
2015-12-21,"101,30",,,,,
2015-12-22,"101,35",,,,,
2015-12-23,"104,20",,,,,
2015-12-24,"104,50",,,,,
2015-12-28,"104,00",,,,,
2015-12-29,"105,25",,,,,
2015-12-30,"105,80",,,,,
2015-12-31,"105,40",,,,,
2016-01-04,"104,15",,,,,
2016-01-05,"104,75",,,,,
2016-01-06,"104,20",,,,,
2016-01-07,"102,35",,,,,
2016-01-08,"103,30",,,,,
2016-01-11,"102,80",,,,,
2016-01-12,"103,15",,,,,
2016-01-13,"102,75",,,,,
2016-01-14,"101,20",,,,,
2016-01-15,"98,74",,,,,
2016-01-18,"98,85",,,,,
2016-01-19,"101,15",,,,,
2016-01-20,"96,64",,,,,
2016-01-21,"99,13",,,,,
2016-01-22,"101,25",,,,,
2016-01-25,"101,10",,,,,
2016-01-26,"100,45",,,,,
2016-01-27,"101,20",,,,,
2016-01-28,"99,41",,,,,
2016-01-29,"102,25",,,,,
2016-02-01,"103,55",,,,,
2016-02-02,"103,40",,,,,
2016-02-03,"101,60",,,,,
2016-02-04,"101,75",,,,,
2016-02-05,"101,15",,,,,
2016-02-08,"97,84",,,,,
2016-02-09,"95,63",,,,,
2016-02-10,"97,64",,,,,
2016-02-11,"94,07",,,,,
2016-02-12,"95,56",,,,,
2016-02-15,"97,99",,,,,
2016-02-16,"98,45",,,,,
2016-02-17,"100,10",,,,,
2016-02-18,"102,15",,,,,
2016-02-19,"103,35",,,,,
2016-02-22,"105,30",,,,,
2016-02-23,"104,75",,,,,
2016-02-24,"103,15",,,,,
2016-02-25,"104,40",,,,,
2016-02-26,"104,25",,,,,
2016-02-29,"104,70",,,,,
2016-03-01,"105,65",,,,,
2016-03-02,"104,80",,,,,
2016-03-03,"103,80",,,,,
2016-03-04,"103,85",,,,,
2016-03-07,"103,55",,,,,
2016-03-08,"102,50",,,,,
2016-03-09,"104,00",,,,,
2016-03-10,"103,60",,,,,
2016-03-11,"105,55",,,,,
2016-03-14,"108,05",,,,,
2016-03-15,"108,95",,,,,
2016-03-16,"109,45",,,,,
2016-03-17,"111,05",,,,,
2016-03-18,"112,80",,,,,
2016-03-21,"113,05",,,,,
2016-03-22,"113,50",,,,,
2016-03-23,"114,60",,,,,
2016-03-24,"114,40",,,,,
2016-03-29,"113,95",,,,,
2016-03-30,"114,25",,,,,
2016-03-31,"113,45",,,,,
2016-04-01,"112,85",,,,,
2016-04-04,"113,10",,,,,
2016-04-05,"114,40",,,,,
2016-04-06,"116,85",,,,,
2016-04-07,"115,00",,,,,
2016-04-08,"117,50",,,,,
2016-04-11,"118,20",,,,,
2016-04-12,"118,50",,,,,
2016-04-13,"121,05",,,,,
2016-04-14,"120,35",,,,,
2016-04-15,"120,55",,,,,
2016-04-18,"120,35",,,,,
2016-04-19,"121,05",,,,,
2016-04-20,"121,20",,,,,
2016-04-21,"120,55",,,,,
2016-04-22,"119,40",,,,,
2016-04-25,"120,70",,,,,
2016-04-26,"120,90",,,,,
2016-04-27,"122,95",,,,,
2016-04-28,"125,25",,,,,
2016-04-29,"124,55",,,,,
2016-05-02,"124,65",,,,,
2016-05-03,"124,30",,,,,
2016-05-04,"123,40",,,,,
2016-05-05,"123,75",,,,,
2016-05-06,"122,65",,,,,
2016-05-09,"123,10",,,,,
2016-05-10,"123,70",,,,,
2016-05-11,"121,90",,,,,
2016-05-12,"121,75",,,,,
2016-05-13,"121,65",,,,,
2016-05-16,"122,05",,,,,
2016-05-17,"121,40",,,,,
2016-05-18,"122,25",,,,,
2016-05-19,"121,05",,,,,
2016-05-20,"122,50",,,,,
2016-05-23,"123,30",,,,,
2016-05-24,"124,60",,,,,
2016-05-25,"119,75",,,,,
2016-05-26,"121,05",,,,,
2016-05-27,"122,00",,,,,
2016-05-30,"121,00",,,,,
2016-05-31,"121,35",,,,,
2016-06-01,"120,50",,,,,
2016-06-02,"120,15",,,,,
2016-06-03,"120,25",,,,,
2016-06-06,"120,00",,,,,
2016-06-07,"121,50",,,,,
2016-06-08,"121,40",,,,,
2016-06-09,"121,95",,,,,
2016-06-10,"119,25",,,,,
2016-06-13,"116,20",,,,,
2016-06-14,"115,15",,,,,
2016-06-15,"115,95",,,,,
2016-06-16,"115,05",,,,,
2016-06-17,"117,55",,,,,
2016-06-20,"119,80",,,,,
2016-06-21,"119,05",,,,,
2016-06-22,"119,10",,,,,
2016-06-23,"119,45",,,,,
2016-06-24,"110,00",,,,,
2016-06-27,"107,50",,,,,
2016-06-28,"114,60",,,,,
2016-06-29,"118,85",,,,,
2016-06-30,"118,25",,,,,
2016-07-01,"118,90",,,,,
2016-07-04,"118,95",,,,,
2016-07-05,"119,05",,,,,
2016-07-06,"118,40",,,,,
2016-07-07,"120,20",,,,,
2016-07-08,"123,40",,,,,
2016-07-11,"125,50",,,,,
2016-07-12,"124,05",,,,,
2016-07-13,"124,25",,,,,
2016-07-14,"124,35",,,,,
2016-07-15,"124,80",,,,,
2016-07-18,"125,35",,,,,
2016-07-19,"127,30",,,,,
2016-07-20,"128,40",,,,,
2016-07-21,"128,25",,,,,
2016-07-22,"127,55",,,,,
2016-07-25,"128,20",,,,,
2016-07-26,"127,35",,,,,
2016-07-27,"127,50",,,,,
2016-07-28,"126,80",,,,,
2016-07-29,"129,00",,,,,
2016-08-01,"128,85",,,,,
2016-08-02,"127,70",,,,,
2016-08-03,"127,20",,,,,
2016-08-04,"127,60",,,,,
2016-08-05,"129,00",,,,,
2016-08-08,"127,95",,,,,
2016-08-09,"129,70",,,,,
2016-08-10,"128,25",,,,,
2016-08-11,"128,65",,,,,
2016-08-12,"128,90",,,,,
2016-08-15,"129,00",,,,,
2016-08-16,"126,40",,,,,
2016-08-17,"125,70",,,,,
2016-08-18,"126,85",,,,,
2016-08-19,"127,30",,,,,
2016-08-22,"127,35",,,,,
2016-08-23,"127,40",,,,,
2016-08-24,"127,55",,,,,
2016-08-25,"127,50",,,,,
2016-08-26,"126,60",,,,,
2016-08-29,"127,30",,,,,
2016-08-30,"127,10",,,,,
2016-08-31,"126,75",,,,,
2016-09-01,"127,00",,,,,
2016-09-02,"128,55",,,,,
2016-09-05,"129,35",,,,,
2016-09-06,"130,75",,,,,
2016-09-07,"132,00",,,,,
2016-09-08,"132,80",,,,,
2016-09-09,"130,05",,,,,
2016-09-12,"129,15",,,,,
2016-09-13,"128,55",,,,,
2016-09-14,"129,40",,,,,
2016-09-15,"130,70",,,,,
2016-09-16,"128,10",,,,,
2016-09-19,"129,60",,,,,
2016-09-20,"128,85",,,,,
2016-09-21,"128,65",,,,,
2016-09-22,"131,85",,,,,
2016-09-23,"131,15",,,,,
2016-09-26,"130,55",,,,,
2016-09-27,"131,45",,,,,
2016-09-28,"129,70",,,,,
2016-09-29,"131,85",,,,,
2016-09-30,"131,30",,,,,
2016-10-03,"131,90",,,,,
2016-10-04,"132,65",,,,,
2016-10-05,"130,55",,,,,
2016-10-06,"127,20",,,,,
2016-10-07,"125,85",,,,,
2016-10-10,"127,10",,,,,
2016-10-11,"126,80",,,,,
2016-10-12,"127,15",,,,,
2016-10-13,"127,55",,,,,
2016-10-14,"129,25",,,,,
2016-10-17,"130,45",,,,,
2016-10-18,"130,85",,,,,
2016-10-19,"133,00",,,,,
2016-10-20,"131,50",,,,,
2016-10-21,"132,75",,,,,
2016-10-24,"136,00",,,,,
2016-10-25,"135,95",,,,,
2016-10-26,"132,65",,,,,
2016-10-27,"134,35",,,,,
2016-10-28,"134,95",,,,,
2016-10-31,"133,75",,,,,
2016-11-01,"133,00",,,,,
2016-11-02,"132,20",,,,,
2016-11-03,"129,70",,,,,
2016-11-04,"128,90",,,,,
2016-11-07,"130,60",,,,,
2016-11-08,"129,85",,,,,
2016-11-09,"130,70",,,,,
2016-11-10,"124,45",,,,,
2016-11-11,"124,50",,,,,
2016-11-14,"120,30",,,,,
2016-11-15,"121,20",,,,,
2016-11-16,"122,15",,,,,
2016-11-17,"124,90",,,,,
2016-11-18,"125,10",,,,,
2016-11-21,"125,15",,,,,
2016-11-22,"124,80",,,,,
2016-11-23,"126,15",,,,,
2016-11-24,"126,00",,,,,
2016-11-25,"127,00",,,,,
2016-11-28,"129,20",,,,,
2016-11-29,"127,30",,,,,
2016-11-30,"125,10",,,,,
2016-12-01,"125,40",,,,,
2016-12-02,"125,10",,,,,
2016-12-05,"125,65",,,,,
2016-12-06,"125,95",,,,,
2016-12-07,"127,75",,,,,
2016-12-08,"126,40",,,,,
2016-12-09,"128,70",,,,,
2016-12-12,"130,00",,,,,
2016-12-13,"130,90",,,,,
2016-12-14,"130,90",,,,,
2016-12-15,"132,10",,,,,
2016-12-16,"132,60",,,,,
2016-12-19,"132,35",,,,,
2016-12-20,"131,55",,,,,
2016-12-21,"132,55",,,,,
2016-12-22,"131,40",,,,,
2016-12-23,"132,20",,,,,
2016-12-27,"132,35",,,,,
2016-12-28,"130,00",,,,,
2016-12-29,"130,00",,,,,
2016-12-30,"129,65",,,,,
2017-01-02,"130,85","14,54","8,21","2,46","3,15","2.517,20"
2017-01-03,"131,20","14,54","8,21","2,46","3,15","2.517,20"
2017-01-04,"129,70","14,54","8,21","2,46","3,15","2.517,20"
2017-01-05,"131,60","14,54","8,21","2,46","3,15","2.517,20"
2017-01-06,"131,00","14,54","8,21","2,46","3,15","2.517,20"
2017-01-09,"132,50","14,54","8,21","2,46","3,15","2.517,20"
2017-01-10,"132,80","14,54","8,21","2,46","3,15","2.517,20"
2017-01-11,"134,70","14,54","8,21","2,46","3,15","2.517,20"
2017-01-12,"135,00","14,54","8,21","2,46","3,15","2.517,20"
2017-01-13,"137,20","14,54","8,21","2,46","3,15","2.517,20"
2017-01-16,"136,50","14,54","8,21","2,46","3,15","2.517,20"
2017-01-17,"135,50","14,54","8,21","2,46","3,15","2.517,20"
2017-01-18,"135,00","14,54","8,21","2,46","3,15","2.517,20"
2017-01-19,"134,45","14,54","8,21","2,46","3,15","2.517,20"
2017-01-20,"134,10","14,54","8,21","2,46","3,15","2.517,20"
2017-01-23,"134,30","14,54","8,21","2,46","3,15","2.517,20"
2017-01-24,"134,20","14,54","8,21","2,46","3,15","2.517,20"
2017-01-25,"133,85","14,54","8,21","2,46","3,15","2.517,20"
2017-01-26,"135,35","14,54","8,21","2,46","3,15","2.517,20"
2017-01-27,"137,70","14,54","8,21","2,46","3,15","2.517,20"
2017-01-30,"135,75","14,54","8,21","2,46","3,15","2.517,20"
2017-01-31,"134,35","14,54","8,21","2,46","3,15","2.517,20"
2017-02-01,"133,60","14,54","8,21","2,46","3,15","2.517,20"
2017-02-02,"133,75","14,54","8,21","2,46","3,15","2.517,20"
2017-02-03,"133,35","14,54","8,21","2,46","3,15","2.517,20"
2017-02-06,"132,80","14,54","8,21","2,46","3,15","2.517,20"
2017-02-07,"133,00","14,54","8,21","2,46","3,15","2.517,20"
2017-02-08,"133,50","14,54","8,21","2,46","3,15","2.517,20"
2017-02-09,"134,05","14,54","8,21","2,46","3,15","2.517,20"
2017-02-10,"134,25","14,54","8,21","2,46","3,15","2.517,20"
2017-02-13,"134,85","14,54","8,21","2,46","3,15","2.517,20"
2017-02-14,"134,45","14,54","8,21","2,46","3,15","2.517,20"
2017-02-15,"134,80","14,54","8,21","2,46","3,15","2.517,20"
2017-02-16,"135,00","14,54","8,21","2,46","3,15","2.517,20"
2017-02-17,"135,00","14,54","8,21","2,46","3,15","2.517,20"
2017-02-20,"136,00","14,54","8,21","2,46","3,15","2.517,20"
2017-02-21,"137,75","14,54","8,21","2,46","3,15","2.517,20"
2017-02-22,"133,70","14,54","8,21","2,46","3,15","2.517,20"
2017-02-23,"135,50","14,54","8,21","2,46","3,15","2.517,20"
2017-02-24,"134,95","14,54","8,21","2,46","3,15","2.517,20"
2017-02-27,"135,15","14,54","8,21","2,46","3,15","2.517,20"
2017-02-28,"135,00","14,54","8,21","2,46","3,15","2.517,20"
2017-03-01,"135,45","14,54","8,21","2,46","3,15","2.517,20"
2017-03-02,"135,50","14,54","8,21","2,46","3,15","2.517,20"
2017-03-03,"134,85","14,54","8,21","2,46","3,15","2.517,20"
2017-03-06,"134,90","14,54","8,21","2,46","3,15","2.517,20"
2017-03-07,"134,95","14,54","8,21","2,46","3,15","2.517,20"
2017-03-08,"134,60","14,54","8,21","2,46","3,15","2.517,20"
2017-03-09,"136,30","14,54","8,21","2,46","3,15","2.517,20"
2017-03-10,"135,60","14,54","8,21","2,46","3,15","2.517,20"
2017-03-13,"136,20","14,54","8,21","2,46","3,15","2.517,20"
2017-03-14,"135,50","14,54","8,21","2,46","3,15","2.517,20"
2017-03-15,"136,65","14,54","8,21","2,46","3,15","2.517,20"
2017-03-16,"138,00","14,54","8,21","2,46","3,15","2.517,20"
2017-03-17,"139,10","14,54","8,21","2,46","3,15","2.517,20"
2017-03-20,"139,50","14,54","8,21","2,46","3,15","2.517,20"
2017-03-21,"139,25","14,54","8,21","2,46","3,15","2.517,20"
2017-03-22,"140,25","14,54","8,21","2,46","3,15","2.517,20"
2017-03-23,"141,05","14,54","8,21","2,46","3,15","2.517,20"
2017-03-24,"142,45","14,54","8,21","2,46","3,15","2.517,20"
2017-03-27,"142,80","14,54","8,21","2,46","3,15","2.517,20"
2017-03-28,"144,45","14,54","8,21","2,46","3,15","2.517,20"
2017-03-29,"145,55","14,54","8,21","2,46","3,15","2.517,20"
2017-03-30,"147,00","14,54","8,21","2,46","3,15","2.517,20"
2017-03-31,"148,30","14,54","8,21","2,46","3,15","2.517,20"
2017-04-03,"150,00","14,54","8,21","2,46","3,15","2.517,20"
2017-04-04,"150,25","14,54","8,21","2,46","3,15","2.517,20"
2017-04-05,"151,75","14,54","8,21","2,46","3,15","2.517,20"
2017-04-06,"153,65","14,54","8,21","2,46","3,15","2.517,20"
2017-04-07,"152,60","14,54","8,21","2,46","3,15","2.517,20"
2017-04-10,"151,55","14,54","8,21","2,46","3,15","2.517,20"
2017-04-11,"153,20","14,54","8,21","2,46","3,15","2.517,20"
2017-04-12,"151,65","14,54","8,21","2,46","3,15","2.517,20"
2017-04-13,"152,80","14,54","8,21","2,46","3,15","2.517,20"
2017-04-18,"151,25","14,54","8,21","2,46","3,15","2.517,20"
2017-04-19,"155,40","14,54","8,21","2,46","3,15","2.517,20"
2017-04-20,"154,00","14,54","8,21","2,46","3,15","2.517,20"
2017-04-21,"151,90","14,54","8,21","2,46","3,15","2.517,20"
2017-04-24,"154,90","14,54","8,21","2,46","3,15","2.517,20"
2017-04-25,"154,80","14,54","8,21","2,46","3,15","2.517,20"
2017-04-26,"159,20","14,54","8,21","2,46","3,15","2.517,20"
2017-04-27,"162,00","14,54","8,21","2,46","3,15","2.517,20"
2017-04-28,"162,00","14,54","8,21","2,46","3,15","2.517,20"
2017-05-02,"161,60","14,54","8,21","2,46","3,15","2.517,20"
2017-05-03,"161,85","14,54","8,21","2,46","3,15","2.517,20"
2017-05-04,"163,30","14,54","8,21","2,46","3,15","2.517,20"
2017-05-05,"164,35","14,54","8,21","2,46","3,15","2.517,20"
2017-05-08,"164,35","14,54","8,21","2,46","3,15","2.517,20"
2017-05-09,"164,00","14,54","8,21","2,46","3,15","2.517,20"
2017-05-10,"165,10","14,54","8,21","2,46","3,15","2.517,20"
2017-05-11,"165,60","14,54","8,21","2,46","3,15","2.517,20"
2017-05-12,"167,20","14,54","8,21","2,46","3,15","2.517,20"
2017-05-15,"167,65","14,54","8,21","2,46","3,15","2.517,20"
2017-05-16,"168,00","14,54","8,21","2,46","3,15","2.517,20"
2017-05-17,"167,95","14,54","8,21","2,46","3,15","2.517,20"
2017-05-18,"168,35","14,54","8,21","2,46","3,15","2.517,20"
2017-05-19,"170,30","14,54","8,21","2,46","3,15","2.517,20"
2017-05-22,"170,80","14,54","8,21","2,46","3,15","2.517,20"
2017-05-23,"171,70","14,54","8,21","2,46","3,15","2.517,20"
2017-05-24,"169,75","14,54","8,21","2,46","3,15","2.517,20"
2017-05-25,"172,25","14,54","8,21","2,46","3,15","2.517,20"
2017-05-26,"172,10","14,54","8,21","2,46","3,15","2.517,20"
2017-05-29,"171,60","14,54","8,21","2,46","3,15","2.517,20"
2017-05-30,"176,40","14,54","8,21","2,46","3,15","2.517,20"
2017-05-31,"179,70","14,54","8,21","2,46","3,15","2.517,20"
2017-06-01,"181,40","14,54","8,21","2,46","3,15","2.517,20"
2017-06-02,"182,55","14,54","8,21","2,46","3,15","2.517,20"
2017-06-05,"182,85","14,54","8,21","2,46","3,15","2.517,20"
2017-06-06,"182,30","14,54","8,21","2,46","3,15","2.517,20"
2017-06-07,"182,55","14,54","8,21","2,46","3,15","2.517,20"
2017-06-08,"182,25","14,54","8,21","2,46","3,15","2.517,20"
2017-06-09,"183,70","14,54","8,21","2,46","3,15","2.517,20"
2017-06-12,"178,65","14,54","8,21","2,46","3,15","2.517,20"
2017-06-13,"177,80","14,54","8,21","2,46","3,15","2.517,20"
2017-06-14,"180,80","14,54","8,21","2,46","3,15","2.517,20"
2017-06-15,"178,70","14,54","8,21","2,46","3,15","2.517,20"
2017-06-16,"181,85","14,54","8,21","2,46","3,15","2.517,20"
2017-06-19,"181,60","14,54","8,21","2,46","3,15","2.517,20"
2017-06-20,"180,20","14,54","8,21","2,46","3,15","2.517,20"
2017-06-21,"178,30","14,54","8,21","2,46","3,15","2.517,20"
2017-06-22,"176,75","14,54","8,21","2,46","3,15","2.517,20"
2017-06-23,"174,90","14,54","8,21","2,46","3,15","2.517,20"
2017-06-26,"174,10","14,54","8,21","2,46","3,15","2.517,20"
2017-06-27,"171,50","14,54","8,21","2,46","3,15","2.517,20"
2017-06-28,"173,60","14,54","8,21","2,46","3,15","2.517,20"
2017-06-29,"169,30","14,54","8,21","2,46","3,15","2.517,20"
2017-06-30,"170,85","14,54","8,21","2,46","3,15","2.517,20"
2017-07-03,"169,10","14,54","8,21","2,46","3,15","2.517,20"
2017-07-04,"167,50","14,54","8,21","2,46","3,15","2.517,20"
2017-07-05,"167,05","14,54","8,21","2,46","3,15","2.517,20"
2017-07-06,"164,70","14,54","8,21","2,46","3,15","2.517,20"
2017-07-07,"166,65","14,54","8,21","2,46","3,15","2.517,20"
2017-07-10,"167,30","14,54","8,21","2,46","3,15","2.517,20"
2017-07-11,"166,60","14,54","8,21","2,46","3,15","2.517,20"
2017-07-12,"168,80","14,54","8,21","2,46","3,15","2.517,20"
2017-07-13,"168,70","14,54","8,21","2,46","3,15","2.517,20"
2017-07-14,"170,65","14,54","8,21","2,46","3,15","2.517,20"
2017-07-17,"170,00","14,54","8,21","2,46","3,15","2.517,20"
2017-07-18,"168,10","14,54","8,21","2,46","3,15","2.517,20"
2017-07-19,"171,95","14,54","8,21","2,46","3,15","2.517,20"
2017-07-20,"167,65","14,54","8,21","2,46","3,15","2.517,20"
2017-07-21,"166,40","14,54","8,21","2,46","3,15","2.517,20"
2017-07-24,"165,85","14,54","8,21","2,46","3,15","2.517,20"
2017-07-25,"166,45","14,54","8,21","2,46","3,15","2.517,20"
2017-07-26,"167,85","14,54","8,21","2,46","3,15","2.517,20"
2017-07-27,"166,10","14,54","8,21","2,46","3,15","2.517,20"
2017-07-28,"163,25","14,54","8,21","2,46","3,15","2.517,20"
2017-07-31,"165,25","14,54","8,21","2,46","3,15","2.517,20"
2017-08-01,"165,95","14,54","8,21","2,46","3,15","2.517,20"
2017-08-02,"164,40","14,54","8,21","2,46","3,15","2.517,20"
2017-08-03,"164,30","14,54","8,21","2,46","3,15","2.517,20"
2017-08-04,"165,30","14,54","8,21","2,46","3,15","2.517,20"
2017-08-07,"166,95","14,54","8,21","2,46","3,15","2.517,20"
2017-08-08,"166,65","14,54","8,21","2,46","3,15","2.517,20"
2017-08-09,"166,60","14,54","8,21","2,46","3,15","2.517,20"
2017-08-10,"165,65","14,54","8,21","2,46","3,15","2.517,20"
2017-08-11,"164,35","14,54","8,21","2,46","3,15","2.517,20"
2017-08-14,"166,00","14,54","8,21","2,46","3,15","2.517,20"
2017-08-15,"165,00","14,54","8,21","2,46","3,15","2.517,20"
2017-08-16,"165,00","14,54","8,21","2,46","3,15","2.517,20"
2017-08-17,"165,00","14,54","8,21","2,46","3,15","2.517,20"
2017-08-18,"161,80","14,54","8,21","2,46","3,15","2.517,20"
2017-08-21,"162,20","14,54","8,21","2,46","3,15","2.517,20"
2017-08-22,"163,35","14,54","8,21","2,46","3,15","2.517,20"
2017-08-23,"162,90","14,54","8,21","2,46","3,15","2.517,20"
2017-08-24,"161,70","14,54","8,21","2,46","3,15","2.517,20"
2017-08-25,"162,20","14,54","8,21","2,46","3,15","2.517,20"
2017-08-28,"161,00","14,54","8,21","2,46","3,15","2.517,20"
2017-08-29,"159,95","14,54","8,21","2,46","3,15","2.517,20"
2017-08-30,"161,85","14,54","8,21","2,46","3,15","2.517,20"
2017-08-31,"164,05","14,54","8,21","2,46","3,15","2.517,20"
2017-09-01,"164,00","14,54","8,21","2,46","3,15","2.517,20"
2017-09-04,"163,05","14,54","8,21","2,46","3,15","2.517,20"
2017-09-05,"163,80","14,54","8,21","2,46","3,15","2.517,20"
2017-09-06,"159,20","14,54","8,21","2,46","3,15","2.517,20"
2017-09-07,"158,90","14,54","8,21","2,46","3,15","2.517,20"
2017-09-08,"158,45","14,54","8,21","2,46","3,15","2.517,20"
2017-09-11,"161,05","14,54","8,21","2,46","3,15","2.517,20"
2017-09-12,"158,70","14,54","8,21","2,46","3,15","2.517,20"
2017-09-13,"156,55","14,54","8,21","2,46","3,15","2.517,20"
2017-09-14,"156,75","14,54","8,21","2,46","3,15","2.517,20"
2017-09-15,"156,00","14,54","8,21","2,46","3,15","2.517,20"
2017-09-18,"158,45","14,54","8,21","2,46","3,15","2.517,20"
2017-09-19,"156,00","14,54","8,21","2,46","3,15","2.517,20"
2017-09-20,"155,25","14,54","8,21","2,46","3,15","2.517,20"
2017-09-21,"154,70","14,54","8,21","2,46","3,15","2.517,20"
2017-09-22,"155,30","14,54","8,21","2,46","3,15","2.517,20"
2017-09-25,"154,55","14,54","8,21","2,46","3,15","2.517,20"
2017-09-26,"151,00","14,54","8,21","2,46","3,15","2.517,20"
2017-09-27,"153,85","14,54","8,21","2,46","3,15","2.517,20"
2017-09-28,"153,05","14,54","8,21","2,46","3,15","2.517,20"
2017-09-29,"152,75","14,54","8,21","2,46","3,15","2.517,20"
2017-10-02,"151,70","14,54","8,21","2,46","3,15","2.517,20"
2017-10-03,"151,30","14,54","8,21","2,46","3,15","2.517,20"
2017-10-04,"147,75","14,54","8,21","2,46","3,15","2.517,20"
2017-10-05,"151,45","14,54","8,21","2,46","3,15","2.517,20"
2017-10-06,"151,50","14,54","8,21","2,46","3,15","2.517,20"
2017-10-09,"150,95","14,54","8,21","2,46","3,15","2.517,20"
2017-10-10,"151,00","14,54","8,21","2,46","3,15","2.517,20"
2017-10-11,"151,15","14,54","8,21","2,46","3,15","2.517,20"
2017-10-12,"151,80","14,54","8,21","2,46","3,15","2.517,20"
2017-10-13,"152,10","14,54","8,21","2,46","3,15","2.517,20"
2017-10-16,"151,15","14,54","8,21","2,46","3,15","2.517,20"
2017-10-17,"152,10","14,54","8,21","2,46","3,15","2.517,20"
2017-10-18,"153,70","14,54","8,21","2,46","3,15","2.517,20"
2017-10-19,"153,15","14,54","8,21","2,46","3,15","2.517,20"
2017-10-20,"153,65","14,54","8,21","2,46","3,15","2.517,20"
2017-10-23,"151,60","14,54","8,21","2,46","3,15","2.517,20"
2017-10-24,"153,00","14,54","8,21","2,46","3,15","2.517,20"
2017-10-25,"150,05","14,54","8,21","2,46","3,15","2.517,20"
2017-10-26,"154,00","14,54","8,21","2,46","3,15","2.517,20"
2017-10-27,"151,55","14,54","8,21","2,46","3,15","2.517,20"
2017-10-30,"153,95","14,54","8,21","2,46","3,15","2.517,20"
2017-10-31,"157,50","14,54","8,21","2,46","3,15","2.517,20"
2017-11-01,"158,65","14,54","8,21","2,46","3,15","2.517,20"
2017-11-02,"159,00","14,54","8,21","2,46","3,15","2.517,20"
2017-11-03,"159,90","14,54","8,21","2,46","3,15","2.517,20"
2017-11-06,"160,65","14,54","8,21","2,46","3,15","2.517,20"
2017-11-07,"159,60","14,54","8,21","2,46","3,15","2.517,20"
2017-11-08,"162,50","14,54","8,21","2,46","3,15","2.517,20"
2017-11-09,"162,85","14,54","8,21","2,46","3,15","2.517,20"
2017-11-10,"160,00","14,54","8,21","2,46","3,15","2.517,20"
2017-11-13,"159,80","14,54","8,21","2,46","3,15","2.517,20"
2017-11-14,"159,40","14,54","8,21","2,46","3,15","2.517,20"
2017-11-15,"158,55","14,54","8,21","2,46","3,15","2.517,20"
2017-11-16,"160,85","14,54","8,21","2,46","3,15","2.517,20"
2017-11-17,"160,30","14,54","8,21","2,46","3,15","2.517,20"
2017-11-20,"159,90","14,54","8,21","2,46","3,15","2.517,20"
2017-11-21,"160,50","14,54","8,21","2,46","3,15","2.517,20"
2017-11-22,"161,05","14,54","8,21","2,46","3,15","2.517,20"
2017-11-23,"161,50","14,54","8,21","2,46","3,15","2.517,20"
2017-11-24,"161,45","14,54","8,21","2,46","3,15","2.517,20"
2017-11-27,"161,90","14,54","8,21","2,46","3,15","2.517,20"
2017-11-28,"164,00","14,54","8,21","2,46","3,15","2.517,20"
2017-11-29,"169,40","14,54","8,21","2,46","3,15","2.517,20"
2017-11-30,"167,15","14,54","8,21","2,46","3,15","2.517,20"
2017-12-01,"166,50","14,54","8,21","2,46","3,15","2.517,20"
2017-12-04,"169,40","14,54","8,21","2,46","3,15","2.517,20"
2017-12-05,"168,55","14,54","8,21","2,46","3,15","2.517,20"
2017-12-06,"170,00","14,54","8,21","2,46","3,15","2.517,20"
2017-12-07,"169,30","14,54","8,21","2,46","3,15","2.517,20"
2017-12-08,"168,70","14,54","8,21","2,46","3,15","2.517,20"
2017-12-11,"168,00","14,54","8,21","2,46","3,15","2.517,20"
2017-12-12,"170,00","14,54","8,21","2,46","3,15","2.517,20"
2017-12-13,"169,60","14,54","8,21","2,46","3,15","2.517,20"
2017-12-14,"169,25","14,54","8,21","2,46","3,15","2.517,20"
2017-12-15,"169,85","14,54","8,21","2,46","3,15","2.517,20"
2017-12-18,"170,70","14,54","8,21","2,46","3,15","2.517,20"
2017-12-19,"171,60","14,54","8,21","2,46","3,15","2.517,20"
2017-12-20,"171,90","14,54","8,21","2,46","3,15","2.517,20"
2017-12-21,"172,75","14,54","8,21","2,46","3,15","2.517,20"
2017-12-22,"169,45","14,54","8,21","2,46","3,15","2.517,20"
2017-12-27,"170,05","14,54","8,21","2,46","3,15","2.517,20"
2017-12-28,"170,60","14,54","8,21","2,46","3,15","2.517,20"
2017-12-29,"169,00","14,54","8,21","2,46","3,15","2.517,20"
2018-01-02,"170,50","13,49","8,85","4,99","2,97","2.656,59"
2018-01-03,"172,40","13,49","8,85","4,99","2,97","2.656,59"
2018-01-04,"175,40","13,49","8,85","4,99","2,97","2.656,59"
