per,precio_div_cash_flow,precio_valor_contable,roe,dividendo_neto_por_accion,rentabilidad_por_dividendo,b_neto,ebitda,bpa
"7,10","0,00","0,44","6,19","0,15","3,61","1.705,00","0,00","0,26"
