fecha,ultimo,apertura,maximo,minimo,vol,variacion
2020-07-31,"1,820","1,906","1,945","1,811",,"-5,21%"
2020-07-30,"1,920","2,011","2,013","1,841","25,12M","-4,24%"
2020-07-29,"2,005","2,059","2,068","1,991","10,60M","-2,24%"
2020-07-28,"2,051","2,021","2,068","2,016","16,19M","1,48%"
2020-07-27,"2,021","2,095","2,100","2,009","16,01M","-4,08%"
2020-07-24,"2,107","2,080","2,135","2,077","11,50M","0,24%"
2020-07-23,"2,102","2,129","2,130","2,081","25,06M","-0,76%"
2020-07-22,"2,118","2,110","2,131","2,101","10,11M","0,47%"
2020-07-21,"2,108","2,146","2,205","2,103","19,59M","0,00%"
2020-07-20,"2,108","2,080","2,109","2,052","10,24M","1,05%"
2020-07-17,"2,086","2,070","2,097","2,047","14,87M","0,29%"
2020-07-16,"2,080","2,078","2,102","2,061","23,60M","-0,34%"
2020-07-15,"2,087","2,080","2,112","2,042","20,44M","1,16%"
2020-07-14,"2,063","2,028","2,069","2,014","11,66M","0,83%"
2020-07-13,"2,046","2,034","2,062","2,010","10,85M","2,61%"
2020-07-10,"1,994","1,938","2,004","1,934","8,20M","2,18%"
2020-07-09,"1,952","1,990","2,008","1,948","8,16M","-1,21%"
2020-07-08,"1,975","1,994","2,013","1,964","9,86M","-1,96%"
2020-07-07,"2,015","2,040","2,060","2,015","10,99M","-3,03%"
2020-07-06,"2,078","2,030","2,091","2,023","17,77M","6,07%"
2020-07-03,"1,959","1,990","1,991","1,949","12,79M","-1,58%"
2020-07-02,"1,990","1,913","2,005","1,911","15,66M","5,93%"
2020-07-01,"1,879","1,901","1,920","1,866","8,68M","-1,13%"
