fecha,ultimo,apertura,maximo,minimo,vol,variacion
2020-06-30,"1,901","1,920","1,938","1,867","10,92M","-0,86%"
2020-06-29,"1,917","1,850","1,938","1,830","11,06M","3,85%"
2020-06-26,"1,846","1,904","1,910","1,846","13,58M","-2,20%"
2020-06-25,"1,888","1,836","1,890","1,812","15,13M","1,78%"
2020-06-24,"1,855","1,934","1,950","1,855","10,37M","-3,91%"
2020-06-23,"1,930","1,922","1,972","1,898","20,12M","2,01%"
2020-06-22,"1,892","1,898","1,929","1,880","10,47M","-1,28%"
2020-06-19,"1,916","1,960","1,964","1,890","38,92M","-0,93%"
2020-06-18,"1,934","1,947","1,982","1,900","19,04M","-0,79%"
2020-06-17,"1,950","1,952","1,994","1,933","15,39M","-0,10%"
2020-06-16,"1,952","1,967","1,982","1,904","20,32M","3,61%"
2020-06-15,"1,884","1,775","1,910","1,759","19,26M","1,37%"
2020-06-12,"1,859","1,832","1,923","1,824","18,81M","-0,27%"
2020-06-11,"1,863","1,860","1,910","1,830","61,90M","-4,02%"
2020-06-10,"1,941","1,985","2,017","1,931","16,28M","-0,94%"
2020-06-09,"1,960","2,023","2,048","1,924","27,40M","-4,62%"
2020-06-08,"2,055","2,032","2,112","2,010","30,95M","0,24%"
2020-06-05,"2,050","1,960","2,050","1,950","30,49M","7,56%"
2020-06-04,"1,906","1,890","1,944","1,852","33,71M","-0,50%"
2020-06-03,"1,916","1,844","1,916","1,834","25,28M","5,68%"
2020-06-02,"1,813","1,742","1,839","1,734","24,54M","4,11%"
