fecha,ultimo,apertura,maximo,minimo,vol,variacion
2020-03-31,"1,700","1,712","1,719","1,663","17,55M","1,71%"
2020-03-30,"1,671","1,730","1,734","1,641","47,38M","-4,97%"
2020-03-27,"1,759","1,814","1,840","1,739","15,57M","-5,89%"
2020-03-26,"1,869","1,738","1,869","1,711","19,63M","4,15%"
2020-03-25,"1,794","1,766","1,825","1,710","20,50M","5,31%"
2020-03-24,"1,704","1,695","1,704","1,628","24,23M","6,23%"
2020-03-23,"1,604","1,625","1,704","1,592","23,53M","-4,78%"
2020-03-20,"1,684","1,839","1,897","1,657","32,84M","-5,47%"
2020-03-19,"1,782","1,719","1,822","1,689","22,25M","8,00%"
2020-03-18,"1,650","1,670","1,740","1,610","24,90M","-1,79%"
2020-03-17,"1,680","1,740","1,750","1,600","33,71M","5,00%"
2020-03-16,"1,600","1,730","1,740","1,560","54,86M","-11,60%"
2020-03-13,"1,810","2,050","2,050","1,760","35,92M","3,43%"
2020-03-12,"1,750","2,000","2,020","1,740","73,65M","-15,87%"
2020-03-11,"2,080","2,020","2,130","2,020","35,85M","4,52%"
2020-03-10,"1,990","2,040","2,130","1,960","41,81M","-0,50%"
2020-03-09,"2,000","2,100","2,110","1,970","45,52M","-8,26%"
2020-03-06,"2,180","2,190","2,210","2,140","45,15M","-2,68%"
2020-03-05,"2,240","2,360","2,360","2,210","56,97M","-3,86%"
2020-03-04,"2,330","2,420","2,460","2,300","37,59M","-3,72%"
2020-03-03,"2,420","2,360","2,510","2,340","51,89M","3,86%"
2020-03-02,"2,330","2,360","2,370","2,240","27,85M","0,43%"
