fecha,CABK_ultimo,CABK_per,CABK_bpa,CABK_rentabilidad_por_dividendo,CABK_precio_valor_contable,CABK_ebitda
2016-05-12,"2,360",,,,,
2016-05-13,"2,360",,,,,
2016-05-16,"2,370",,,,,
2016-05-17,"2,380",,,,,
2016-05-18,"2,390",,,,,
2016-05-19,"2,410",,,,,
2016-05-20,"2,420",,,,,
2016-05-23,"2,400",,,,,
2016-05-24,"2,460",,,,,
2016-05-25,"2,610",,,,,
2016-05-26,"2,500",,,,,
2016-05-27,"2,460",,,,,
2016-05-30,"2,450",,,,,
2016-05-31,"2,430",,,,,
2016-06-01,"2,420",,,,,
2016-06-02,"2,460",,,,,
2016-06-03,"2,370",,,,,
2016-06-06,"2,380",,,,,
2016-06-07,"2,400",,,,,
2016-06-08,"2,340",,,,,
2016-06-09,"2,300",,,,,
2016-06-10,"2,180",,,,,
2016-06-13,"2,110",,,,,
2016-06-14,"2,060",,,,,
2016-06-15,"2,060",,,,,
2016-06-16,"2,040",,,,,
2016-06-17,"2,140",,,,,
2016-06-20,"2,220",,,,,
2016-06-21,"2,200",,,,,
2016-06-22,"2,240",,,,,
2016-06-23,"2,320",,,,,
2016-06-24,"1,900",,,,,
2016-06-27,"1,870",,,,,
2016-06-28,"1,930",,,,,
2016-06-29,"1,960",,,,,
2016-06-30,"1,940",,,,,
2016-07-01,"1,990",,,,,
2016-07-04,"1,980",,,,,
2016-07-05,"1,940",,,,,
2016-07-06,"1,910",,,,,
2016-07-07,"1,940",,,,,
2016-07-08,"2,000",,,,,
2016-07-11,"2,020",,,,,
2016-07-12,"2,110",,,,,
2016-07-13,"2,140",,,,,
2016-07-14,"2,160",,,,,
2016-07-15,"2,150",,,,,
2016-07-18,"2,160",,,,,
2016-07-19,"2,160",,,,,
2016-07-20,"2,180",,,,,
2016-07-21,"2,220",,,,,
2016-07-22,"2,180",,,,,
2016-07-25,"2,180",,,,,
2016-07-26,"2,170",,,,,
2016-07-27,"2,200",,,,,
2016-07-28,"2,120",,,,,
2016-07-29,"2,220",,,,,
2016-08-01,"2,190",,,,,
2016-08-02,"2,070",,,,,
2016-08-03,"2,090",,,,,
2016-08-04,"2,160",,,,,
2016-08-05,"2,240",,,,,
2016-08-08,"2,280",,,,,
2016-08-09,"2,310",,,,,
2016-08-10,"2,390",,,,,
2016-08-11,"2,390",,,,,
2016-08-12,"2,400",,,,,
2016-08-15,"2,400",,,,,
2016-08-16,"2,370",,,,,
2016-08-17,"2,320",,,,,
2016-08-18,"2,300",,,,,
2016-08-19,"2,260",,,,,
2016-08-22,"2,280",,,,,
2016-08-23,"2,310",,,,,
2016-08-24,"2,350",,,,,
2016-08-25,"2,320",,,,,
2016-08-26,"2,340",,,,,
2016-08-29,"2,320",,,,,
2016-08-30,"2,350",,,,,
2016-08-31,"2,380",,,,,
2016-09-01,"2,380",,,,,
2016-09-02,"2,420",,,,,
2016-09-05,"2,420",,,,,
2016-09-06,"2,370",,,,,
2016-09-07,"2,420",,,,,
2016-09-08,"2,470",,,,,
2016-09-09,"2,510",,,,,
2016-09-12,"2,450",,,,,
2016-09-13,"2,410",,,,,
2016-09-14,"2,400",,,,,
2016-09-15,"2,460",,,,,
2016-09-16,"2,430",,,,,
2016-09-19,"2,390",,,,,
2016-09-20,"2,370",,,,,
2016-09-21,"2,390",,,,,
2016-09-22,"2,320",,,,,
2016-09-23,"2,230",,,,,
2016-09-26,"2,190",,,,,
2016-09-27,"2,170",,,,,
2016-09-28,"2,170",,,,,
2016-09-29,"2,190",,,,,
2016-09-30,"2,220",,,,,
2016-10-03,"2,210",,,,,
2016-10-04,"2,220",,,,,
2016-10-05,"2,290",,,,,
2016-10-06,"2,340",,,,,
2016-10-07,"2,360",,,,,
2016-10-10,"2,330",,,,,
2016-10-11,"2,310",,,,,
2016-10-12,"2,330",,,,,
2016-10-13,"2,300",,,,,
2016-10-14,"2,370",,,,,
2016-10-17,"2,430",,,,,
2016-10-18,"2,480",,,,,
2016-10-19,"2,500",,,,,
2016-10-20,"2,570",,,,,
2016-10-21,"2,580",,,,,
2016-10-24,"2,700",,,,,
2016-10-25,"2,680",,,,,
2016-10-26,"2,680",,,,,
2016-10-27,"2,700",,,,,
2016-10-28,"2,720",,,,,
2016-10-31,"2,720",,,,,
2016-11-01,"2,680",,,,,
2016-11-02,"2,640",,,,,
2016-11-03,"2,690",,,,,
2016-11-04,"2,650",,,,,
2016-11-07,"2,720",,,,,
2016-11-08,"2,750",,,,,
2016-11-09,"2,820",,,,,
2016-11-10,"2,880",,,,,
2016-11-11,"2,840",,,,,
2016-11-14,"2,900",,,,,
2016-11-15,"2,900",,,,,
2016-11-16,"2,830",,,,,
2016-11-17,"2,850",,,,,
2016-11-18,"2,800",,,,,
2016-11-21,"2,790",,,,,
2016-11-22,"2,790",,,,,
2016-11-23,"2,810",,,,,
2016-11-24,"2,800",,,,,
2016-11-25,"2,780",,,,,
2016-11-28,"2,720",,,,,
2016-11-29,"2,720",,,,,
2016-11-30,"2,740",,,,,
2016-12-01,"2,790",,,,,
2016-12-02,"2,770",,,,,
2016-12-05,"2,860",,,,,
2016-12-06,"3,060",,,,,
2016-12-07,"3,120",,,,,
2016-12-08,"3,240",,,,,
2016-12-09,"3,240",,,,,
2016-12-12,"3,230",,,,,
2016-12-13,"3,270",,,,,
2016-12-14,"3,130",,,,,
2016-12-15,"3,200",,,,,
2016-12-16,"3,230",,,,,
2016-12-19,"3,190",,,,,
2016-12-20,"3,220",,,,,
2016-12-21,"3,190",,,,,
2016-12-22,"3,190",,,,,
2016-12-23,"3,180",,,,,
2016-12-27,"3,170",,,,,
2016-12-28,"3,150",,,,,
2016-12-29,"3,140",,,,,
