fecha,CABK_ultimo,CABK_per,CABK_bpa,CABK_rentabilidad_por_dividendo,CABK_precio_valor_contable,CABK_ebitda
2016-12-30,"3,140",,,,,
2017-01-02,"3,190","6,59","0,28","3,64","0,45","0,00"
2017-01-03,"3,290","6,59","0,28","3,64","0,45","0,00"
2017-01-04,"3,270","6,59","0,28","3,64","0,45","0,00"
2017-01-05,"3,310","6,59","0,28","3,64","0,45","0,00"
2017-01-06,"3,310","6,59","0,28","3,64","0,45","0,00"
2017-01-09,"3,290","6,59","0,28","3,64","0,45","0,00"
2017-01-10,"3,300","6,59","0,28","3,64","0,45","0,00"
2017-01-11,"3,280","6,59","0,28","3,64","0,45","0,00"
2017-01-12,"3,270","6,59","0,28","3,64","0,45","0,00"
2017-01-13,"3,350","6,59","0,28","3,64","0,45","0,00"
2017-01-16,"3,290","6,59","0,28","3,64","0,45","0,00"
2017-01-17,"3,250","6,59","0,28","3,64","0,45","0,00"
2017-01-18,"3,250","6,59","0,28","3,64","0,45","0,00"
2017-01-19,"3,320","6,59","0,28","3,64","0,45","0,00"
2017-01-20,"3,320","6,59","0,28","3,64","0,45","0,00"
2017-01-23,"3,290","6,59","0,28","3,64","0,45","0,00"
2017-01-24,"3,340","6,59","0,28","3,64","0,45","0,00"
2017-01-25,"3,560","6,59","0,28","3,64","0,45","0,00"
2017-01-26,"3,500","6,59","0,28","3,64","0,45","0,00"
2017-01-27,"3,500","6,59","0,28","3,64","0,45","0,00"
2017-01-30,"3,400","6,59","0,28","3,64","0,45","0,00"
2017-01-31,"3,380","6,59","0,28","3,64","0,45","0,00"
2017-02-01,"3,400","6,59","0,28","3,64","0,45","0,00"
2017-02-02,"3,500","6,59","0,28","3,64","0,45","0,00"
2017-02-03,"3,540","6,59","0,28","3,64","0,45","0,00"
2017-02-06,"3,460","6,59","0,28","3,64","0,45","0,00"
2017-02-07,"3,400","6,59","0,28","3,64","0,45","0,00"
2017-02-08,"3,360","6,59","0,28","3,64","0,45","0,00"
2017-02-09,"3,390","6,59","0,28","3,64","0,45","0,00"
2017-02-10,"3,330","6,59","0,28","3,64","0,45","0,00"
2017-02-13,"3,360","6,59","0,28","3,64","0,45","0,00"
2017-02-14,"3,370","6,59","0,28","3,64","0,45","0,00"
2017-02-15,"3,400","6,59","0,28","3,64","0,45","0,00"
2017-02-16,"3,410","6,59","0,28","3,64","0,45","0,00"
2017-02-17,"3,370","6,59","0,28","3,64","0,45","0,00"
2017-02-20,"3,360","6,59","0,28","3,64","0,45","0,00"
2017-02-21,"3,400","6,59","0,28","3,64","0,45","0,00"
2017-02-22,"3,330","6,59","0,28","3,64","0,45","0,00"
2017-02-23,"3,270","6,59","0,28","3,64","0,45","0,00"
2017-02-24,"3,210","6,59","0,28","3,64","0,45","0,00"
2017-02-27,"3,230","6,59","0,28","3,64","0,45","0,00"
2017-02-28,"3,300","6,59","0,28","3,64","0,45","0,00"
2017-03-01,"3,400","6,59","0,28","3,64","0,45","0,00"
2017-03-02,"3,390","6,59","0,28","3,64","0,45","0,00"
2017-03-03,"3,470","6,59","0,28","3,64","0,45","0,00"
2017-03-06,"3,480","6,59","0,28","3,64","0,45","0,00"
2017-03-07,"3,450","6,59","0,28","3,64","0,45","0,00"
2017-03-08,"3,490","6,59","0,28","3,64","0,45","0,00"
2017-03-09,"3,620","6,59","0,28","3,64","0,45","0,00"
2017-03-10,"3,760","6,59","0,28","3,64","0,45","0,00"
2017-03-13,"3,760","6,59","0,28","3,64","0,45","0,00"
2017-03-14,"3,730","6,59","0,28","3,64","0,45","0,00"
2017-03-15,"3,820","6,59","0,28","3,64","0,45","0,00"
2017-03-16,"3,870","6,59","0,28","3,64","0,45","0,00"
2017-03-17,"3,880","6,59","0,28","3,64","0,45","0,00"
2017-03-20,"3,850","6,59","0,28","3,64","0,45","0,00"
2017-03-21,"3,850","6,59","0,28","3,64","0,45","0,00"
2017-03-22,"3,890","6,59","0,28","3,64","0,45","0,00"
2017-03-23,"3,920","6,59","0,28","3,64","0,45","0,00"
2017-03-24,"3,920","6,59","0,28","3,64","0,45","0,00"
2017-03-27,"3,910","6,59","0,28","3,64","0,45","0,00"
2017-03-28,"4,000","6,59","0,28","3,64","0,45","0,00"
2017-03-29,"3,980","6,59","0,28","3,64","0,45","0,00"
2017-03-30,"4,030","6,59","0,28","3,64","0,45","0,00"
2017-03-31,"4,030","6,59","0,28","3,64","0,45","0,00"
2017-04-03,"3,930","6,59","0,28","3,64","0,45","0,00"
2017-04-04,"3,940","6,59","0,28","3,64","0,45","0,00"
2017-04-05,"3,980","6,59","0,28","3,64","0,45","0,00"
2017-04-06,"4,040","6,59","0,28","3,64","0,45","0,00"
2017-04-07,"4,050","6,59","0,28","3,64","0,45","0,00"
2017-04-10,"3,930","6,59","0,28","3,64","0,45","0,00"
2017-04-11,"3,820","6,59","0,28","3,64","0,45","0,00"
2017-04-12,"3,750","6,59","0,28","3,64","0,45","0,00"
2017-04-13,"3,740","6,59","0,28","3,64","0,45","0,00"
2017-04-18,"3,700","6,59","0,28","3,64","0,45","0,00"
2017-04-19,"3,830","6,59","0,28","3,64","0,45","0,00"
2017-04-20,"3,850","6,59","0,28","3,64","0,45","0,00"
2017-04-21,"3,920","6,59","0,28","3,64","0,45","0,00"
2017-04-24,"4,100","6,59","0,28","3,64","0,45","0,00"
2017-04-25,"4,150","6,59","0,28","3,64","0,45","0,00"
2017-04-26,"4,120","6,59","0,28","3,64","0,45","0,00"
2017-04-27,"4,030","6,59","0,28","3,64","0,45","0,00"
2017-04-28,"4,170","6,59","0,28","3,64","0,45","0,00"
2017-05-02,"4,210","6,59","0,28","3,64","0,45","0,00"
2017-05-03,"4,220","6,59","0,28","3,64","0,45","0,00"
2017-05-04,"4,390","6,59","0,28","3,64","0,45","0,00"
2017-05-05,"4,430","6,59","0,28","3,64","0,45","0,00"
2017-05-08,"4,320","6,59","0,28","3,64","0,45","0,00"
2017-05-09,"4,250","6,59","0,28","3,64","0,45","0,00"
2017-05-10,"4,260","6,59","0,28","3,64","0,45","0,00"
2017-05-11,"4,250","6,59","0,28","3,64","0,45","0,00"
2017-05-12,"4,200","6,59","0,28","3,64","0,45","0,00"
2017-05-15,"4,280","6,59","0,28","3,64","0,45","0,00"
2017-05-16,"4,330","6,59","0,28","3,64","0,45","0,00"
2017-05-17,"4,160","6,59","0,28","3,64","0,45","0,00"
2017-05-18,"4,170","6,59","0,28","3,64","0,45","0,00"
2017-05-19,"4,220","6,59","0,28","3,64","0,45","0,00"
2017-05-22,"4,160","6,59","0,28","3,64","0,45","0,00"
2017-05-23,"4,270","6,59","0,28","3,64","0,45","0,00"
2017-05-24,"4,270","6,59","0,28","3,64","0,45","0,00"
2017-05-25,"4,230","6,59","0,28","3,64","0,45","0,00"
2017-05-26,"4,230","6,59","0,28","3,64","0,45","0,00"
2017-05-29,"4,210","6,59","0,28","3,64","0,45","0,00"
2017-05-30,"4,160","6,59","0,28","3,64","0,45","0,00"
2017-05-31,"4,200","6,59","0,28","3,64","0,45","0,00"
2017-06-01,"4,140","6,59","0,28","3,64","0,45","0,00"
2017-06-02,"4,120","6,59","0,28","3,64","0,45","0,00"
2017-06-05,"4,120","6,59","0,28","3,64","0,45","0,00"
2017-06-06,"4,090","6,59","0,28","3,64","0,45","0,00"
2017-06-07,"4,160","6,59","0,28","3,64","0,45","0,00"
2017-06-08,"4,120","6,59","0,28","3,64","0,45","0,00"
2017-06-09,"4,190","6,59","0,28","3,64","0,45","0,00"
2017-06-12,"4,110","6,59","0,28","3,64","0,45","0,00"
2017-06-13,"4,100","6,59","0,28","3,64","0,45","0,00"
2017-06-14,"4,010","6,59","0,28","3,64","0,45","0,00"
2017-06-15,"4,060","6,59","0,28","3,64","0,45","0,00"
2017-06-16,"4,090","6,59","0,28","3,64","0,45","0,00"
2017-06-19,"4,180","6,59","0,28","3,64","0,45","0,00"
2017-06-20,"4,130","6,59","0,28","3,64","0,45","0,00"
2017-06-21,"4,130","6,59","0,28","3,64","0,45","0,00"
2017-06-22,"4,110","6,59","0,28","3,64","0,45","0,00"
2017-06-23,"4,030","6,59","0,28","3,64","0,45","0,00"
2017-06-26,"4,080","6,59","0,28","3,64","0,45","0,00"
2017-06-27,"4,210","6,59","0,28","3,64","0,45","0,00"
2017-06-28,"4,300","6,59","0,28","3,64","0,45","0,00"
2017-06-29,"4,260","6,59","0,28","3,64","0,45","0,00"
2017-06-30,"4,180","6,59","0,28","3,64","0,45","0,00"
2017-07-03,"4,350","6,59","0,28","3,64","0,45","0,00"
2017-07-04,"4,360","6,59","0,28","3,64","0,45","0,00"
2017-07-05,"4,310","6,59","0,28","3,64","0,45","0,00"
2017-07-06,"4,340","6,59","0,28","3,64","0,45","0,00"
2017-07-07,"4,250","6,59","0,28","3,64","0,45","0,00"
2017-07-10,"4,270","6,59","0,28","3,64","0,45","0,00"
2017-07-11,"4,230","6,59","0,28","3,64","0,45","0,00"
2017-07-12,"4,250","6,59","0,28","3,64","0,45","0,00"
2017-07-13,"4,320","6,59","0,28","3,64","0,45","0,00"
2017-07-14,"4,320","6,59","0,28","3,64","0,45","0,00"
2017-07-17,"4,320","6,59","0,28","3,64","0,45","0,00"
2017-07-18,"4,210","6,59","0,28","3,64","0,45","0,00"
2017-07-19,"4,200","6,59","0,28","3,64","0,45","0,00"
2017-07-20,"4,250","6,59","0,28","3,64","0,45","0,00"
2017-07-21,"4,190","6,59","0,28","3,64","0,45","0,00"
2017-07-24,"4,240","6,59","0,28","3,64","0,45","0,00"
2017-07-25,"4,330","6,59","0,28","3,64","0,45","0,00"
2017-07-26,"4,350","6,59","0,28","3,64","0,45","0,00"
2017-07-27,"4,350","6,59","0,28","3,64","0,45","0,00"
2017-07-28,"4,440","6,59","0,28","3,64","0,45","0,00"
2017-07-31,"4,420","6,59","0,28","3,64","0,45","0,00"
2017-08-01,"4,450","6,59","0,28","3,64","0,45","0,00"
2017-08-02,"4,420","6,59","0,28","3,64","0,45","0,00"
2017-08-03,"4,430","6,59","0,28","3,64","0,45","0,00"
2017-08-04,"4,460","6,59","0,28","3,64","0,45","0,00"
2017-08-07,"4,490","6,59","0,28","3,64","0,45","0,00"
2017-08-08,"4,500","6,59","0,28","3,64","0,45","0,00"
2017-08-09,"4,430","6,59","0,28","3,64","0,45","0,00"
2017-08-10,"4,380","6,59","0,28","3,64","0,45","0,00"
2017-08-11,"4,320","6,59","0,28","3,64","0,45","0,00"
2017-08-14,"4,390","6,59","0,28","3,64","0,45","0,00"
2017-08-15,"4,420","6,59","0,28","3,64","0,45","0,00"
2017-08-16,"4,470","6,59","0,28","3,64","0,45","0,00"
2017-08-17,"4,390","6,59","0,28","3,64","0,45","0,00"
2017-08-18,"4,410","6,59","0,28","3,64","0,45","0,00"
2017-08-21,"4,360","6,59","0,28","3,64","0,45","0,00"
2017-08-22,"4,390","6,59","0,28","3,64","0,45","0,00"
2017-08-23,"4,360","6,59","0,28","3,64","0,45","0,00"
2017-08-24,"4,390","6,59","0,28","3,64","0,45","0,00"
2017-08-25,"4,360","6,59","0,28","3,64","0,45","0,00"
2017-08-28,"4,350","6,59","0,28","3,64","0,45","0,00"
2017-08-29,"4,260","6,59","0,28","3,64","0,45","0,00"
2017-08-30,"4,290","6,59","0,28","3,64","0,45","0,00"
2017-08-31,"4,340","6,59","0,28","3,64","0,45","0,00"
2017-09-01,"4,380","6,59","0,28","3,64","0,45","0,00"
2017-09-04,"4,320","6,59","0,28","3,64","0,45","0,00"
2017-09-05,"4,210","6,59","0,28","3,64","0,45","0,00"
2017-09-06,"4,120","6,59","0,28","3,64","0,45","0,00"
2017-09-07,"4,110","6,59","0,28","3,64","0,45","0,00"
2017-09-08,"4,170","6,59","0,28","3,64","0,45","0,00"
2017-09-11,"4,250","6,59","0,28","3,64","0,45","0,00"
2017-09-12,"4,270","6,59","0,28","3,64","0,45","0,00"
2017-09-13,"4,340","6,59","0,28","3,64","0,45","0,00"
2017-09-14,"4,330","6,59","0,28","3,64","0,45","0,00"
2017-09-15,"4,320","6,59","0,28","3,64","0,45","0,00"
2017-09-18,"4,270","6,59","0,28","3,64","0,45","0,00"
2017-09-19,"4,230","6,59","0,28","3,64","0,45","0,00"
2017-09-20,"4,150","6,59","0,28","3,64","0,45","0,00"
2017-09-21,"4,240","6,59","0,28","3,64","0,45","0,00"
2017-09-22,"4,270","6,59","0,28","3,64","0,45","0,00"
2017-09-25,"4,110","6,59","0,28","3,64","0,45","0,00"
2017-09-26,"4,120","6,59","0,28","3,64","0,45","0,00"
2017-09-27,"4,300","6,59","0,28","3,64","0,45","0,00"
2017-09-28,"4,240","6,59","0,28","3,64","0,45","0,00"
2017-09-29,"4,240","6,59","0,28","3,64","0,45","0,00"
2017-10-02,"4,050","6,59","0,28","3,64","0,45","0,00"
2017-10-03,"4,120","6,59","0,28","3,64","0,45","0,00"
2017-10-04,"3,910","6,59","0,28","3,64","0,45","0,00"
2017-10-05,"4,110","6,59","0,28","3,64","0,45","0,00"
2017-10-06,"4,080","6,59","0,28","3,64","0,45","0,00"
2017-10-09,"4,140","6,59","0,28","3,64","0,45","0,00"
2017-10-10,"4,050","6,59","0,28","3,64","0,45","0,00"
2017-10-11,"4,060","6,59","0,28","3,64","0,45","0,00"
2017-10-12,"4,070","6,59","0,28","3,64","0,45","0,00"
2017-10-13,"4,040","6,59","0,28","3,64","0,45","0,00"
2017-10-16,"3,970","6,59","0,28","3,64","0,45","0,00"
2017-10-17,"3,950","6,59","0,28","3,64","0,45","0,00"
2017-10-18,"3,940","6,59","0,28","3,64","0,45","0,00"
