fecha,per,bpa,rentabilidad_por_dividendo,precio_div_cash_flow,precio_valor_contable,ebitda,b_neto
2020-04-02,"50,04","0,45","3,46","33,27","4,13","549,85","326,78"
2020-04-03,"50,04","0,45","3,53","33,27","4,13","549,85","326,78"
2020-04-06,"49,34","0,41","3,34","30,42","3,77",550,"326,78"
2020-04-07,"49,34","0,41","3,16","30,42","3,77",550,"326,78"
2020-04-08,"49,34","0,41","3,21","30,42","3,77",550,"326,78"
2020-04-09,"49,34","0,41","3,11","30,42","3,77",550,"326,78"
2020-04-09,"57,37","0,4","3,11","34,51","4,28",550,"326,78"
2020-04-14,"57,37","0,4","2,98","34,51","4,28",550,"326,78"
2020-04-15,"57,37","0,4","3,06","34,51","4,28",550,"326,78"
2020-04-16,"57,37","0,4","3,09","34,51","4,28",550,"326,78"
2020-04-17,"57,37","0,4","3,06","34,51","4,28",550,"326,78"
2020-04-21,"62,34","0,38","3,17","35,05","4,35","541,98","307,56"
2020-04-22,"62,34","0,38","3,21","35,05","4,35","541,98","307,56"
2020-04-23,"62,34","0,38","3,16","35,05","4,35","541,98","307,56"
2020-04-24,"62,34","0,38","3,27","35,05","4,35","541,98","307,56"
2020-04-27,"71,75","0,31","3,29","55,2","4,11","536,96","307,56"
2020-04-28,"71,75","0,31","3,24","55,2","4,11","536,96","307,56"
2020-04-29,"71,75","0,31","3,15","55,2","4,11","536,96","307,56"
2020-04-30,"71,75","0,31","3,15","55,2","4,11","536,96","307,56"
2020-04-30,"71,75","0,31","3,15","55,2","4,11","536,96","307,56"
