fecha,ultimo,apertura,maximo,minimo,vol,variacion
2020-04-30,"22,800","22,920","23,110","22,620","2,37M","-0,18%"
2020-04-29,"22,840","22,360","22,840","22,010","962,51K","2,93%"
2020-04-28,"22,190","21,580","22,490","21,580","998,84K","1,56%"
2020-04-27,"21,850","22,440","22,710","21,770","601,39K","-0,68%"
2020-04-24,"22,000","22,300","22,700","21,890","1,22M","-3,30%"
2020-04-23,"22,750","22,340","22,910","22,340","572,88K","1,56%"
2020-04-22,"22,400","22,520","22,690","22,180","2,90M","-1,37%"
2020-04-21,"22,710","22,840","23,250","22,650","2,71M","-1,86%"
2020-04-20,"23,140","23,550","23,570","22,700","939,45K","-1,36%"
2020-04-17,"23,460","23,740","23,950","23,360","770,79K","0,69%"
2020-04-16,"23,300","23,750","23,850","23,290","1,06M","-0,85%"
2020-04-15,"23,500","23,740","24,050","23,180","1,68M","-2,65%"
2020-04-14,"24,140","23,700","24,320","23,220","1,96M","4,50%"
2020-04-09,"23,100","22,730","23,310","22,390","1,58M","3,22%"
2020-04-08,"22,380","22,550","22,920","22,110","1,04M","-1,54%"
2020-04-07,"22,730","21,920","23,000","21,920","1,46M","5,52%"
2020-04-06,"21,540","21,000","21,540","20,670","4,99M","5,80%"
2020-04-03,"20,360","20,600","20,790","20,330","1,72M","-1,93%"
2020-04-02,"20,760","20,770","21,380","20,320","950,67K","-0,62%"
2020-04-01,"20,890","21,280","21,460","20,630","1,30M","-4,48%"
