fecha,ultimo,apertura,maximo,minimo,vol,variacion
2020-07-31,"20,860","21,320","21,610","20,765",,"-2,02%"
2020-07-30,"21,290","21,890","21,890","21,160","922,63K","-3,23%"
2020-07-29,"22,000","21,600","22,120","21,260","2,99M","0,82%"
2020-07-28,"21,820","22,180","22,460","21,800","4,09M","-0,82%"
2020-07-27,"22,000","22,310","22,400","21,890","1,33M","-1,79%"
2020-07-24,"22,400","22,900","22,950","22,330","815,07K","-2,57%"
2020-07-23,"22,990","23,410","23,470","22,950","7,28M","-1,54%"
2020-07-22,"23,350","23,220","23,390","23,070","2,46M","0,43%"
2020-07-21,"23,250","23,030","23,560","23,030","1,18M","1,93%"
2020-07-20,"22,810","22,990","23,010","22,710","1,02M","-0,52%"
2020-07-17,"22,930","23,150","23,400","22,620","1,31M","-2,30%"
2020-07-16,"23,470","23,380","23,780","23,330","907,48K","0,00%"
2020-07-15,"23,470","23,380","23,720","23,310","1,40M","1,47%"
2020-07-14,"23,130","23,380","23,380","23,010","1,09M","-1,66%"
2020-07-13,"23,520","23,410","23,750","23,080","3,39M","1,34%"
2020-07-10,"23,210","23,000","23,320","22,910","741,24K","0,39%"
2020-07-09,"23,120","23,580","23,600","23,100","1,05M","-1,24%"
2020-07-08,"23,410","23,980","23,990","23,410","984,66K","-2,78%"
2020-07-07,"24,080","24,030","24,170","23,880","2,02M","-0,66%"
2020-07-06,"24,240","24,790","24,790","24,220","678,68K","0,58%"
2020-07-03,"24,100","24,210","24,250","24,000","2,12M","-0,41%"
2020-07-02,"24,200","23,680","24,530","23,610","1,42M","2,98%"
2020-07-01,"23,500","23,560","23,790","23,380","1,22M","-0,84%"
