fecha,ultimo,apertura,maximo,minimo,vol,variacion
2020-05-29,"4,241","4,280","4,344","4,210","42,28M","-2,24%"
2020-05-28,"4,338","4,208","4,366","4,173","43,98M","4,35%"
2020-05-27,"4,157","4,081","4,253","4,062","33,28M","2,36%"
2020-05-26,"4,061","4,239","4,256","4,028","26,28M","-3,88%"
2020-05-25,"4,225","4,131","4,255","4,110","52,87M","3,05%"
2020-05-22,"4,100","4,065","4,217","4,050","37,01M","-0,29%"
2020-05-21,"4,112","3,958","4,149","3,928","30,19M","2,42%"
2020-05-20,"4,015","3,910","4,015","3,761","39,91M","2,95%"
2020-05-19,"3,900","4,362","4,378","3,881","49,43M","-9,43%"
2020-05-18,"4,306","4,258","4,333","4,243","22,07M","2,65%"
2020-05-15,"4,195","4,243","4,290","4,179","16,13M","-0,99%"
2020-05-14,"4,237","4,139","4,254","4,111","14,56M","1,34%"
2020-05-13,"4,181","4,307","4,317","4,172","21,62M","-3,20%"
2020-05-12,"4,319","4,188","4,355","4,164","15,96M","2,96%"
2020-05-11,"4,195","4,265","4,267","4,134","9,05M","-0,47%"
2020-05-08,"4,215","4,359","4,359","4,175","14,85M","-1,61%"
2020-05-07,"4,284","4,450","4,470","4,175","18,65M","0,07%"
2020-05-06,"4,281","4,380","4,398","4,281","11,65M","-2,26%"
2020-05-05,"4,380","4,400","4,428","4,296","31,42M","1,88%"
2020-05-04,"4,299","4,250","4,380","4,190","28,34M","2,85%"
