fecha,ultimo,apertura,maximo,minimo,vol,variacion
2020-03-31,"4,174","4,167","4,198","4,051","18,76M","0,86%"
2020-03-30,"4,138","4,080","4,173","4,000","17,72M","0,22%"
2020-03-27,"4,129","4,235","4,235","4,047","37,80M","-3,45%"
2020-03-26,"4,277","4,350","4,369","4,170","34,90M","-3,90%"
2020-03-25,"4,450","4,640","4,640","4,300","21,44M","-1,40%"
2020-03-24,"4,513","4,376","4,513","4,260","22,08M","6,94%"
2020-03-23,"4,220","4,261","4,390","4,168","21,54M","-3,91%"
2020-03-20,"4,391","4,839","4,850","4,300","41,24M","-5,62%"
2020-03-19,"4,653","4,449","4,790","4,390","43,42M","7,06%"
2020-03-18,"4,346","4,295","4,835","4,050","37,69M","0,18%"
2020-03-17,"4,338","3,888","4,413","3,652","31,49M","17,82%"
2020-03-16,"3,682","3,872","3,879","3,533","56,22M","-5,20%"
2020-03-13,"3,884","4,000","4,280","3,724","39,19M","2,21%"
2020-03-12,"3,800","4,165","4,237","3,783","67,38M","-14,01%"
2020-03-11,"4,419","4,478","4,639","4,370","35,21M","0,18%"
2020-03-10,"4,411","4,671","4,811","4,400","35,56M","-3,96%"
2020-03-09,"4,593","4,779","4,915","4,593","48,90M","-9,82%"
2020-03-06,"5,093","5,100","5,163","5,023","25,59M","-1,98%"
2020-03-05,"5,196","5,401","5,410","5,160","24,77M","-3,53%"
2020-03-04,"5,386","5,301","5,392","5,257","27,98M","1,95%"
2020-03-03,"5,283","5,400","5,447","5,260","42,61M","-1,12%"
2020-03-02,"5,343","5,480","5,486","5,243","27,64M","-0,32%"
