per,precio_div_cash_flow,precio_valor_contable,roe,dividendo_neto_por_accion,rentabilidad_por_dividendo,b_neto,ebitda,bpa
"5,62","1,64","1,21","21,55","0,40","5,73","3.132,00","16.365,95","0,75"
