fecha,per,bpa,rentabilidad_por_dividendo,precio_div_cash_flow,precio_valor_contable,ebitda,b_neto
2020-06-01,"9,53","0,21","4,83",0,"0,34",0,3.385
2020-06-02,"9,53","0,21","4,62",0,"0,34",0,3.385
2020-06-03,"9,53","0,21","4,48",0,"0,34",0,3.385
2020-06-04,"9,53","0,21","4,41",0,"0,34",0,3.385
2020-06-05,"9,53","0,21","3,96",0,"0,34",0,3.385
2020-06-08,"11,82","0,21","3,91",0,"0,42",0,3.385
2020-06-09,"11,82","0,21","4,00",0,"0,42",0,3.385
2020-06-10,"11,82","0,21","4,11",0,"0,42",0,3.385
2020-06-11,"11,82","0,21","4,54",0,"0,42",0,3.385
2020-06-12,"11,82","0,21","4,52",0,"0,42",0,3.385
2020-06-15,,,"4,65",,,,
2020-06-16,"10,35","0,21","4,44",0,"0,37",0,3.385
2020-06-17,"10,35","0,21","4,45",0,"0,37",0,3.385
2020-06-18,"10,35","0,21","4,57",0,"0,37",0,3.385
2020-06-19,"10,35","0,21","4,64",0,"0,37",0,3.385
2020-06-22,"10,62","0,2","4,70",0,"0,36",0,3.385
2020-06-23,"10,62","0,2","4,48",0,"0,36",0,3.385
2020-06-24,"10,62","0,2","4,68",0,"0,36",0,3.385
2020-06-25,"10,62","0,2","4,57",0,"0,36",0,3.385
2020-06-26,"10,62","0,2","4,71",0,"0,36",0,3.385
2020-06-29,"10,47","0,2","4,53",0,"0,36",0,"3.394,9"
2020-06-30,"10,47","0,2","4,60",0,"0,36",0,"3.394,9"
