fecha,ultimo,apertura,maximo,minimo,vol,variacion
2020-05-29,"2,037","2,099","2,111","2,016","90,12M","-4,45%"
2020-05-28,"2,132","2,150","2,170","2,072","80,74M","-0,81%"
2020-05-27,"2,150","2,080","2,159","2,070","156,25M","4,88%"
2020-05-26,"2,050","1,982","2,053","1,972","99,76M","5,86%"
2020-05-25,"1,937","1,930","1,947","1,902","34,66M","2,15%"
2020-05-22,"1,896","1,835","1,931","1,813","68,51M","2,02%"
2020-05-21,"1,858","1,857","1,900","1,835","75,29M","-1,41%"
2020-05-20,"1,885","1,820","1,886","1,776","84,29M","3,38%"
2020-05-19,"1,823","1,980","2,008","1,792","132,75M","-5,58%"
2020-05-18,"1,931","1,873","1,933","1,842","63,14M","5,30%"
2020-05-15,"1,834","1,889","1,903","1,816","62,94M","-2,00%"
2020-05-14,"1,871","1,860","1,899","1,800","106,73M","-0,13%"
2020-05-13,"1,874","1,922","1,934","1,874","56,25M","-4,14%"
2020-05-12,"1,955","1,920","1,982","1,920","35,88M","0,67%"
2020-05-11,"1,942","2,020","2,058","1,933","44,20M","-2,82%"
2020-05-08,"1,998","1,964","2,008","1,942","31,15M","1,99%"
2020-05-07,"1,959","1,940","1,972","1,930","39,12M","1,16%"
2020-05-06,"1,937","1,989","2,001","1,926","47,59M","-2,73%"
2020-05-05,"1,991","2,006","2,040","1,954","61,98M","1,61%"
2020-05-04,"1,959","1,994","2,010","1,949","72,22M","-3,83%"
