fecha,SAN_ultimo,SAN_per,SAN_bpa,SAN_rentabilidad_por_dividendo,SAN_precio_valor_contable,SAN_ebitda
2016-01-14,"3,973",,,,,
2016-01-15,"3,865",,,,,
2016-01-18,"3,817",,,,,
2016-01-19,"3,793",,,,,
2016-01-20,"3,610",,,,,
2016-01-21,"3,720",,,,,
2016-01-22,"3,885",,,,,
2016-01-25,"3,727",,,,,
2016-01-26,"3,857",,,,,
2016-01-27,"3,850",,,,,
2016-01-28,"3,712",,,,,
2016-01-29,"3,804",,,,,
2016-02-01,"3,679",,,,,
2016-02-02,"3,490",,,,,
2016-02-03,"3,348",,,,,
2016-02-04,"3,537",,,,,
2016-02-05,"3,624",,,,,
2016-02-08,"3,399",,,,,
2016-02-09,"3,268",,,,,
2016-02-10,"3,436",,,,,
2016-02-11,"3,200",,,,,
2016-02-12,"3,366",,,,,
2016-02-15,"3,489",,,,,
2016-02-16,"3,483",,,,,
2016-02-17,"3,632",,,,,
2016-02-18,"3,494",,,,,
2016-02-19,"3,383",,,,,
2016-02-22,"3,552",,,,,
2016-02-23,"3,491",,,,,
2016-02-24,"3,325",,,,,
2016-02-25,"3,408",,,,,
2016-02-26,"3,563",,,,,
2016-02-29,"3,628",,,,,
2016-03-01,"3,704",,,,,
2016-03-02,"3,913",,,,,
2016-03-03,"3,913",,,,,
2016-03-04,"3,985",,,,,
2016-03-07,"3,967",,,,,
2016-03-08,"4,005",,,,,
2016-03-09,"3,974",,,,,
2016-03-10,"4,017",,,,,
2016-03-11,"4,304",,,,,
2016-03-14,"4,364",,,,,
2016-03-15,"4,171",,,,,
2016-03-16,"4,072",,,,,
2016-03-17,"4,103",,,,,
2016-03-18,"4,140",,,,,
2016-03-21,"4,094",,,,,
2016-03-22,"4,032",,,,,
2016-03-23,"3,945",,,,,
2016-03-24,"3,857",,,,,
2016-03-29,"3,835",,,,,
2016-03-30,"3,844",,,,,
2016-03-31,"3,745",,,,,
2016-04-01,"3,669",,,,,
2016-04-04,"3,655",,,,,
2016-04-05,"3,529",,,,,
2016-04-06,"3,518",,,,,
2016-04-07,"3,457",,,,,
2016-04-08,"3,541",,,,,
2016-04-11,"3,607",,,,,
2016-04-12,"3,647",,,,,
2016-04-13,"3,923",,,,,
2016-04-14,"3,953",,,,,
2016-04-15,"3,922",,,,,
2016-04-18,"3,989",,,,,
2016-04-19,"4,030",,,,,
2016-04-20,"4,176",,,,,
2016-04-21,"4,293",,,,,
2016-04-22,"4,322",,,,,
2016-04-25,"4,234",,,,,
2016-04-26,"4,376",,,,,
2016-04-27,"4,444",,,,,
2016-04-28,"4,473",,,,,
2016-04-29,"4,274",,,,,
2016-05-02,"4,227",,,,,
2016-05-03,"4,022",,,,,
2016-05-04,"3,923",,,,,
2016-05-05,"3,906",,,,,
2016-05-06,"3,931",,,,,
2016-05-09,"3,829",,,,,
2016-05-10,"3,940",,,,,
2016-05-11,"3,905",,,,,
2016-05-12,"3,894",,,,,
2016-05-13,"3,926",,,,,
2016-05-16,"3,922",,,,,
2016-05-17,"3,932",,,,,
2016-05-18,"3,993",,,,,
2016-05-19,"3,951",,,,,
2016-05-20,"4,007",,,,,
2016-05-23,"3,937",,,,,
2016-05-24,"4,047",,,,,
2016-05-25,"4,293",,,,,
2016-05-26,"4,213",,,,,
2016-05-27,"4,254",,,,,
2016-05-30,"4,267",,,,,
2016-05-31,"4,148",,,,,
2016-06-01,"4,033",,,,,
2016-06-02,"4,064",,,,,
2016-06-03,"3,918",,,,,
2016-06-06,"3,947",,,,,
2016-06-07,"4,004",,,,,
2016-06-08,"3,949",,,,,
2016-06-09,"3,931",,,,,
2016-06-10,"3,733",,,,,
2016-06-13,"3,602",,,,,
2016-06-14,"3,505",,,,,
2016-06-15,"3,563",,,,,
2016-06-16,"3,538",,,,,
2016-06-17,"3,679",,,,,
2016-06-20,"3,825",,,,,
2016-06-21,"3,891",,,,,
2016-06-22,"3,915",,,,,
2016-06-23,"4,084",,,,,
2016-06-24,"3,272",,,,,
2016-06-27,"3,190",,,,,
2016-06-28,"3,246",,,,,
2016-06-29,"3,361",,,,,
2016-06-30,"3,315",,,,,
2016-07-01,"3,387",,,,,
2016-07-04,"3,371",,,,,
2016-07-05,"3,271",,,,,
2016-07-06,"3,210",,,,,
2016-07-07,"3,239",,,,,
2016-07-08,"3,406",,,,,
2016-07-11,"3,450",,,,,
2016-07-12,"3,675",,,,,
2016-07-13,"3,600",,,,,
2016-07-14,"3,697",,,,,
2016-07-15,"3,685",,,,,
2016-07-18,"3,679",,,,,
2016-07-19,"3,638",,,,,
2016-07-20,"3,684",,,,,
2016-07-21,"3,733",,,,,
2016-07-22,"3,749",,,,,
2016-07-25,"3,663",,,,,
2016-07-26,"3,629",,,,,
2016-07-27,"3,735",,,,,
2016-07-28,"3,587",,,,,
2016-07-29,"3,668",,,,,
2016-08-01,"3,583",,,,,
2016-08-02,"3,392",,,,,
2016-08-03,"3,379",,,,,
2016-08-04,"3,473",,,,,
2016-08-05,"3,581",,,,,
2016-08-08,"3,644",,,,,
2016-08-09,"3,683",,,,,
2016-08-10,"3,696",,,,,
2016-08-11,"3,723",,,,,
2016-08-12,"3,714",,,,,
2016-08-15,"3,716",,,,,
2016-08-16,"3,683",,,,,
2016-08-17,"3,590",,,,,
2016-08-18,"3,595",,,,,
2016-08-19,"3,519",,,,,
2016-08-22,"3,542",,,,,
2016-08-23,"3,643",,,,,
2016-08-24,"3,732",,,,,
2016-08-25,"3,722",,,,,
2016-08-26,"3,756",,,,,
2016-08-29,"3,741",,,,,
2016-08-30,"3,797",,,,,
2016-08-31,"3,886",,,,,
2016-09-01,"3,904",,,,,
2016-09-02,"3,965",,,,,
2016-09-05,"3,986",,,,,
2016-09-06,"3,934",,,,,
2016-09-07,"3,992",,,,,
2016-09-08,"4,082",,,,,
2016-09-09,"4,061",,,,,
2016-09-12,"3,955",,,,,
2016-09-13,"3,847",,,,,
2016-09-14,"3,796",,,,,
2016-09-15,"3,825",,,,,
2016-09-16,"3,750",,,,,
2016-09-19,"3,786",,,,,
2016-09-20,"3,748",,,,,
2016-09-21,"3,840",,,,,
2016-09-22,"3,927",,,,,
2016-09-23,"3,800",,,,,
2016-09-26,"3,722",,,,,
2016-09-27,"3,706",,,,,
2016-09-28,"3,754",,,,,
2016-09-29,"3,789",,,,,
2016-09-30,"3,789",,,,,
2016-10-03,"3,787",,,,,
2016-10-04,"3,794",,,,,
2016-10-05,"3,850",,,,,
2016-10-06,"3,889",,,,,
2016-10-07,"3,810",,,,,
2016-10-10,"3,823",,,,,
2016-10-11,"3,824",,,,,
2016-10-12,"3,839",,,,,
2016-10-13,"3,756",,,,,
2016-10-14,"3,888",,,,,
2016-10-17,"3,877",,,,,
2016-10-18,"3,968",,,,,
2016-10-19,"4,056",,,,,
2016-10-20,"4,155",,,,,
2016-10-21,"4,199",,,,,
2016-10-24,"4,356",,,,,
2016-10-25,"4,307",,,,,
2016-10-26,"4,324",,,,,
2016-10-27,"4,401",,,,,
2016-10-28,"4,382",,,,,
2016-10-31,"4,342",,,,,
2016-11-01,"4,258",,,,,
2016-11-02,"4,180",,,,,
2016-11-03,"4,224",,,,,
2016-11-04,"4,167",,,,,
2016-11-07,"4,241",,,,,
2016-11-08,"4,280",,,,,
2016-11-09,"4,289",,,,,
2016-11-10,"4,295",,,,,
2016-11-11,"4,122",,,,,
2016-11-14,"4,191",,,,,
2016-11-15,"4,237",,,,,
2016-11-16,"4,192",,,,,
2016-11-17,"4,215",,,,,
2016-11-18,"4,137",,,,,
2016-11-21,"4,141",,,,,
2016-11-22,"4,199",,,,,
2016-11-23,"4,202",,,,,
2016-11-24,"4,175",,,,,
2016-11-25,"4,149",,,,,
2016-11-28,"4,083",,,,,
2016-11-29,"4,133",,,,,
2016-11-30,"4,183",,,,,
2016-12-01,"4,211",,,,,
2016-12-02,"4,161",,,,,
2016-12-05,"4,219",,,,,
2016-12-06,"4,432",,,,,
2016-12-07,"4,542",,,,,
2016-12-08,"4,781",,,,,
2016-12-09,"4,727",,,,,
2016-12-12,"4,745",,,,,
2016-12-13,"4,803",,,,,
2016-12-14,"4,741",,,,,
2016-12-15,"4,847",,,,,
2016-12-16,"4,881",,,,,
2016-12-19,"4,768",,,,,
2016-12-20,"4,844",,,,,
2016-12-21,"4,823",,,,,
2016-12-22,"4,803",,,,,
2016-12-23,"4,823",,,,,
2016-12-27,"4,804",,,,,
2016-12-28,"4,779",,,,,
2016-12-29,"4,754",,,,,
2016-12-30,"4,819",,,,,
2017-01-02,"4,849","4,60","0,46","4,23","0,36","0,00"
2017-01-03,"4,966","4,60","0,46","4,23","0,36","0,00"
2017-01-04,"4,989","4,60","0,46","4,23","0,36","0,00"
2017-01-05,"5,003","4,60","0,46","4,23","0,36","0,00"
2017-01-06,"5,031","4,60","0,46","4,23","0,36","0,00"
2017-01-09,"4,975","4,60","0,46","4,23","0,36","0,00"
2017-01-10,"4,970","4,60","0,46","4,23","0,36","0,00"
2017-01-11,"4,927","4,60","0,46","4,23","0,36","0,00"
2017-01-12,"4,918","4,60","0,46","4,23","0,36","0,00"
2017-01-13,"5,003","4,60","0,46","4,23","0,36","0,00"
2017-01-16,"4,922","4,60","0,46","4,23","0,36","0,00"
2017-01-17,"4,899","4,60","0,46","4,23","0,36","0,00"
2017-01-18,"4,916","4,60","0,46","4,23","0,36","0,00"
2017-01-19,"4,943","4,60","0,46","4,23","0,36","0,00"
2017-01-20,"4,988","4,60","0,46","4,23","0,36","0,00"
2017-01-23,"4,907","4,60","0,46","4,23","0,36","0,00"
2017-01-24,"5,017","4,60","0,46","4,23","0,36","0,00"
2017-01-25,"5,219","4,60","0,46","4,23","0,36","0,00"
2017-01-26,"5,210","4,60","0,46","4,23","0,36","0,00"
2017-01-27,"5,205","4,60","0,46","4,23","0,36","0,00"
2017-01-30,"5,056","4,60","0,46","4,23","0,36","0,00"
2017-01-31,"5,003","4,60","0,46","4,23","0,36","0,00"
2017-02-01,"5,059","4,60","0,46","4,23","0,36","0,00"
2017-02-02,"5,139","4,60","0,46","4,23","0,36","0,00"
2017-02-03,"5,184","4,60","0,46","4,23","0,36","0,00"
2017-02-06,"5,074","4,60","0,46","4,23","0,36","0,00"
2017-02-07,"4,973","4,60","0,46","4,23","0,36","0,00"
2017-02-08,"4,904","4,60","0,46","4,23","0,36","0,00"
2017-02-09,"4,982","4,60","0,46","4,23","0,36","0,00"
2017-02-10,"4,898","4,60","0,46","4,23","0,36","0,00"
2017-02-13,"4,986","4,60","0,46","4,23","0,36","0,00"
2017-02-14,"5,025","4,60","0,46","4,23","0,36","0,00"
2017-02-15,"5,111","4,60","0,46","4,23","0,36","0,00"
2017-02-16,"5,060","4,60","0,46","4,23","0,36","0,00"
2017-02-17,"4,995","4,60","0,46","4,23","0,36","0,00"
2017-02-20,"5,017","4,60","0,46","4,23","0,36","0,00"
2017-02-21,"5,053","4,60","0,46","4,23","0,36","0,00"
2017-02-22,"4,958","4,60","0,46","4,23","0,36","0,00"
2017-02-23,"4,971","4,60","0,46","4,23","0,36","0,00"
2017-02-24,"4,906","4,60","0,46","4,23","0,36","0,00"
2017-02-27,"4,914","4,60","0,46","4,23","0,36","0,00"
2017-02-28,"5,008","4,60","0,46","4,23","0,36","0,00"
2017-03-01,"5,168","4,60","0,46","4,23","0,36","0,00"
2017-03-02,"5,081","4,60","0,46","4,23","0,36","0,00"
2017-03-03,"5,165","4,60","0,46","4,23","0,36","0,00"
2017-03-06,"5,134","4,60","0,46","4,23","0,36","0,00"
2017-03-07,"5,137","4,60","0,46","4,23","0,36","0,00"
2017-03-08,"5,191","4,60","0,46","4,23","0,36","0,00"
2017-03-09,"5,318","4,60","0,46","4,23","0,36","0,00"
2017-03-10,"5,335","4,60","0,46","4,23","0,36","0,00"
2017-03-13,"5,306","4,60","0,46","4,23","0,36","0,00"
2017-03-14,"5,208","4,60","0,46","4,23","0,36","0,00"
2017-03-15,"5,279","4,60","0,46","4,23","0,36","0,00"
2017-03-16,"5,475","4,60","0,46","4,23","0,36","0,00"
2017-03-17,"5,490","4,60","0,46","4,23","0,36","0,00"
2017-03-20,"5,476","4,60","0,46","4,23","0,36","0,00"
2017-03-21,"5,497","4,60","0,46","4,23","0,36","0,00"
2017-03-22,"5,520","4,60","0,46","4,23","0,36","0,00"
2017-03-23,"5,562","4,60","0,46","4,23","0,36","0,00"
2017-03-24,"5,553","4,60","0,46","4,23","0,36","0,00"
2017-03-27,"5,505","4,60","0,46","4,23","0,36","0,00"
2017-03-28,"5,597","4,60","0,46","4,23","0,36","0,00"
2017-03-29,"5,560","4,60","0,46","4,23","0,36","0,00"
2017-03-30,"5,582","4,60","0,46","4,23","0,36","0,00"
2017-03-31,"5,582","4,60","0,46","4,23","0,36","0,00"
2017-04-03,"5,485","4,60","0,46","4,23","0,36","0,00"
2017-04-04,"5,503","4,60","0,46","4,23","0,36","0,00"
2017-04-05,"5,539","4,60","0,46","4,23","0,36","0,00"
2017-04-06,"5,597","4,60","0,46","4,23","0,36","0,00"
2017-04-07,"5,612","4,60","0,46","4,23","0,36","0,00"
2017-04-10,"5,517","4,60","0,46","4,23","0,36","0,00"
2017-04-11,"5,475","4,60","0,46","4,23","0,36","0,00"
2017-04-12,"5,405","4,60","0,46","4,23","0,36","0,00"
2017-04-13,"5,332","4,60","0,46","4,23","0,36","0,00"
2017-04-18,"5,320","4,60","0,46","4,23","0,36","0,00"
2017-04-19,"5,478","4,60","0,46","4,23","0,36","0,00"
2017-04-20,"5,500","4,60","0,46","4,23","0,36","0,00"
2017-04-21,"5,509","4,60","0,46","4,23","0,36","0,00"
2017-04-24,"5,830","4,60","0,46","4,23","0,36","0,00"
2017-04-25,"5,869","4,60","0,46","4,23","0,36","0,00"
2017-04-26,"5,879","4,60","0,46","4,23","0,36","0,00"
2017-04-27,"5,774","4,60","0,46","4,23","0,36","0,00"
2017-04-28,"5,817","4,60","0,46","4,23","0,36","0,00"
2017-05-02,"5,885","4,60","0,46","4,23","0,36","0,00"
2017-05-03,"5,901","4,60","0,46","4,23","0,36","0,00"
2017-05-04,"5,993","4,60","0,46","4,23","0,36","0,00"
2017-05-05,"6,119","4,60","0,46","4,23","0,36","0,00"
2017-05-08,"6,088","4,60","0,46","4,23","0,36","0,00"
2017-05-09,"5,984","4,60","0,46","4,23","0,36","0,00"
2017-05-10,"5,959","4,60","0,46","4,23","0,36","0,00"
2017-05-11,"5,888","4,60","0,46","4,23","0,36","0,00"
2017-05-12,"5,857","4,60","0,46","4,23","0,36","0,00"
2017-05-15,"5,970","4,60","0,46","4,23","0,36","0,00"
2017-05-16,"5,961","4,60","0,46","4,23","0,36","0,00"
2017-05-17,"5,789","4,60","0,46","4,23","0,36","0,00"
2017-05-18,"5,575","4,60","0,46","4,23","0,36","0,00"
2017-05-19,"5,668","4,60","0,46","4,23","0,36","0,00"
2017-05-22,"5,546","4,60","0,46","4,23","0,36","0,00"
2017-05-23,"5,674","4,60","0,46","4,23","0,36","0,00"
2017-05-24,"5,709","4,60","0,46","4,23","0,36","0,00"
2017-05-25,"5,718","4,60","0,46","4,23","0,36","0,00"
2017-05-26,"5,701","4,60","0,46","4,23","0,36","0,00"
2017-05-29,"5,698","4,60","0,46","4,23","0,36","0,00"
2017-05-30,"5,637","4,60","0,46","4,23","0,36","0,00"
2017-05-31,"5,617","4,60","0,46","4,23","0,36","0,00"
2017-06-01,"5,626","4,60","0,46","4,23","0,36","0,00"
2017-06-02,"5,655","4,60","0,46","4,23","0,36","0,00"
2017-06-05,"5,646","4,60","0,46","4,23","0,36","0,00"
2017-06-06,"5,636","4,60","0,46","4,23","0,36","0,00"
2017-06-07,"5,586","4,60","0,46","4,23","0,36","0,00"
2017-06-08,"5,879","4,60","0,46","4,23","0,36","0,00"
2017-06-09,"5,947","4,60","0,46","4,23","0,36","0,00"
2017-06-12,"5,893","4,60","0,46","4,23","0,36","0,00"
2017-06-13,"5,887","4,60","0,46","4,23","0,36","0,00"
2017-06-14,"5,762","4,60","0,46","4,23","0,36","0,00"
2017-06-15,"5,720","4,60","0,46","4,23","0,36","0,00"
2017-06-16,"5,688","4,60","0,46","4,23","0,36","0,00"
2017-06-19,"5,758","4,60","0,46","4,23","0,36","0,00"
2017-06-20,"5,691","4,60","0,46","4,23","0,36","0,00"
2017-06-21,"5,684","4,60","0,46","4,23","0,36","0,00"
2017-06-22,"5,690","4,60","0,46","4,23","0,36","0,00"
2017-06-23,"5,631","4,60","0,46","4,23","0,36","0,00"
2017-06-26,"5,679","4,60","0,46","4,23","0,36","0,00"
2017-06-27,"5,718","4,60","0,46","4,23","0,36","0,00"
2017-06-28,"5,829","4,60","0,46","4,23","0,36","0,00"
2017-06-29,"5,742","4,60","0,46","4,23","0,36","0,00"
2017-06-30,"5,628","4,60","0,46","4,23","0,36","0,00"
2017-07-03,"5,832","4,60","0,46","4,23","0,36","0,00"
2017-07-04,"5,786","4,60","0,46","4,23","0,36","0,00"
2017-07-05,"5,753","4,60","0,46","4,23","0,36","0,00"
2017-07-06,"5,805","4,60","0,46","4,23","0,36","0,00"
2017-07-07,"5,739","4,60","0,46","4,23","0,36","0,00"
2017-07-10,"5,739","4,60","0,46","4,23","0,36","0,00"
2017-07-11,"5,693","4,60","0,46","4,23","0,36","0,00"
2017-07-12,"5,716","4,60","0,46","4,23","0,36","0,00"
2017-07-13,"5,779","4,60","0,46","4,23","0,36","0,00"
2017-07-14,"5,725","4,60","0,46","4,23","0,36","0,00"
2017-07-17,"5,666","4,60","0,46","4,23","0,36","0,00"
2017-07-18,"5,615","4,60","0,46","4,23","0,36","0,00"
2017-07-19,"5,587","4,60","0,46","4,23","0,36","0,00"
2017-07-20,"5,651","4,60","0,46","4,23","0,36","0,00"
2017-07-21,"5,569","4,60","0,46","4,23","0,36","0,00"
2017-07-24,"5,635","4,60","0,46","4,23","0,36","0,00"
2017-07-25,"5,739","4,60","0,46","4,23","0,36","0,00"
2017-07-26,"5,736","4,60","0,46","4,23","0,36","0,00"
2017-07-27,"5,738","4,60","0,46","4,23","0,36","0,00"
2017-07-28,"5,730","4,60","0,46","4,23","0,36","0,00"
2017-07-31,"5,704","4,60","0,46","4,23","0,36","0,00"
2017-08-01,"5,754","4,60","0,46","4,23","0,36","0,00"
2017-08-02,"5,646","4,60","0,46","4,23","0,36","0,00"
2017-08-03,"5,689","4,60","0,46","4,23","0,36","0,00"
2017-08-04,"5,745","4,60","0,46","4,23","0,36","0,00"
2017-08-07,"5,762","4,60","0,46","4,23","0,36","0,00"
2017-08-08,"5,782","4,60","0,46","4,23","0,36","0,00"
2017-08-09,"5,663","4,60","0,46","4,23","0,36","0,00"
2017-08-10,"5,532","4,60","0,46","4,23","0,36","0,00"
2017-08-11,"5,405","4,60","0,46","4,23","0,36","0,00"
2017-08-14,"5,526","4,60","0,46","4,23","0,36","0,00"
2017-08-15,"5,541","4,60","0,46","4,23","0,36","0,00"
2017-08-16,"5,574","4,60","0,46","4,23","0,36","0,00"
2017-08-17,"5,435","4,60","0,46","4,23","0,36","0,00"
2017-08-18,"5,424","4,60","0,46","4,23","0,36","0,00"
2017-08-21,"5,372","4,60","0,46","4,23","0,36","0,00"
2017-08-22,"5,415","4,60","0,46","4,23","0,36","0,00"
2017-08-23,"5,367","4,60","0,46","4,23","0,36","0,00"
2017-08-24,"5,404","4,60","0,46","4,23","0,36","0,00"
2017-08-25,"5,404","4,60","0,46","4,23","0,36","0,00"
2017-08-28,"5,380","4,60","0,46","4,23","0,36","0,00"
2017-08-29,"5,305","4,60","0,46","4,23","0,36","0,00"
2017-08-30,"5,342","4,60","0,46","4,23","0,36","0,00"
2017-08-31,"5,393","4,60","0,46","4,23","0,36","0,00"
2017-09-01,"5,411","4,60","0,46","4,23","0,36","0,00"
2017-09-04,"5,374","4,60","0,46","4,23","0,36","0,00"
2017-09-05,"5,284","4,60","0,46","4,23","0,36","0,00"
2017-09-06,"5,239","4,60","0,46","4,23","0,36","0,00"
2017-09-07,"5,216","4,60","0,46","4,23","0,36","0,00"
2017-09-08,"5,279","4,60","0,46","4,23","0,36","0,00"
2017-09-11,"5,456","4,60","0,46","4,23","0,36","0,00"
2017-09-12,"5,505","4,60","0,46","4,23","0,36","0,00"
2017-09-13,"5,527","4,60","0,46","4,23","0,36","0,00"
2017-09-14,"5,590","4,60","0,46","4,23","0,36","0,00"
2017-09-15,"5,520","4,60","0,46","4,23","0,36","0,00"
2017-09-18,"5,558","4,60","0,46","4,23","0,36","0,00"
2017-09-19,"5,607","4,60","0,46","4,23","0,36","0,00"
2017-09-20,"5,558","4,60","0,46","4,23","0,36","0,00"
2017-09-21,"5,624","4,60","0,46","4,23","0,36","0,00"
2017-09-22,"5,670","4,60","0,46","4,23","0,36","0,00"
2017-09-25,"5,606","4,60","0,46","4,23","0,36","0,00"
2017-09-26,"5,598","4,60","0,46","4,23","0,36","0,00"
2017-09-27,"5,789","4,60","0,46","4,23","0,36","0,00"
2017-09-28,"5,819","4,60","0,46","4,23","0,36","0,00"
2017-09-29,"5,836","4,60","0,46","4,23","0,36","0,00"
2017-10-02,"5,742","4,60","0,46","4,23","0,36","0,00"
2017-10-03,"5,755","4,60","0,46","4,23","0,36","0,00"
2017-10-04,"5,534","4,60","0,46","4,23","0,36","0,00"
2017-10-05,"5,696","4,60","0,46","4,23","0,36","0,00"
2017-10-06,"5,704","4,60","0,46","4,23","0,36","0,00"
2017-10-09,"5,709","4,60","0,46","4,23","0,36","0,00"
2017-10-10,"5,542","4,60","0,46","4,23","0,36","0,00"
2017-10-11,"5,578","4,60","0,46","4,23","0,36","0,00"
2017-10-12,"5,562","4,60","0,46","4,23","0,36","0,00"
2017-10-13,"5,497","4,60","0,46","4,23","0,36","0,00"
2017-10-16,"5,498","4,60","0,46","4,23","0,36","0,00"
2017-10-17,"5,562","4,60","0,46","4,23","0,36","0,00"
2017-10-18,"5,604","4,60","0,46","4,23","0,36","0,00"
2017-10-19,"5,537","4,60","0,46","4,23","0,36","0,00"
2017-10-20,"5,565","4,60","0,46","4,23","0,36","0,00"
2017-10-23,"5,506","4,60","0,46","4,23","0,36","0,00"
2017-10-24,"5,590","4,60","0,46","4,23","0,36","0,00"
2017-10-25,"5,597","4,60","0,46","4,23","0,36","0,00"
2017-10-26,"5,777","4,60","0,46","4,23","0,36","0,00"
2017-10-27,"5,663","4,60","0,46","4,23","0,36","0,00"
2017-10-30,"5,790","4,60","0,46","4,23","0,36","0,00"
2017-10-31,"5,787","4,60","0,46","4,23","0,36","0,00"
2017-11-01,"5,795","4,60","0,46","4,23","0,36","0,00"
2017-11-02,"5,784","4,60","0,46","4,23","0,36","0,00"
2017-11-03,"5,676","4,60","0,46","4,23","0,36","0,00"
2017-11-06,"5,606","4,60","0,46","4,23","0,36","0,00"
2017-11-07,"5,585","4,60","0,46","4,23","0,36","0,00"
2017-11-08,"5,565","4,60","0,46","4,23","0,36","0,00"
2017-11-09,"5,524","4,60","0,46","4,23","0,36","0,00"
2017-11-10,"5,529","4,60","0,46","4,23","0,36","0,00"
2017-11-13,"5,501","4,60","0,46","4,23","0,36","0,00"
2017-11-14,"5,425","4,60","0,46","4,23","0,36","0,00"
2017-11-15,"5,493","4,60","0,46","4,23","0,36","0,00"
2017-11-16,"5,499","4,60","0,46","4,23","0,36","0,00"
2017-11-17,"5,447","4,60","0,46","4,23","0,36","0,00"
2017-11-20,"5,464","4,60","0,46","4,23","0,36","0,00"
2017-11-21,"5,433","4,60","0,46","4,23","0,36","0,00"
2017-11-22,"5,463","4,60","0,46","4,23","0,36","0,00"
2017-11-23,"5,478","4,60","0,46","4,23","0,36","0,00"
2017-11-24,"5,523","4,60","0,46","4,23","0,36","0,00"
2017-11-27,"5,538","4,60","0,46","4,23","0,36","0,00"
2017-11-28,"5,566","4,60","0,46","4,23","0,36","0,00"
2017-11-29,"5,669","4,60","0,46","4,23","0,36","0,00"
2017-11-30,"5,608","4,60","0,46","4,23","0,36","0,00"
2017-12-01,"5,469","4,60","0,46","4,23","0,36","0,00"
2017-12-04,"5,543","4,60","0,46","4,23","0,36","0,00"
2017-12-05,"5,524","4,60","0,46","4,23","0,36","0,00"
2017-12-06,"5,467","4,60","0,46","4,23","0,36","0,00"
2017-12-07,"5,497","4,60","0,46","4,23","0,36","0,00"
2017-12-08,"5,595","4,60","0,46","4,23","0,36","0,00"
2017-12-11,"5,601","4,60","0,46","4,23","0,36","0,00"
2017-12-12,"5,647","4,60","0,46","4,23","0,36","0,00"
2017-12-13,"5,620","4,60","0,46","4,23","0,36","0,00"
2017-12-14,"5,581","4,60","0,46","4,23","0,36","0,00"
2017-12-15,"5,589","4,60","0,46","4,23","0,36","0,00"
2017-12-18,"5,636","4,60","0,46","4,23","0,36","0,00"
2017-12-19,"5,638","4,60","0,46","4,23","0,36","0,00"
2017-12-20,"5,596","4,60","0,46","4,23","0,36","0,00"
2017-12-21,"5,682","4,60","0,46","4,23","0,36","0,00"
2017-12-22,"5,559","4,60","0,46","4,23","0,36","0,00"
2017-12-27,"5,526","4,60","0,46","4,23","0,36","0,00"
2017-12-28,"5,477","4,60","0,46","4,23","0,36","0,00"
2017-12-29,"5,445","4,60","0,46","4,23","0,36","0,00"
2018-01-02,"5,420","4,56","0,46","5,89","0,36","0,00"
2018-01-03,"5,421","4,56","0,46","5,89","0,36","0,00"
2018-01-04,"5,603","4,56","0,46","5,89","0,36","0,00"
2018-01-05,"5,640","4,56","0,46","5,89","0,36","0,00"
2018-01-08,"5,657","4,56","0,46","5,89","0,36","0,00"
2018-01-09,"5,667","4,56","0,46","5,89","0,36","0,00"
