per,precio_div_cash_flow,precio_valor_contable,roe,dividendo_neto_por_accion,rentabilidad_por_dividendo,b_neto,ebitda,bpa
"10,47","0,00","0,36","3,42","0,00","4,67","3.394,90","0,00","0,20"
