ultimo,apertura,maximo,minimo,vol,variacion
8714.0,8776.2,8809.9,8677.3,181.05,-0.65
8771.2,8737.5,8793.8,8713.8,172.28,1.11
8674.7,8745.5,8785.2,8669.6,245.15,-1.14
8775.1,8647.3,8797.2,8632.8,201.5,0.88
8698.7,8743.7,8829.5,8645.8,221.83,0.19
8682.1,8626.4,8701.6,8579.8,120.69,-0.45
8721.5,8622.7,8752.6,8596.3,211.09,0.67
8663.1,8629.4,8787.0,8582.2,247.42,-0.01
8663.9,8773.0,8793.7,8614.1,217.3,-1.27
8775.2,8749.4,8831.1,8711.8,225.7,1.32
8660.8,8776.1,8839.7,8643.6,249.8,-0.47
8702.1,8659.5,8768.3,8563.9,266.58,0.15
8689.4,8698.2,8792.5,8660.9,237.81,0.41
8654.3,8767.8,8802.3,8648.6,279.48,-1.26
8764.9,9009.4,9015.1,8753.7,297.61,-2.85
9022.1,9066.9,9092.6,8980.8,144.92,-0.04
9025.7,9161.4,9195.9,9025.7,333.51,-2.62
9269.0,9227.6,9269.0,9085.5,353.27,-0.68
9332.6,9306.7,9360.2,9277.0,306.65,0.53
9283.0,9171.9,9299.5,9162.7,295.44,1.56
9140.0,9225.4,9257.5,9123.7,232.57,-1.01
9232.8,9183.9,9244.4,9161.6,299.6,0.39
9197.2,9178.5,9218.7,9120.6,324.42,0.55
9147.2,8948.4,9161.9,8940.0,305.43,1.96
8971.3,8914.5,9004.2,8890.2,293.01,1.01
8881.6,8703.4,8891.5,8674.1,243.88,0.35
8850.9,8855.4,8886.6,8809.3,275.85,-0.12
8861.5,8854.0,8870.9,8743.5,343.39,0.46
8820.7,8660.1,8820.7,8596.1,415.15,3.21
8546.3,8519.8,8587.9,8425.6,326.59,0.57
8497.6,8413.4,8563.4,8344.4,270.18,0.83
8427.6,8309.9,8462.8,8309.9,297.77,1.62
8292.9,8418.2,8431.4,8256.1,311.34,-1.26
8398.6,8398.8,8468.9,8340.2,287.75,0.13
8387.7,8483.8,8491.5,8377.7,272.83,-2.44
8597.5,8589.3,8712.9,8552.2,212.42,-0.06
8602.3,8624.6,8677.2,8531.8,325.37,-1.38
8723.1,8825.5,8827.9,8698.3,318.4,-1.66
8870.2,8874.4,8960.7,8856.1,223.84,0.7
8808.3,8843.2,8906.5,8751.5,235.0,0.21
8789.8,8862.5,8890.8,8781.7,209.36,-1.54
8927.1,9017.2,9046.0,8880.2,186.65,-0.72
8992.0,8969.3,8992.0,8840.4,216.83,-0.32
9021.0,9006.1,9138.9,8966.5,182.19,-0.33
9051.1,8995.3,9074.5,8904.7,395.75,0.81
8978.8,9064.9,9071.2,8782.8,385.79,0.18
8962.8,9018.4,9062.0,8898.6,253.94,-0.28
8988.3,9099.5,9122.2,8961.6,376.24,-1.69
9142.7,9156.1,9217.3,9120.1,362.9,0.57
9090.6,8930.3,9101.3,8913.6,476.0,3.69
8766.9,8782.0,9105.8,8730.6,533.69,0.07
8761.1,8765.5,8889.6,8741.0,315.89,0.24
8740.3,8736.3,8848.8,8663.2,310.22,-0.53
8786.8,8785.7,8834.7,8672.8,272.4,-0.28
8811.6,8812.6,8877.9,8734.6,322.35,0.51
8767.0,8787.9,8812.0,8692.9,273.57,0.03
8764.5,8662.3,8778.5,8641.2,353.54,1.78
8611.0,8454.6,8611.6,8423.6,322.25,1.77
8461.4,8291.9,8463.4,8222.6,295.55,1.34
8349.2,8313.3,8397.8,8265.2,321.92,1.63
8215.6,8128.1,8260.2,8103.5,258.74,2.52
8013.7,8255.0,8269.1,7968.1,307.97,-3.07
8267.6,8345.4,8447.8,8259.0,270.11,-1.42
8387.0,8290.3,8399.3,8281.7,246.1,2.35
8194.2,8284.9,8335.2,8105.0,312.66,-1.22
8295.4,8420.3,8479.6,8255.4,312.11,-0.83
8364.9,8166.2,8366.9,8140.9,324.4,2.79
8137.6,8262.8,8262.8,8092.0,303.51,-0.51
8179.2,8133.0,8217.5,8081.4,304.55,3.26
7920.8,7849.9,7920.8,7771.2,385.25,2.25
7746.3,8047.3,8047.3,7746.3,461.01,-4.88
8143.7,8013.8,8249.8,7920.9,386.48,2.73
7927.6,8129.0,8212.6,7862.0,484.32,-2.39
8122.1,8537.9,8540.9,8083.4,352.12,-4.44
8499.5,8477.1,8615.0,8411.3,412.59,0.37
8468.1,8437.1,8521.7,8287.0,375.8,1.85
8314.5,8510.3,8519.7,8180.4,432.08,-2.51
8528.7,8768.0,8772.5,8478.5,385.37,-2.96
8788.5,8849.3,8896.5,8718.4,320.61,-0.31
8815.8,8728.2,8815.8,8671.6,402.07,2.62
8590.6,8697.8,8811.4,8516.8,354.36,-1.72
8741.0,8676.1,8741.0,8608.9,225.52,0.56
8692.5,8426.1,8698.0,8402.3,422.23,1.46
8567.7,8763.2,8763.2,8525.9,263.31,-1.78
8722.9,8638.0,8795.7,8565.7,374.44,3.3
8444.2,8311.8,8502.5,8277.1,358.23,1.97
8281.4,8390.2,8398.4,8206.0,371.17,-3.2
8554.9,8624.3,8656.9,8527.5,298.45,1.01
8469.3,8525.5,8627.1,8427.3,281.06,-0.87
8543.6,8769.4,8796.4,8491.9,458.71,-2.78
8787.7,8852.5,8854.5,8662.2,329.17,-1.64
8934.5,8998.5,9074.0,8877.9,300.8,0.21
8915.4,8867.9,9041.5,8818.9,297.58,0.33
8886.1,8849.9,9022.0,8835.1,301.41,-0.26
8909.2,8909.2,8909.2,8909.2,0.0,0.0
8909.2,9093.3,9138.0,8909.2,310.72,-1.66
9059.3,8973.8,9103.0,8889.7,395.76,-1.5
9197.4,9330.3,9330.3,9122.6,288.66,-1.48
9335.2,9431.5,9446.2,9260.2,208.64,0.24
9313.2,9429.8,9440.9,9263.7,279.17,-2.42
9544.2,9604.2,9615.6,9538.8,79.92,-1.01
9641.9,9650.0,9696.4,9607.9,141.29,-0.29
9670.4,9611.7,9677.7,9606.4,147.77,1.23
9552.5,9675.6,9724.9,9533.0,137.89,-1.35
9682.9,9663.0,9706.2,9653.1,70.62,0.43
9641.0,9505.6,9661.9,9503.9,236.26,2.39
9415.6,9451.8,9456.3,9351.8,220.11,0.53
9365.8,9520.5,9558.2,9365.8,356.51,-3.62
9717.1,9794.1,9874.2,9644.9,408.98,-1.63
9878.5,9909.1,10000.4,9850.9,324.2,1.72
9711.0,9762.5,9817.4,9635.7,342.15,-0.01
9711.6,9496.3,9747.5,9492.5,302.45,3.0
9428.5,9658.0,9732.1,9428.5,273.72,-2.1
9630.7,9772.9,9791.6,9606.8,263.24,-1.51
9778.7,9779.4,9872.5,9719.4,258.2,-0.58
9835.5,9865.3,9932.1,9713.2,250.83,-0.02
9837.1,10029.0,10031.2,9790.4,221.18,-2.04
10042.4,10139.0,10158.2,10021.9,219.57,-0.36
10078.7,10046.1,10131.5,9931.1,289.63,-0.14
10092.9,10353.4,10476.6,10083.3,355.47,-2.41
10342.0,10411.9,10447.0,10323.5,233.4,-0.36
10379.2,10409.9,10469.2,10344.9,208.11,-0.07
10386.9,10299.0,10430.3,10275.9,258.6,0.74
10310.7,10285.8,10390.7,10264.5,200.14,-0.21
10332.3,10217.3,10352.9,10174.8,268.32,1.03
10227.3,10184.2,10247.1,10083.1,418.78,0.2
10207.2,10231.3,10231.3,10045.6,219.02,-0.68
10277.4,10262.3,10307.7,10206.8,184.51,-0.13
10290.3,10373.2,10385.0,10247.6,231.93,-0.62
10354.7,10340.5,10408.4,10325.7,272.12,0.91
10261.1,10284.0,10307.4,10226.5,257.18,-0.99
10363.8,10214.6,10376.0,10199.6,246.06,2.36
10124.5,10012.4,10158.1,10005.2,172.14,0.13
10111.4,10118.3,10201.2,10012.3,229.55,-0.32
10144.0,10350.6,10369.0,10113.4,276.46,-2.25
10377.2,10345.1,10463.1,10344.2,205.12,0.39
10336.8,10364.0,10376.3,10244.3,213.29,0.11
10325.2,10451.6,10476.9,10322.9,260.46,-1.22
10453.2,10425.8,10500.3,10318.5,300.13,0.21
10431.2,10483.9,10552.7,10385.0,252.12,-0.4
10473.5,10524.8,10631.6,10454.0,308.33,0.08
10465.2,10398.6,10465.2,10375.4,284.75,0.45
10418.2,10279.3,10463.5,10259.1,265.78,0.55
10360.7,10394.2,10405.7,10258.7,294.54,-0.35
10397.2,10451.8,10455.2,10298.1,254.88,-0.24
10421.9,10321.0,10440.1,10296.8,218.57,0.96
10322.4,10458.2,10458.2,10300.7,243.68,-1.49
10478.3,10473.9,10517.6,10408.6,248.74,0.02
10476.3,10449.7,10591.9,10418.2,344.63,1.07
10365.4,10130.1,10402.5,10109.5,272.76,2.05
10157.5,10126.1,10188.3,10004.0,208.28,0.56
10100.6,10196.8,10217.0,10055.1,218.59,-1.05
10207.3,10221.5,10310.4,10164.7,186.38,-0.24
10231.5,10174.9,10244.0,10153.1,246.08,1.28
10101.7,10132.1,10132.7,10055.1,239.3,0.64
10037.6,10065.4,10129.0,9992.4,253.69,-0.77
10115.3,10227.4,10229.3,10049.8,259.78,-1.28
10246.4,10318.8,10379.0,10208.5,222.78,-0.61
10309.6,10279.1,10354.1,10224.9,365.52,1.26
10181.2,10137.8,10190.3,10063.2,300.04,0.11
10170.0,10176.1,10289.8,10119.9,369.63,0.66
10103.3,9996.5,10138.2,9909.5,281.16,1.32
9971.3,9777.3,9980.9,9731.5,332.67,3.83
9603.6,9650.4,9688.1,9428.8,280.4,0.38
9567.3,9668.9,9718.0,9543.8,273.44,0.08
9559.9,9580.6,9606.3,9491.1,277.07,1.77
9393.9,9280.4,9514.4,9264.4,303.21,-0.0
9394.2,9500.9,9598.6,9357.4,284.12,-1.32
9519.5,9444.2,9575.3,9430.2,317.51,2.45
9291.4,9492.1,9540.2,9231.3,405.85,-1.93
9474.6,9529.0,9659.1,9463.9,386.54,-0.79
9550.2,9856.1,9857.8,9528.2,335.15,-3.11
9856.8,9826.1,9952.0,9820.3,220.6,0.1
9847.2,10048.6,10050.3,9801.7,557.11,-2.57
10106.6,10015.0,10141.8,9988.9,344.89,1.3
9976.8,9869.5,9983.0,9843.0,286.87,1.99
9782.5,9708.3,9834.8,9620.7,275.76,0.89
9696.4,9764.8,9836.9,9685.6,213.98,-0.43
9737.9,9877.0,9886.0,9722.7,261.36,-1.23
9859.0,9929.2,9989.7,9840.0,260.44,-1.78
10037.8,10078.8,10193.0,10031.1,263.82,1.74
9866.2,9860.3,9987.7,9857.6,222.43,0.62
9805.4,9893.5,9931.8,9796.6,170.28,-0.17
9821.8,9947.0,9950.8,9737.9,325.76,-2.2
10042.4,10023.8,10118.7,9945.9,311.83,1.05
9938.3,10009.7,10071.1,9855.8,278.09,-0.55
9992.8,10136.1,10148.5,9921.1,286.17,-2.59
10259.0,10297.2,10319.1,10190.4,184.68,-0.91
10352.9,10322.7,10352.9,10235.7,202.08,0.61
10290.2,10229.6,10357.3,10176.2,332.91,3.06
9984.5,10005.8,10132.9,9875.4,345.7,-1.29
10115.4,9880.4,10168.1,9819.9,448.31,3.68
9756.6,9973.7,10078.0,9502.4,637.1,-5.01
10271.7,10434.4,10576.2,10270.2,336.67,-2.98
10587.0,10748.2,10797.5,10564.8,292.08,-1.81
10782.4,10843.7,10905.3,10776.8,229.36,-1.06
10897.9,10878.0,10952.2,10846.1,167.05,-0.02
10900.3,10983.1,11023.3,10774.4,202.5,0.19
10879.3,10952.4,11034.3,10851.6,221.08,-0.63
10947.9,11030.8,11057.1,10938.5,213.8,0.62
10880.1,11054.4,11054.4,10840.3,308.27,-2.44
11152.3,11278.5,11319.1,11137.8,231.92,-1.41
11311.7,11239.5,11330.0,11129.3,174.26,1.19
11178.2,11244.9,11264.0,11176.8,202.37,-0.67
11253.6,11263.6,11327.0,11239.4,209.27,-0.23
11279.5,11195.0,11302.9,11184.7,255.67,1.16
11150.5,11240.3,11244.8,11098.5,409.88,-1.02
11265.9,11180.6,11288.5,11141.2,278.42,0.76
11180.7,11198.4,11200.9,11039.5,278.12,0.11
11168.6,11347.7,11362.4,11117.6,292.61,-1.01
11282.9,11310.0,11325.6,11185.8,218.99,0.27
11252.4,11179.5,11294.0,11168.1,224.45,0.96
11145.4,11252.7,11264.2,11136.7,334.76,-1.45
11309.3,11415.4,11460.3,11300.9,339.31,-1.16
11441.9,11552.0,11553.6,11429.4,229.34,-0.37
11484.3,11389.2,11525.4,11365.5,261.18,0.22
11458.6,11571.9,11579.7,11432.1,222.07,-0.84
11556.1,11506.9,11612.6,11499.4,178.8,0.66
11480.7,11551.0,11551.0,11472.6,229.03,-0.26
11510.6,11405.2,11536.3,11398.6,282.71,1.54
11335.7,11262.0,11360.4,11234.3,208.08,0.69
11258.3,11220.1,11258.3,11140.8,302.65,0.3
11224.2,11178.2,11253.5,11121.8,306.04,1.7
11036.1,10958.2,11069.8,10896.9,358.66,3.08
10706.4,10479.4,10761.1,10463.6,306.82,2.65
10430.3,10364.7,10478.7,10316.4,320.3,0.81
10346.0,10554.9,10588.5,10332.1,325.14,-1.84
10540.1,10571.8,10653.7,10496.0,353.56,-2.22
10779.8,10835.7,10860.7,10730.0,197.29,-0.61
10846.4,10932.0,10960.7,10835.5,209.13,-0.6
10911.5,10857.7,11036.9,10784.3,310.65,1.32
10769.5,10811.6,10954.5,10723.2,369.23,-0.78
10853.9,11148.4,11202.6,10816.4,463.51,-4.56
11372.3,11238.7,11434.8,11199.9,217.13,0.57
11308.4,11245.0,11441.3,11213.1,294.85,-0.12
11321.9,11419.0,11420.1,11220.4,272.69,-0.71
11402.5,11461.5,11497.1,11384.5,271.93,0.3
11368.2,11184.5,11394.2,11168.9,353.6,3.87
10944.3,10890.7,11029.1,10880.8,354.74,0.67
10871.9,10788.5,10888.4,10654.3,309.14,0.54
10813.4,10900.0,10933.9,10779.5,189.36,-0.53
10871.4,10766.0,10895.5,10659.7,241.07,0.27
10842.1,10893.6,10939.9,10775.6,223.28,-1.71
11030.5,11124.5,11159.3,10932.6,215.49,-1.13
11156.7,11097.6,11231.3,11085.1,243.78,0.53
11097.5,10879.9,11138.4,10854.4,241.56,1.46
10938.1,10895.0,10945.0,10750.0,295.3,0.19
10917.3,11022.8,11056.1,10917.3,205.93,-1.31
11062.0,11061.5,11127.9,10984.1,227.46,-0.75
11146.1,11201.2,11292.7,11070.0,239.54,-1.08
11267.6,11302.9,11361.8,11201.1,227.42,-0.03
11271.4,11314.5,11369.1,11151.3,232.39,0.3
11238.1,11264.8,11343.2,11180.5,194.25,0.18
11217.6,11375.6,11402.7,11192.1,327.77,-1.45
11382.8,11387.9,11450.7,11291.9,191.89,-0.42
11431.1,11281.7,11467.8,11247.2,241.03,1.7
11240.3,11297.1,11344.7,11169.4,315.13,-0.72
11322.3,11421.2,11455.3,11262.1,156.48,-2.01
11554.2,11594.7,11609.9,11533.7,168.22,-0.36
11595.4,11517.9,11595.4,11515.7,185.43,0.18
11574.1,11505.1,11588.7,11460.6,192.41,0.66
11497.7,11406.1,11537.8,11404.0,282.09,1.35
11345.0,11336.8,11368.0,11203.1,234.03,0.24
11317.3,11438.8,11438.8,11265.9,230.82,-0.71
11398.7,11304.6,11428.3,11203.9,211.84,0.65
11324.6,11366.0,11430.9,11282.4,249.28,0.02
11322.6,11332.0,11354.0,11221.5,292.9,-1.08
11445.8,11433.7,11481.6,11377.7,198.98,0.18
11424.7,11260.8,11424.7,11212.9,309.36,2.19
11180.3,11125.1,11214.8,10928.2,322.77,0.15
11163.6,11100.4,11232.8,11048.3,275.55,0.43
11115.6,11416.4,11503.9,11102.9,319.65,-2.74
11429.1,11377.1,11501.8,11280.5,224.66,0.39
11385.0,11351.1,11469.2,11258.0,386.58,0.05
11378.9,11619.0,11651.9,11371.5,310.36,-1.97
11607.7,11656.0,11684.6,11543.0,280.72,-0.28
11640.2,11532.0,11679.8,11365.5,310.81,1.17
11505.4,11469.6,11605.5,11434.6,340.44,0.7
11425.8,11417.5,11461.1,11291.3,244.09,0.23
11399.2,11452.2,11480.4,11276.3,306.27,-0.2
11422.3,11439.0,11504.0,11368.2,337.59,0.33
11384.6,11400.2,11418.8,11306.4,209.41,0.22
11359.4,11565.5,11598.0,11299.9,465.82,-2.17
11611.7,11772.3,11772.3,11580.3,287.02,-1.42
11778.4,11742.4,11815.6,11710.4,292.62,0.63
11704.7,11798.5,11862.6,11645.6,377.82,-1.36
11866.4,11761.7,11884.6,11760.8,229.31,1.0
11749.3,11755.3,11778.0,11679.2,336.79,0.13
11734.6,11688.4,11747.3,11655.2,299.82,0.68
11655.5,11738.4,11771.4,11615.8,301.55,-0.64
11730.5,11715.6,11771.8,11669.3,366.06,0.83
11634.0,11583.6,11649.9,11559.2,205.81,0.55
11569.8,11482.0,11662.8,11454.3,305.8,0.42
11521.1,11510.8,11596.1,11444.6,336.27,-0.07
11529.1,11459.8,11543.2,11432.3,304.32,0.89
11427.4,11469.7,11524.2,11403.9,310.09,-0.23
11453.8,11400.4,11453.8,11294.7,308.56,-0.1
11464.7,11560.7,11591.7,11449.3,252.13,-0.99
11579.3,11428.5,11618.3,11409.9,331.91,1.1
11452.8,11394.0,11465.4,11364.3,328.74,0.29
11419.6,11109.8,11458.3,11090.2,618.65,2.96
11091.0,11062.9,11146.5,11040.2,259.18,0.37
11050.0,11057.4,11076.0,10957.7,295.71,0.2
11028.1,11117.5,11129.0,10953.7,260.65,-0.78
11114.7,11082.4,11146.7,11077.4,292.85,0.73
11033.8,11072.9,11077.7,10993.5,253.11,0.2
11011.8,11022.9,11068.0,10993.1,439.29,-0.09
11021.8,10950.3,11048.2,10908.0,265.92,1.1
10902.2,11060.5,11081.2,10858.4,299.03,-1.38
11054.2,11007.9,11078.8,10962.4,221.02,-0.34
11091.9,11144.5,11158.9,11070.2,272.19,-0.29
11124.4,11078.1,11154.3,11039.2,260.66,0.66
11051.3,11048.1,11079.3,10921.4,253.27,0.33
11014.7,11197.6,11212.8,11001.7,246.88,-1.47
11178.5,11190.5,11239.8,11123.3,312.32,0.0
11178.3,11142.9,11184.5,11070.8,412.54,0.35
11139.5,11023.3,11145.9,11014.4,271.21,0.81
11049.5,11027.9,11072.5,11011.7,255.5,-0.14
11064.5,11027.7,11082.7,10951.1,297.63,0.68
10990.1,11001.3,11015.4,10935.1,272.02,1.02
10879.3,10889.8,10916.8,10759.0,336.3,-0.29
10910.4,10781.0,10918.4,10726.3,350.26,0.97
10805.3,10764.6,10852.6,10764.1,298.37,1.0
10698.0,10591.6,10730.1,10526.6,272.47,0.08
10689.5,10717.8,10793.1,10679.9,220.58,-0.47
10739.5,10618.5,10794.9,10606.7,427.94,1.68
10562.2,10349.6,10607.1,10328.5,328.0,1.9
