ultimo,apertura,maximo,minimo,vol,variacion
9884.2,9864.4,9908.0,9847.1,139.38,0.16
9868.0,9861.8,9902.7,9838.8,120.8,0.11
9857.3,9814.5,9871.3,9800.3,146.9,0.54
9803.9,9785.4,9824.4,9762.3,112.4,0.39
9766.1,9768.7,9796.5,9747.3,100.4,-0.01
9767.3,9764.0,9858.9,9744.4,137.08,0.21
9747.0,9733.0,9767.6,9706.1,127.53,0.12
9735.8,9742.6,9786.3,9717.3,122.93,-0.28
9763.5,9798.5,9806.0,9738.7,125.8,0.21
9742.8,9735.1,9790.2,9716.8,99.21,0.62
9682.8,9688.3,9734.2,9658.9,114.95,-0.6
9740.9,9637.5,9761.8,9616.7,162.49,2.39
9513.3,9555.5,9560.4,9417.3,151.22,-0.38
9549.6,9532.1,9577.5,9500.0,129.87,-0.53
9600.4,9595.6,9657.5,9581.7,153.27,0.48
9555.0,9397.8,9555.0,9348.9,177.67,0.86
9473.6,9518.2,9519.2,9441.6,137.67,0.99
9381.0,9418.1,9460.6,9343.3,159.53,-0.13
9393.1,9399.2,9428.9,9327.6,227.0,-0.99
9487.4,9580.4,9648.3,9432.6,199.76,-1.49
9630.9,9701.5,9702.4,9592.1,145.64,-0.52
9681.6,9676.3,9693.2,9608.5,129.6,0.18
9664.1,9733.9,9747.3,9646.0,123.28,-0.99
9761.0,9676.2,9800.8,9664.0,313.97,0.79
9684.2,9715.3,9720.6,9647.5,146.82,-0.04
9688.5,9698.9,9737.4,9632.2,159.02,-0.03
9691.7,9737.2,9811.4,9670.7,151.21,-0.37
9727.5,9747.4,9761.3,9702.5,110.66,0.43
9686.1,9651.0,9704.9,9631.5,117.28,0.41
9646.2,9617.0,9666.4,9564.2,144.63,0.49
9599.3,9561.3,9612.4,9547.1,132.06,0.13
9586.8,9663.6,9677.0,9586.3,143.03,-0.04
9590.8,9500.0,9604.2,9494.5,147.0,0.63
9531.1,9680.0,9680.0,9510.8,208.31,-2.13
9738.6,9795.3,9808.9,9715.2,161.71,-1.03
9840.3,9869.8,9887.2,9830.2,203.42,-0.61
9900.2,9930.3,9937.2,9863.4,153.54,-0.02
9902.4,9888.4,9915.1,9841.7,156.6,0.81
9822.4,9882.9,9891.1,9764.9,181.44,-0.55
9876.5,9767.6,9903.1,9744.9,175.18,0.54
9823.3,9874.5,9876.1,9777.5,155.38,-0.73
9895.3,9806.9,9901.1,9806.9,153.24,0.91
9806.2,9865.1,9905.4,9797.2,122.82,-0.26
9832.1,9785.2,9839.7,9768.7,188.85,1.21
9714.9,9770.7,9832.1,9674.9,165.51,0.3
9686.2,9715.7,9743.9,9595.9,178.71,0.37
9650.7,9788.5,9797.4,9650.7,164.8,-1.23
9771.1,9760.1,9815.2,9731.0,170.17,1.36
9639.6,9710.9,9752.2,9581.1,255.5,-1.2
9756.3,9928.5,9959.8,9726.5,228.48,-2.21
9976.9,9950.8,9988.5,9811.7,234.4,1.7
9810.0,9794.9,9967.3,9721.5,313.3,-2.53
10064.5,10138.4,10173.8,10058.5,195.01,-1.44
10211.2,10359.3,10369.2,10205.3,203.69,-1.81
10399.0,10518.3,10543.7,10359.4,197.54,-0.5
10451.5,10436.4,10482.7,10422.1,190.19,0.22
10428.2,10481.9,10506.4,10416.2,180.47,-1.21
10555.6,10605.5,10605.7,10540.0,150.49,-0.38
10595.4,10598.6,10635.1,10563.2,139.54,0.0
10595.3,10564.6,10630.5,10559.7,183.93,0.31
10563.0,10595.3,10617.2,10563.0,129.49,-0.44
10609.5,10640.3,10643.4,10583.7,168.2,0.24
10584.0,10503.6,10601.9,10488.3,179.08,1.0
10479.5,10417.5,10500.1,10396.2,143.56,0.45
10432.7,10500.1,10509.2,10403.2,123.09,-0.4
10474.6,10475.6,10504.9,10441.2,144.36,-0.44
10520.4,10479.0,10572.9,10466.2,160.06,0.51
10467.2,10471.6,10493.7,10446.9,112.26,0.05
10462.4,10463.7,10492.2,10443.4,154.55,0.26
10435.2,10435.9,10475.0,10401.2,208.92,0.07
10428.3,10423.2,10474.9,10399.1,210.84,0.02
10426.5,10400.9,10461.9,10385.6,132.57,0.27
10398.4,10439.8,10456.9,10398.4,135.17,-0.12
10411.4,10343.1,10411.4,10343.1,145.84,0.94
10314.4,10154.6,10325.0,10151.0,189.79,1.96
10116.0,10101.4,10145.2,10083.6,137.8,0.37
10079.1,10089.6,10097.9,10017.0,146.99,0.35
10043.9,10091.3,10100.2,10028.7,118.04,-0.49
10093.1,10150.3,10162.8,10076.5,97.24,-0.71
10165.2,10167.2,10213.2,10138.8,96.22,-0.16
10182.0,10145.6,10235.8,10138.3,138.51,-1.19
10304.6,10192.6,10322.6,10144.4,152.66,0.95
10207.7,10242.0,10246.5,10140.5,129.67,-0.26
10234.3,10239.0,10283.5,10228.4,116.42,-0.1
10244.1,10197.9,10257.8,10188.1,178.89,0.92
10150.4,10156.7,10212.3,10113.8,321.6,-0.26
10176.5,10250.0,10293.1,10176.5,170.19,-0.82
10260.5,10300.2,10355.0,10260.5,132.94,-0.27
10288.3,10319.6,10326.2,10248.1,160.15,-0.18
10306.9,10339.3,10348.8,10285.1,141.87,-0.14
10321.1,10322.5,10380.3,10316.5,161.04,0.57
10262.6,10195.8,10271.2,10171.3,129.94,0.77
10184.0,10156.4,10201.8,10098.1,146.63,-0.27
10211.3,10204.6,10246.1,10162.3,132.39,0.03
10208.6,10182.8,10248.4,10127.6,143.88,1.23
10085.0,10225.5,10225.5,10083.8,183.51,-1.23
10211.0,10266.6,10323.1,10211.0,270.74,-0.55
10267.7,10221.8,10314.2,10211.1,216.02,1.22
10144.4,10083.8,10148.8,10059.5,117.47,0.81
10063.1,10027.4,10136.6,10014.4,114.37,0.1
10053.5,10044.9,10125.4,10036.6,111.15,0.21
10032.8,9994.1,10079.2,9983.2,118.61,0.19
10013.9,10010.2,10092.4,10005.8,124.9,0.21
9993.4,10017.4,10072.2,9989.3,146.58,-0.32
10025.5,9999.7,10061.8,9981.3,115.33,0.15
10010.4,10074.4,10087.5,9998.7,182.67,-0.78
10088.7,10074.0,10173.5,10043.1,161.04,0.75
10013.9,9920.6,10029.8,9889.4,178.55,0.24
9990.4,10063.6,10101.8,9970.9,143.16,-0.59
10049.9,10124.0,10124.0,9984.2,143.99,-0.42
10092.7,10138.6,10168.0,10075.8,158.36,-0.48
10141.1,10223.2,10244.7,10117.2,163.56,-0.86
10228.7,10236.2,10242.7,10155.4,173.57,-0.02
10230.7,10365.7,10376.2,10212.5,166.4,-0.83
10316.5,10358.1,10358.1,10264.0,131.98,-0.4
10357.8,10463.3,10464.3,10295.9,190.29,-0.96
10457.8,10509.0,10538.4,10403.2,155.34,-0.47
10506.7,10591.4,10594.2,10486.2,200.54,-0.16
10523.5,10463.2,10570.5,10438.1,238.02,0.74
10446.0,10321.2,10470.7,10293.0,266.08,2.44
10197.5,10354.3,10382.4,10136.9,290.37,-1.45
10347.8,10140.3,10422.7,10121.2,374.89,1.92
10153.3,10199.0,10273.4,10137.1,180.68,-0.51
10205.7,10150.6,10235.4,10148.3,157.49,0.44
10161.4,10202.4,10216.4,10141.4,145.12,-0.6
10222.7,10202.0,10249.0,10176.5,196.13,0.25
10197.5,10251.3,10276.6,10167.4,185.4,-0.74
10273.4,10237.0,10283.5,10165.4,181.89,0.55
10216.8,10164.9,10297.1,10134.0,167.14,0.35
10181.4,10244.4,10248.7,10153.9,155.27,-0.75
10258.0,10298.6,10299.7,10231.5,141.95,-0.17
10275.9,10284.5,10304.0,10244.8,117.36,-0.02
10278.4,10304.6,10313.1,10247.3,250.98,1.34
10142.3,10225.0,10225.0,10107.8,208.2,-0.92
10236.0,10210.6,10306.8,10206.1,173.27,0.5
10185.5,10185.2,10214.5,10116.6,207.01,-0.29
10214.7,9934.3,10259.9,9922.3,327.0,2.51
9964.9,10226.8,10226.8,9947.3,348.22,-2.85
10257.5,10250.6,10276.6,10151.1,173.27,0.02
10255.7,10262.3,10327.2,10185.9,249.45,-1.21
10381.5,10336.9,10381.5,10277.5,199.15,0.51
10328.5,10381.2,10406.5,10319.4,178.76,-0.39
10368.9,10221.3,10398.9,10216.7,218.24,1.76
10189.6,10203.8,10224.7,10166.7,118.76,-0.26
10216.5,10270.0,10272.4,10186.7,146.85,-0.86
10305.0,10286.6,10313.9,10270.9,130.09,0.08
10297.0,10318.2,10340.8,10266.8,149.86,0.05
10292.1,10349.0,10375.5,10248.4,146.94,-0.83
10378.4,10312.2,10399.1,10296.1,129.99,0.39
10338.4,10358.0,10410.2,10330.1,133.38,0.2
10317.4,10321.2,10370.8,10287.2,302.2,-0.42
10361.1,10352.7,10365.1,10284.3,156.38,-0.1
10371.0,10324.8,10395.1,10308.0,170.75,0.34
10336.2,10354.5,10372.5,10324.7,129.03,0.13
10322.6,10199.9,10343.5,10197.8,145.46,1.91
10129.6,10118.4,10165.7,10087.6,141.95,0.05
10124.9,10175.2,10189.5,10118.4,179.64,-0.06
10131.0,10130.9,10176.9,10096.8,132.35,-0.48
10179.8,10244.7,10287.6,10173.6,136.7,-0.62
10243.2,10234.1,10274.7,10229.8,83.2,-0.8
10325.5,10328.8,10366.5,10314.1,103.85,0.25
10299.5,10279.5,10354.3,10275.1,179.78,0.52
10245.8,10264.6,10274.3,10216.8,94.78,0.52
10192.6,10233.2,10244.7,10134.3,147.97,-0.91
10285.9,10313.7,10360.2,10284.2,51.54,-0.57
10345.3,10373.9,10419.8,10334.0,71.65,-0.12
10357.4,10378.7,10421.9,10357.2,98.55,0.19
10338.1,10414.0,10445.0,10309.8,95.49,-0.69
10409.8,10425.2,10440.4,10360.2,83.38,0.48
10360.2,10360.0,10418.2,10330.4,84.93,-0.25
10385.7,10323.6,10392.5,10284.8,129.45,-0.56
10443.8,10535.7,10537.1,10428.6,129.09,-0.95
10544.3,10521.0,10575.9,10517.4,95.93,0.6
10481.5,10489.0,10508.7,10436.7,79.39,0.19
10461.2,10329.4,10490.6,10329.3,108.13,1.73
10282.9,10377.3,10399.0,10252.4,163.18,-1.6
10450.0,10576.6,10584.3,10416.7,148.11,-1.38
10596.0,10681.4,10705.9,10525.1,153.53,-1.29
10734.7,10674.4,10758.2,10665.2,111.26,0.55
10676.5,10682.8,10689.8,10643.5,90.55,0.17
10658.4,10525.0,10696.1,10516.4,148.69,1.04
10549.1,10487.2,10553.8,10416.9,133.0,0.33
10513.9,10592.3,10607.8,10493.1,135.54,-0.69
10586.7,10613.4,10622.2,10510.9,150.97,0.8
10502.2,10536.6,10593.9,10495.4,166.1,-0.32
10536.1,10574.4,10577.3,10497.7,226.26,-0.63
10603.4,10549.3,10652.9,10544.4,161.51,0.26
10575.4,10523.8,10584.6,10508.5,152.25,0.49
10523.4,10451.2,10621.3,10446.2,206.5,0.74
10446.5,10432.0,10480.2,10368.1,161.23,0.19
10426.6,10530.7,10562.8,10381.2,207.71,-1.31
10564.8,10597.4,10627.2,10534.8,244.52,-0.22
10588.1,10533.9,10588.1,10456.1,275.33,0.6
10524.5,10616.0,10684.6,10511.5,179.66,-1.19
10651.2,10665.5,10670.3,10604.2,144.92,-0.04
10655.1,10664.6,10704.3,10619.3,164.86,-0.03
10658.3,10594.5,10674.1,10583.1,205.97,0.93
10560.4,10482.2,10580.5,10470.5,191.89,1.07
10449.1,10531.5,10536.9,10438.8,156.56,-0.57
10509.5,10525.4,10535.9,10451.4,152.2,0.2
10488.8,10495.2,10505.7,10433.5,164.17,-0.09
10498.4,10546.1,10546.2,10402.0,211.68,-0.24
10523.6,10535.9,10589.5,10509.5,191.74,-0.41
10566.7,10543.3,10611.4,10530.3,150.48,-0.35
10604.2,10507.6,10615.1,10502.2,161.64,1.53
10444.5,10541.2,10583.7,10433.2,197.99,-0.82
10531.1,10735.9,10772.0,10514.5,242.89,-1.6
10702.7,10607.8,10716.7,10526.6,232.69,0.51
10647.9,10674.0,10726.2,10643.9,180.89,-0.46
10696.6,10666.1,10757.0,10656.5,123.2,0.62
10630.8,10685.6,10715.5,10596.3,120.33,-0.74
10709.9,10709.6,10725.2,10641.9,128.77,-0.29
10740.7,10721.9,10761.5,10615.9,138.99,-0.05
10746.1,10892.3,10901.5,10746.1,155.9,-0.95
10848.9,10839.8,10884.2,10807.6,151.49,0.83
10759.4,10731.9,10786.3,10702.1,348.07,0.56
10699.6,10750.8,10751.6,10598.0,225.3,-0.71
10775.8,10858.5,10934.0,10775.3,189.42,-0.98
10882.1,10872.6,10937.0,10846.5,154.04,0.37
10842.4,10929.7,10936.6,10818.5,193.1,-1.24
10978.3,10947.2,11048.0,10884.7,223.09,0.23
10953.1,10847.2,10981.3,10837.4,262.97,0.75
10871.7,10813.6,10946.9,10761.7,276.98,-0.07
10879.7,10859.0,10907.8,10817.9,403.56,-0.05
10884.7,10889.6,10916.4,10842.1,297.63,-0.19
10905.9,10960.0,11007.7,10879.6,426.28,0.23
10881.0,10891.6,10909.1,10836.4,434.89,0.01
10880.0,10885.0,10957.8,10856.2,740.25,0.03
10876.9,10812.5,10918.5,10788.7,217.85,-0.07
10884.0,10864.0,10915.4,10844.8,110.54,-0.19
10904.2,10911.1,10918.8,10801.6,179.95,-0.31
10937.7,10971.2,10983.9,10920.7,184.8,0.28
10907.4,10931.2,10942.8,10882.3,204.71,-0.08
10916.3,10766.3,10928.7,10756.5,238.31,1.14
10793.4,10843.5,10851.0,10761.4,226.73,-0.39
10835.4,10711.8,10843.6,10689.9,320.25,1.41
10684.9,10727.8,10756.5,10564.3,414.32,-0.94
10786.1,10925.9,10965.9,10761.3,304.08,-1.79
10982.4,10959.8,10991.2,10928.3,263.76,0.22
10957.8,10941.1,10960.5,10891.9,200.1,0.56
10897.0,10861.9,10907.6,10836.0,262.44,0.33
10861.4,11051.3,11052.6,10823.9,400.68,-1.57
11034.8,11029.6,11053.5,10958.4,347.63,-0.13
11049.2,11120.1,11135.1,11047.1,268.38,-0.42
11096.3,11177.3,11184.4,11036.8,316.18,-0.35
11135.4,10971.5,11135.4,10967.2,363.49,1.11
11012.9,10872.1,11012.9,10856.4,310.82,1.62
10837.0,10793.0,10841.1,10769.0,192.96,0.15
10820.3,10737.7,10820.3,10719.4,225.31,0.98
10715.8,10658.4,10745.5,10622.8,298.34,0.3
10683.9,10718.8,10722.2,10663.3,273.46,-0.74
10763.4,10810.4,10815.3,10710.9,278.42,-0.18
10783.1,10786.1,10828.8,10719.0,299.93,0.15
10766.8,10714.2,10769.8,10668.0,496.99,3.76
10377.0,10388.6,10434.4,10307.7,325.22,0.04
10372.5,10349.3,10473.9,10328.5,292.27,0.02
10370.3,10272.7,10377.5,10266.0,324.42,1.03
10264.5,10365.6,10370.6,10216.9,283.86,-0.6
10326.1,10347.9,10350.4,10264.6,233.81,-0.33
10360.5,10441.3,10486.0,10353.8,310.21,-0.54
10416.3,10381.4,10463.2,10358.9,309.44,-0.21
10437.7,10507.9,10509.0,10436.5,222.75,-0.87
10529.0,10466.9,10529.0,10443.5,194.31,0.1
10518.9,10349.6,10534.5,10322.0,230.29,1.12
10402.7,10377.2,10467.3,10369.1,254.05,0.4
10361.2,10304.1,10361.2,10270.3,303.65,0.35
10325.3,10457.7,10457.7,10324.6,321.62,-1.32
10462.9,10368.5,10462.9,10352.2,252.48,0.55
10405.9,10372.1,10406.0,10348.5,207.2,0.37
10367.6,10409.2,10424.5,10303.2,232.26,-0.21
10389.0,10345.6,10394.8,10312.9,215.14,0.84
10302.9,10218.5,10302.9,10191.1,221.94,-0.06
10309.4,10312.5,10330.3,10276.2,189.56,-0.15
10324.9,10248.9,10324.9,10202.0,226.58,0.93
10229.3,10151.8,10268.8,10092.8,299.75,0.17
10211.9,10270.5,10334.7,10188.9,313.02,-0.02
10214.0,10216.7,10243.0,10189.0,188.82,-0.31
10245.8,10153.0,10250.2,10143.9,452.78,0.77
10168.0,10090.8,10175.3,10063.7,412.42,1.85
9983.2,9931.2,10000.1,9913.2,265.81,0.79
9905.1,9987.7,9995.0,9886.9,234.66,-0.91
9995.9,10020.0,10023.4,9957.4,193.63,-0.1
10006.4,10038.8,10091.4,9989.1,405.12,0.08
9998.4,9844.9,10014.5,9837.4,390.8,1.5
9850.5,9792.3,9881.3,9785.1,247.12,0.5
9801.7,9817.7,9819.8,9767.4,172.06,-0.02
9804.1,9772.3,9825.3,9753.9,228.4,0.06
9798.5,9694.5,9799.6,9669.2,308.71,0.85
9716.0,9753.1,9762.3,9715.8,275.02,-0.36
9751.5,9618.0,9756.5,9616.6,351.7,2.05
9555.5,9515.0,9570.7,9484.0,279.24,0.96
9464.3,9494.0,9499.3,9427.7,194.24,0.11
9453.5,9513.7,9530.4,9383.1,285.87,-0.42
9493.4,9519.8,9541.8,9479.7,276.0,0.17
9477.2,9577.7,9606.1,9439.7,280.84,-0.88
9561.0,9523.6,9591.3,9467.6,209.8,0.36
9526.6,9564.4,9577.7,9512.0,178.86,0.28
9500.3,9564.8,9571.0,9438.2,234.06,-0.57
9554.7,9582.5,9614.6,9526.0,213.99,-0.31
9584.1,9557.1,9612.8,9528.2,235.35,0.78
9510.2,9489.1,9528.6,9461.0,206.91,0.28
9484.1,9421.9,9501.3,9387.7,178.86,1.13
9378.1,9478.2,9498.3,9356.0,231.38,-0.64
9438.4,9353.9,9444.9,9318.1,274.08,1.17
9329.7,9362.0,9378.4,9236.6,312.73,-0.02
9331.5,9321.9,9389.2,9304.5,284.08,-0.28
9357.3,9459.4,9482.0,9337.4,287.14,-1.11
9462.7,9435.3,9482.6,9396.8,393.83,0.6
9406.4,9321.2,9426.4,9301.5,293.59,0.81
9330.8,9416.0,9423.3,9304.5,304.38,0.17
9315.2,9365.9,9430.3,9315.2,282.77,-0.49
9361.3,9460.6,9472.8,9349.1,220.04,-1.5
9504.1,9531.4,9533.5,9420.2,234.87,-0.09
9512.8,9601.6,9623.5,9495.5,285.95,-0.38
9549.3,9483.5,9588.8,9479.4,404.76,1.73
9387.2,9319.2,9387.2,9296.6,201.31,0.89
9304.8,9337.8,9362.4,9279.0,197.62,-0.8
9380.1,9377.5,9439.0,9345.2,238.87,0.01
9379.1,9406.4,9431.3,9327.4,259.1,-0.08
9386.2,9425.1,9430.8,9362.2,211.88,-0.09
9394.9,9390.4,9429.0,9361.9,255.12,-0.16
9410.0,9457.2,9465.2,9407.8,197.58,-1.07
9511.6,9445.1,9524.3,9416.7,210.31,1.11
9407.4,9378.0,9452.3,9343.0,261.9,-0.01
9408.6,9456.4,9468.1,9378.6,298.56,-0.46
9452.0,9497.1,9497.3,9425.0,220.46,-0.43
9492.8,9536.9,9536.9,9446.2,194.38,-0.24
9515.9,9487.0,9515.9,9451.2,144.57,0.29
9488.2,9427.9,9507.2,9413.6,221.28,0.27
9462.9,9522.1,9538.4,9424.1,238.02,-0.33
9494.7,9448.3,9552.1,9438.8,280.88,0.81
9418.7,9332.6,9432.6,9318.1,108.39,0.71
9352.1,9310.0,9352.1,9293.2,166.81,0.27
9327.1,9283.4,9333.4,9269.5,130.74,-0.19
9344.9,9357.2,9369.2,9317.7,151.82,-0.34
9376.6,9354.8,9390.9,9346.9,109.3,0.1
9367.7,9347.4,9377.9,9339.6,156.03,0.37
9333.6,9341.5,9374.8,9297.5,181.12,-0.41
9371.7,9384.7,9420.8,9300.3,336.07,-0.38
9407.9,9329.1,9421.5,9322.3,261.18,0.76
9336.7,9376.8,9387.0,9336.0,266.99,-0.81
9412.8,9310.3,9452.9,9299.3,577.32,0.77
9340.8,9225.8,9354.8,9220.3,363.02,1.33
9218.4,9306.9,9319.4,9207.1,297.1,-1.21
9331.3,9160.9,9341.9,9132.6,362.54,1.58
9186.4,9171.7,9208.6,9148.5,258.1,0.18
9169.6,9121.1,9179.4,9093.4,330.16,0.26
9145.4,9002.5,9179.6,8992.6,468.93,2.06
8960.4,8951.2,8974.7,8912.6,361.0,0.75
8893.3,8692.4,8906.6,8670.5,316.38,2.64
8664.7,8533.9,8750.8,8512.4,288.0,0.67
8607.1,8610.6,8635.6,8576.0,249.93,-0.72
8669.2,8671.6,8711.3,8632.7,365.92,-0.22
8688.2,8662.7,8714.9,8638.4,350.82,0.24
8667.0,8614.3,8697.8,8591.4,215.9,0.55
8619.3,8651.8,8698.9,8586.7,270.08,-0.64
8674.4,8671.0,8674.8,8623.8,170.46,0.2
8657.2,8657.4,8672.7,8614.6,166.34,0.34
8627.5,8666.6,8673.6,8604.8,273.14,-0.28
8651.5,8672.8,8684.7,8640.7,285.02,0.43
8614.6,8659.9,8660.9,8558.5,199.68,-0.1
8622.9,8754.7,8756.3,8581.5,293.09,-1.09
8718.0,8622.4,8718.0,8611.6,274.43,0.92
8638.5,8712.9,8753.1,8563.6,287.03,-0.56
8687.1,8665.7,8707.9,8620.6,283.0,0.33
8658.2,8733.0,8765.2,8602.1,331.69,0.22
8639.2,8819.5,8840.1,8614.1,358.28,-1.34
8756.8,8983.0,9053.9,8708.4,559.62,-1.63
8901.5,8595.3,8901.9,8570.4,582.35,-0.4
8937.0,8936.8,8952.0,8859.8,253.82,0.2
8918.8,8949.4,8960.1,8890.7,211.37,1.45
8791.6,8862.3,8866.1,8755.1,230.51,-0.99
8879.9,8858.2,8929.7,8835.5,248.75,0.07
8873.4,8972.8,8973.9,8864.8,271.69,-1.85
9040.7,9206.5,9214.1,9032.0,224.86,-1.12
9143.3,9144.9,9171.7,9109.2,271.72,-0.63
9201.3,9150.4,9206.6,9086.0,341.23,0.04
9197.2,9163.5,9200.0,9102.8,310.94,0.26
9173.3,9151.5,9183.7,9111.2,271.8,0.37
9139.7,9207.8,9236.6,9116.4,286.93,-0.83
9216.2,9156.4,9255.3,9145.5,335.32,1.27
9100.4,9063.7,9100.4,9035.6,260.46,0.43
9061.2,8975.4,9077.2,8961.6,297.55,1.24
8950.1,8890.3,8956.9,8842.5,261.21,0.96
8865.3,8786.5,8879.8,8769.9,253.5,1.43
8740.7,8721.0,8784.8,8714.5,215.14,-0.31
8767.9,8640.8,8800.8,8635.5,244.61,1.85
8608.7,8634.9,8634.9,8551.2,289.16,-0.9
8686.5,8714.5,8760.0,8677.1,165.22,-0.08
8693.2,8690.4,8752.6,8657.5,210.9,-0.1
8701.5,8631.3,8713.7,8566.7,200.51,0.9
8624.3,8759.9,8762.3,8596.0,284.89,-1.52
8757.4,8820.8,8846.4,8742.3,273.33,-0.24
8778.3,8691.3,8788.2,8669.3,243.78,0.11
8769.0,8769.0,8810.1,8741.2,212.65,0.2
8751.6,8759.0,8788.9,8707.2,157.19,-0.32
8779.4,8649.0,8805.4,8543.1,452.0,-0.19
8796.3,8834.0,8864.8,8778.4,226.72,0.64
8740.4,8744.0,8806.5,8715.8,196.36,0.6
8688.2,8776.0,8781.0,8634.2,268.22,-0.27
8711.4,8765.4,8765.4,8630.0,261.95,-1.27
8823.6,8885.9,8893.9,8785.8,315.88,-1.25
8934.9,8819.8,8966.1,8815.3,279.39,2.01
8758.5,8817.0,8837.4,8748.0,247.44,0.83
8686.1,8695.1,8735.2,8649.5,167.67,-0.34
8715.5,8723.5,8736.3,8689.5,185.97,0.95
8633.4,8700.9,8725.1,8603.3,406.19,-1.0
8720.5,8697.0,8742.8,8665.4,214.62,0.21
8702.4,8769.9,8779.6,8684.2,232.22,-0.25
8724.2,8907.2,8924.0,8724.2,216.03,-1.61
8866.6,8877.1,8880.7,8790.8,243.74,-1.76
9025.5,9065.5,9135.8,9004.8,232.05,-0.83
9101.1,9028.6,9115.6,8974.9,251.73,0.95
9015.3,8931.8,9021.9,8908.7,206.12,1.3
8899.5,8991.4,8996.3,8893.9,187.94,-0.6
8953.3,8928.4,8979.3,8913.5,153.72,0.5
8908.9,8789.9,8912.6,8743.2,227.6,1.67
8762.8,8746.3,8884.9,8730.8,300.78,0.53
8716.8,8677.4,8780.7,8671.4,297.36,0.36
8685.4,8629.4,8731.9,8629.0,155.9,0.8
8616.4,8611.2,8660.9,8573.7,98.61,-0.5
8659.5,8595.7,8673.9,8566.5,125.66,0.7
8599.5,8612.3,8628.1,8555.0,132.16,-0.65
8655.5,8532.0,8665.9,8509.8,196.14,0.87
8580.9,8512.8,8602.4,8506.3,163.44,1.33
8468.0,8431.3,8522.8,8407.6,135.1,0.21
8450.6,8556.2,8556.3,8393.5,162.78,-1.16
8550.1,8549.2,8555.1,8481.3,166.8,0.74
8487.0,8646.2,8652.7,8485.6,154.96,-1.56
8621.7,8689.0,8714.3,8621.7,153.28,-1.13
8720.6,8711.0,8753.6,8694.6,81.08,0.05
8716.4,8704.5,8747.6,8698.0,123.77,-0.04
8719.5,8699.0,8719.5,8626.5,142.88,0.7
8658.9,8610.5,8688.6,8598.7,187.37,-0.08
8665.4,8541.1,8673.9,8531.8,166.83,1.2
8562.5,8573.5,8632.4,8548.1,171.2,0.27
8539.4,8422.4,8552.5,8422.0,179.77,1.84
8385.5,8324.1,8424.6,8318.6,214.14,1.48
8263.5,8319.1,8329.7,8229.4,244.86,-0.17
8277.3,8495.6,8498.2,8256.6,342.28,-2.77
8513.4,8667.5,8679.1,8496.8,258.3,-0.86
8587.2,8525.1,8619.0,8505.6,293.41,1.27
8479.2,8630.0,8659.1,8479.2,256.59,-2.1
8661.4,8593.6,8720.2,8581.6,240.19,1.18
8560.2,8574.5,8587.3,8485.8,214.21,-0.18
8575.7,8605.7,8647.6,8537.1,187.64,-0.28
8599.9,8566.3,8618.9,8516.3,299.86,0.19
8583.6,8589.3,8620.9,8501.0,274.3,0.09
8575.5,8556.0,8576.6,8470.3,228.57,1.06
8485.2,8490.7,8559.0,8439.3,221.86,-0.46
8524.4,8552.9,8609.1,8446.3,208.11,-0.08
8531.0,8527.3,8582.3,8446.2,264.73,-0.25
8552.3,8563.7,8593.8,8454.2,271.81,0.93
8473.9,8471.9,8580.3,8426.4,384.22,-0.38
8506.0,8313.8,8528.3,8292.6,376.5,2.42
8305.1,8265.8,8319.7,8168.7,245.09,1.46
8185.9,7985.6,8242.8,7961.2,327.41,2.22
8008.2,7996.4,8064.4,7966.3,269.74,1.03
7926.2,8005.7,8040.1,7857.8,376.84,-1.75
8067.6,8176.2,8196.0,8050.4,321.76,-2.28
8255.9,8302.9,8328.1,8229.4,216.88,-0.16
8268.9,8240.1,8304.4,8134.1,304.25,1.29
8163.3,8081.7,8186.8,7993.9,456.69,0.72
8105.3,7947.0,8105.3,7935.1,407.52,3.45
7835.0,7836.8,7916.9,7793.7,467.34,2.48
7645.5,8001.5,8053.2,7579.8,768.02,-1.83
7787.7,8263.6,8328.4,7743.4,1080.0,-12.35
8885.3,8758.9,8912.0,8684.8,319.11,2.11
8702.0,8711.9,8774.3,8605.7,247.58,0.4
8667.3,8636.9,8697.9,8607.7,272.66,0.23
8647.1,8592.7,8652.1,8578.6,281.9,3.41
8362.0,8290.2,8425.2,8278.3,472.79,1.98
8199.9,8150.7,8220.6,8107.0,331.33,-0.62
8250.8,8216.8,8315.8,8193.3,322.39,1.53
8126.7,8238.6,8270.4,8124.8,342.43,-2.13
8303.8,8388.2,8424.9,8291.5,290.43,-2.2
8490.5,8732.2,8732.6,8486.8,388.96,-3.18
8769.5,8806.8,8832.7,8751.3,316.75,-0.7
8831.4,8857.9,8866.9,8798.2,252.01,-0.71
8894.5,8873.0,8945.9,8865.8,208.14,0.8
8823.5,8810.1,8870.9,8785.6,180.47,0.25
8801.6,9004.3,9038.4,8756.8,272.78,-1.74
8957.9,8918.6,9056.6,8907.5,316.09,0.46
8916.9,9028.3,9033.4,8880.9,264.05,-1.3
9034.0,9130.5,9155.5,9013.2,309.22,-0.91
9116.9,9110.9,9134.0,9066.5,119.75,0.11
9107.3,9045.4,9126.3,9026.6,262.45,0.31
9079.2,9074.4,9101.8,9020.4,383.45,-0.5
9125.0,8988.5,9149.3,8982.1,307.94,2.32
8918.1,8687.3,8938.8,8670.9,208.85,2.34
