fecha,ultimo,apertura,maximo,minimo,vol,variacion
2020-05-29,"7.096,50","7.164,30","7.201,80","7.096,50","903,98M","-1,77%"
2020-05-28,"7.224,10","7.237,30","7.244,50","7.141,40","375,47M","0,69%"
2020-05-27,"7.174,50","7.034,00","7.229,00","7.030,20","501,01M","2,44%"
2020-05-26,"7.003,90","6.940,60","7.023,80","6.917,10","383,73M","2,15%"
2020-05-25,"6.856,80","6.766,60","6.856,80","6.725,20","187,07M","2,38%"
2020-05-22,"6.697,50","6.618,20","6.751,80","6.585,70","292,69M","0,17%"
2020-05-21,"6.686,10","6.612,70","6.773,40","6.579,90","258,58M","0,04%"
2020-05-20,"6.683,60","6.593,40","6.697,10","6.499,10","341,45M","1,13%"
2020-05-19,"6.609,10","6.864,20","6.872,60","6.555,60","501,36M","-2,51%"
2020-05-18,"6.779,30","6.583,10","6.790,20","6.558,10","203,49M","4,70%"
2020-05-15,"6.474,90","6.594,40","6.624,30","6.466,00","203,85M","-1,08%"
2020-05-14,"6.545,60","6.569,70","6.609,00","6.421,40","258,95M","-1,29%"
2020-05-13,"6.631,40","6.694,00","6.728,20","6.631,40","245,67M","-1,94%"
2020-05-12,"6.762,70","6.672,70","6.795,10","6.663,20","172,85M","1,36%"
2020-05-11,"6.672,20","6.830,90","6.854,70","6.651,70","217,44M","-1,63%"
2020-05-08,"6.783,10","6.790,70","6.807,40","6.715,40","128,58M","0,78%"
2020-05-07,"6.730,90","6.714,90","6.747,20","6.666,40","167,46M","0,89%"
2020-05-06,"6.671,70","6.719,80","6.762,50","6.666,20","166,02M","-1,13%"
2020-05-05,"6.747,70","6.772,20","6.815,90","6.680,70","203,87M","1,11%"
2020-05-04,"6.673,30","6.767,70","6.767,70","6.673,30","241,56M","-3,60%"
