fecha,ultimo,apertura,maximo,minimo,vol,variacion
2020-03-31,"6.785,40","6.746,80","6.802,00","6.624,70","258,18M","1,88%"
2020-03-30,"6.659,90","6.748,60","6.789,10","6.507,00","232,01M","-1,74%"
2020-03-27,"6.777,90","6.916,70","6.936,70","6.661,90","225,32M","-3,63%"
2020-03-26,"7.033,20","6.789,00","7.033,20","6.759,10","248,81M","1,31%"
2020-03-25,"6.942,40","6.985,90","7.058,10","6.625,80","322,63M","3,35%"
2020-03-24,"6.717,30","6.433,30","6.717,30","6.403,60","301,21M","7,82%"
2020-03-23,"6.230,20","6.223,70","6.472,00","6.148,00","282,03M","-3,31%"
2020-03-20,"6.443,30","6.645,40","6.769,90","6.371,10","486,80M","0,74%"
2020-03-19,"6.395,80","6.368,20","6.506,40","6.228,30","346,23M","1,93%"
2020-03-18,"6.274,80","6.370,50","6.524,20","6.174,10","398,61M","-3,44%"
2020-03-17,"6.498,50","6.444,50","6.557,30","6.083,00","388,45M","6,41%"
2020-03-16,"6.107,20","6.331,00","6.362,50","5.814,50","583,61M","-7,88%"
2020-03-13,"6.629,60","6.763,70","7.140,50","6.468,30","473,17M","3,74%"
2020-03-12,"6.390,90","7.040,80","7.077,70","6.347,00","723,61M","-14,06%"
2020-03-11,"7.436,40","7.589,30","7.717,10","7.364,60","369,15M","-0,34%"
2020-03-10,"7.461,50","7.815,60","8.007,70","7.440,60","506,03M","-3,21%"
2020-03-09,"7.708,70","7.884,00","8.022,90","7.621,40","598,77M","-7,96%"
2020-03-06,"8.375,60","8.532,60","8.542,00","8.310,40","345,90M","-3,54%"
2020-03-05,"8.683,00","8.960,80","8.962,50","8.639,90","342,80M","-2,55%"
2020-03-04,"8.910,00","8.827,80","8.963,70","8.745,90","321,26M","1,12%"
2020-03-03,"8.811,60","8.860,20","9.014,30","8.776,40","351,22M","0,80%"
2020-03-02,"8.741,50","8.910,20","8.913,50","8.541,10","355,48M","0,21%"
