fecha,ultimo,apertura,maximo,minimo,vol,variacion
2020-06-30,"7.231,40","7.270,60","7.307,50","7.173,00","233,65M","-0,64%"
2020-06-29,"7.278,10","7.160,10","7.318,30","7.146,30","216,62M","1,39%"
2020-06-26,"7.178,40","7.324,50","7.344,90","7.172,10","215,72M","-1,26%"
2020-06-25,"7.270,30","7.176,40","7.295,80","7.077,80","267,87M","1,04%"
2020-06-24,"7.195,50","7.403,90","7.440,90","7.195,50","248,46M","-3,27%"
2020-06-23,"7.438,40","7.408,80","7.495,10","7.366,60","260,90M","1,26%"
2020-06-22,"7.345,70","7.371,60","7.426,90","7.300,70","220,42M","-0,92%"
2020-06-19,"7.414,20","7.444,20","7.502,10","7.401,00","634,64M","0,32%"
2020-06-18,"7.390,20","7.436,40","7.495,20","7.318,10","326,76M","-1,18%"
2020-06-17,"7.478,70","7.458,10","7.552,50","7.402,50","333,50M","-0,22%"
2020-06-16,"7.495,30","7.420,80","7.599,30","7.349,70","388,21M","3,25%"
2020-06-15,"7.259,30","7.116,90","7.309,40","7.062,90","329,04M","-0,46%"
2020-06-12,"7.292,70","7.232,20","7.425,30","7.205,00","370,13M","0,20%"
2020-06-11,"7.278,00","7.486,50","7.486,50","7.278,00","456,67M","-5,04%"
2020-06-10,"7.663,90","7.779,80","7.861,00","7.649,40","355,56M","-1,14%"
2020-06-09,"7.752,30","7.878,20","7.914,70","7.683,20","453,06M","-1,82%"
2020-06-08,"7.896,10","7.813,10","7.992,70","7.796,60","557,21M","0,30%"
2020-06-05,"7.872,60","7.672,00","7.890,40","7.664,10","573,28M","4,04%"
2020-06-04,"7.566,80","7.567,70","7.669,20","7.516,00","514,86M","-0,78%"
2020-06-03,"7.626,40","7.487,30","7.629,70","7.448,90","445,04M","2,95%"
2020-06-02,"7.408,10","7.264,00","7.445,30","7.236,90","402,95M","2,59%"
