fecha,ultimo,apertura,maximo,minimo,vol,variacion
2020-04-30,"6.922,30","7.084,80","7.128,40","6.918,30","314,98M","-1,89%"
2020-04-29,"7.055,70","6.829,40","7.055,70","6.816,80","247,76M","3,21%"
2020-04-28,"6.836,40","6.724,60","6.857,90","6.707,90","233,78M","1,55%"
2020-04-27,"6.731,80","6.780,90","6.790,10","6.667,30","147,26M","1,78%"
2020-04-24,"6.613,90","6.641,30","6.710,80","6.578,10","182,93M","-1,97%"
2020-04-23,"6.746,50","6.758,70","6.797,60","6.713,60","163,72M","0,40%"
2020-04-22,"6.719,80","6.685,10","6.729,60","6.654,20","177,93M","1,28%"
2020-04-21,"6.634,90","6.741,30","6.760,90","6.634,90","200,78M","-2,88%"
2020-04-20,"6.831,50","6.932,50","6.933,30","6.715,00","186,64M","-0,64%"
2020-04-17,"6.875,80","6.942,50","7.000,30","6.845,00","251,27M","1,66%"
2020-04-16,"6.763,40","6.930,80","6.950,90","6.733,10","237,96M","-1,11%"
2020-04-15,"6.839,50","7.065,60","7.086,80","6.816,40","289,92M","-3,79%"
2020-04-14,"7.108,60","7.209,70","7.209,70","7.080,30","259,99M","0,54%"
2020-04-09,"7.070,60","7.049,30","7.116,80","6.918,70","240,35M","1,71%"
2020-04-08,"6.951,80","6.930,20","6.952,50","6.860,60","155,91M","-0,72%"
2020-04-07,"7.002,00","6.986,90","7.119,10","6.903,60","260,86M","2,30%"
2020-04-06,"6.844,30","6.807,90","6.874,90","6.728,60","225,97M","3,99%"
2020-04-03,"6.581,60","6.563,60","6.632,50","6.509,40","215,39M","0,11%"
2020-04-02,"6.574,10","6.633,70","6.658,90","6.424,50","233,31M","-0,08%"
2020-04-01,"6.579,40","6.627,30","6.687,80","6.565,20","235,11M","-3,04%"
